"Name","Round","GPU Type","GPU Count","GitHub","Commit","Description","Hostname","End Time","Updated","Job Type","ID","Group","State","Notes","User","Tags","Created","Runtime","Sweep","adversarial_args.attack_env.attack","adversarial_args.attack_env.noise_type","adversarial_args.attack_env.poisoned_node_percent","adversarial_args.attack_env.poisoned_ratio","adversarial_args.attack_env.poisoned_sample_percent","adversarial_args.attack_env.targeted","adversarial_args.attacks","adversarial_args.is_iid","adversarial_args.noise_type","adversarial_args.poisoned_node_percent","adversarial_args.poisoned_ratio","adversarial_args.poisoned_sample_percent","adversarial_args.target_changed_label","adversarial_args.target_label","adversarial_args.targeted","aggregator_args.algorithm","aggregator_args.sentinel_loss_threshold","aggregator_args.sentinelglobal_active_round","attack_env.attack","attack_env.noise_type","attack_env.poisoned_node_percent","attack_env.poisoned_ratio","attack_env.poisoned_sample_percent","attack_env.targeted","data_args.dataset","data_args.is_iid","model_args.model","network_args","Test/ASR-backdoor","Test/ASR-targeted","Test/Accuracy","Test/F1Score","Test/Loss","Test/Precision","Test/Recall","TestEpoch/Accuracy","TestEpoch/F1Score","TestEpoch/Precision","TestEpoch/Recall","Train/Accuracy","Train/F1Score","Train/Loss","Train/Precision","Train/Recall","TrainEpoch/Accuracy","TrainEpoch/F1Score","TrainEpoch/Precision","TrainEpoch/Recall","Validation/Accuracy","Validation/F1Score","Validation/Loss","Validation/Precision","Validation/Recall","ValidationEpoch/Accuracy","ValidationEpoch/F1Score","ValidationEpoch/Precision","ValidationEpoch/Recall"
"participant_9","10","NVIDIA GeForce RTX 3080","2","","","","fd75fab77964","2023-07-12T20:02:16.000Z","2023-07-14T18:14:15.000Z","","3l3gu2z2","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S30_R0_salt_20230712_215121","finished","-","janousy","","2023-07-12T19:51:35.000Z","641","","Label Flipping","salt","80","0","30","true","Label Flipping","true","salt","80","0","0.3","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","30","true","CIFAR10","true","simplemobilenet","192.168.50.11:46719","0","0.4523809523809524","0.7204200029373169","0.668498158454895","2.676485776901245","0.6678225994110107","0.7204200029373169","0.737705409526825","0.7060161828994751","0.686449408531189","0.737705409526825","0.6333333253860474","0.6509090662002563","0.4036960005760193","0.6875","0.6333333253860474","0.7394552230834961","0.741416335105896","0.7438760995864868","0.7394552230834961","0.6099420785903931","0.5799413323402405","0.759323239326477","0.6025978922843933","0.6099420785903931","0.6595563888549805","0.6512550711631775","0.6580063104629517","0.6595563888549805"
"participant_8","10","NVIDIA GeForce RTX 3080","2","","","","5c9664db4c09","2023-07-12T20:02:14.000Z","2023-07-14T18:14:15.000Z","","1p3ghuz4","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S30_R0_salt_20230712_215121","finished","-","janousy","","2023-07-12T19:51:35.000Z","639","","Label Flipping","salt","80","0","30","true","Label Flipping","true","salt","80","0","0.3","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","30","true","CIFAR10","true","simplemobilenet","192.168.50.10:46718","0","0.509090909090909","0.70896315574646","0.6518052220344543","3.3808810710906982","0.6533558368682861","0.70896315574646","0.7261249423027039","0.6900122165679932","0.6658504009246826","0.7261249423027039","0.7849999666213989","0.7943939566612244","0.3877200782299042","0.8216666579246521","0.7849999666213989","0.7310155034065247","0.7329037189483643","0.735395073890686","0.7310155034065247","0.6731609106063843","0.6548776626586914","0.6904709339141846","0.6810247302055359","0.6731609106063843","0.6768163442611694","0.6817455291748047","0.6942651271820068","0.6768163442611694"
"participant_2","10","NVIDIA GeForce RTX 3080","2","","","","e0a6025505d6","2023-07-12T20:02:20.000Z","2023-07-14T18:14:15.000Z","","mmujsbdf","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S30_R0_salt_20230712_215121","finished","-","janousy","","2023-07-12T19:51:34.000Z","646","","Label Flipping","salt","80","0","30","true","No Attack","true","salt","80","0","0","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","30","true","CIFAR10","true","simplemobilenet","192.168.50.4:46712","0.03711558854718982","0.010416666666666666","0.7341654300689697","0.704832911491394","0.7824066281318665","0.7308499813079834","0.7341654300689697","0.7604745626449585","0.7592593431472778","0.7620141506195068","0.7604745626449585","0.9666666984558104","0.9409090876579284","0.2337646633386612","0.9333333373069764","0.9666666984558104","0.848508894443512","0.8480679392814636","0.8479744791984558","0.848508894443512","0.7075396180152893","0.6669251918792725","0.8785813450813293","0.694960355758667","0.7075396180152893","0.7231243848800659","0.7181791663169861","0.7272398471832275","0.7231243848800659"
"participant_7","10","NVIDIA GeForce RTX 3080","2","","","","49b1adb7f887","2023-07-12T20:02:17.000Z","2023-07-14T18:14:15.000Z","","a29qgbej","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S30_R0_salt_20230712_215121","finished","-","janousy","","2023-07-12T19:51:34.000Z","643","","Label Flipping","salt","80","0","30","true","Label Flipping","true","salt","80","0","0.3","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","30","true","CIFAR10","true","simplemobilenet","192.168.50.9:46717","0","0.5145631067961165","0.7242587804794312","0.6665458083152771","3.217448472976685","0.6636726260185242","0.7242587804794312","0.7326300144195557","0.6943010091781616","0.6687153577804565","0.7326300144195557","0.6188888549804688","0.6074510216712952","0.4976720213890076","0.6299999952316284","0.6188888549804688","0.7409886121749878","0.7426318526268005","0.7447258234024048","0.7409886121749878","0.6406401991844177","0.6220449805259705","0.727098286151886","0.6471984386444092","0.6406401991844177","0.6735867261886597","0.6790928840637207","0.692775547504425","0.6735867261886597"
"participant_0","10","NVIDIA GeForce RTX 3080","2","","","","fccb448b5666","2023-07-12T19:51:04.000Z","2023-07-14T18:14:17.000Z","","bv2s0ycj","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S50_R0_salt_20230712_214004","finished","-","janousy","","2023-07-12T19:41:14.000Z","590","","Label Flipping","salt","80","0","50","true","No Attack","true","salt","80","0","0","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","50","true","CIFAR10","true","simplemobilenet","192.168.50.2:46700","0.011458333333333333","0.07920792079207921","0.7392780780792236","0.7117257714271545","0.7638058662414551","0.7408257126808167","0.7392780780792236","0.7641973495483398","0.7606263160705566","0.7675203084945679","0.7641973495483398","0.8049999475479126","0.8146032094955444","0.3044523000717163","0.8333333730697632","0.8049999475479126","0.8586040139198303","0.8584643006324768","0.8585595488548279","0.8586040139198303","0.7352064251899719","0.7157386541366577","0.810698926448822","0.7454999685287476","0.7352064251899719","0.7535358667373657","0.7497879862785339","0.7534599304199219","0.7535358667373657"
"participant_9","10","NVIDIA GeForce RTX 3080","2","","","","14496748984f","2023-07-12T19:50:59.000Z","2023-07-14T18:14:17.000Z","","o0pc6lpc","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S50_R0_salt_20230712_214004","finished","-","janousy","","2023-07-12T19:40:18.000Z","641","","Label Flipping","salt","80","0","50","true","Label Flipping","true","salt","80","0","0.5","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","50","true","CIFAR10","true","simplemobilenet","192.168.50.11:46709","0","0.5357142857142857","0.7098900079727173","0.6668568253517151","2.7991321086883545","0.669326663017273","0.7098900079727173","0.7329133152961731","0.7027603387832642","0.6853408813476562","0.7329133152961731","0.7188888788223267","0.7155555486679077","0.42285043001174927","0.7355555891990662","0.7188888788223267","0.7477902173995972","0.7501789927482605","0.753184974193573","0.7477902173995972","0.652158796787262","0.6404226422309875","0.7024603486061096","0.6756842136383057","0.652158796787262","0.6831859350204468","0.6867984533309937","0.7023712396621704","0.6831859350204468"
"participant_7","10","NVIDIA GeForce RTX 3080","2","","","","8e2aef6f8f65","2023-07-12T19:51:03.000Z","2023-07-14T18:14:17.000Z","","kaqzyagj","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S50_R0_salt_20230712_214004","finished","-","janousy","","2023-07-12T19:40:18.000Z","645","","Label Flipping","salt","80","0","50","true","Label Flipping","true","salt","80","0","0.5","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","50","true","CIFAR10","true","simplemobilenet","192.168.50.9:46707","0","0.4951456310679612","0.7428609728813171","0.6847748160362244","3.3265016078948975","0.6786900758743286","0.7428609728813171","0.7555841207504272","0.7175406217575073","0.6895734667778015","0.7555841207504272","0.6611111164093018","0.6318254470825195","0.7417169809341431","0.6627777814865112","0.6611111164093018","0.7394236326217651","0.7420892715454102","0.7455512285232544","0.7394236326217651","0.6683042645454407","0.6497000455856323","0.6993376016616821","0.6845819354057312","0.6683042645454407","0.6807264089584351","0.682270884513855","0.6948893070220947","0.6807264089584351"
"participant_8","10","NVIDIA GeForce RTX 3080","2","","","","b8ba5c11382f","2023-07-12T19:51:03.000Z","2023-07-14T18:14:17.000Z","","jytztikh","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S50_R0_salt_20230712_214004","finished","-","janousy","","2023-07-12T19:40:18.000Z","645","","Label Flipping","salt","80","0","50","true","Label Flipping","true","salt","80","0","0.5","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","50","true","CIFAR10","true","simplemobilenet","192.168.50.10:46708","0","0.390909090909091","0.7104569673538208","0.6553524732589722","3.662144422531128","0.6541855931282043","0.7104569673538208","0.7274226546287537","0.6893845796585083","0.6626493334770203","0.7274226546287537","0.7719696760177612","0.7143985033035278","0.6169906854629517","0.6875","0.7719696760177612","0.7329198122024536","0.7350942492485046","0.7377955913543701","0.7329198122024536","0.6331568360328674","0.6068932414054871","0.7262659668922424","0.6347318887710571","0.6331568360328674","0.6615822315216064","0.6588938236236572","0.6643118858337402","0.6615822315216064"
"participant_4","10","NVIDIA GeForce RTX 3080","2","","","","6865b6835b16","2023-07-12T19:51:03.000Z","2023-07-14T18:14:17.000Z","","ivkuq56h","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S50_R0_salt_20230712_214004","finished","-","janousy","","2023-07-12T19:40:18.000Z","645","","Label Flipping","salt","80","0","50","true","Label Flipping","true","salt","80","0","0.5","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","50","true","CIFAR10","true","simplemobilenet","192.168.50.6:46704","0","0.5","0.7425691485404968","0.685405969619751","3.473988771438598","0.6799885630607605","0.7425691485404968","0.751501202583313","0.7125022411346436","0.6823195219039917","0.751501202583313","0.8000000715255737","0.7603174448013306","0.5037055611610413","0.7799999713897705","0.8000000715255737","0.7347582578659058","0.7371594905853271","0.740319013595581","0.7347582578659058","0.6836627721786499","0.6542490124702454","0.7287284731864929","0.6803094744682312","0.6836627721786499","0.6960128545761108","0.6883885264396667","0.6863324046134949","0.6960128545761108"
"participant_3","10","NVIDIA GeForce RTX 3080","2","","","","0f2fa6c1901b","2023-07-12T19:51:04.000Z","2023-07-14T18:14:17.000Z","","dnpdtxuo","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S50_R0_salt_20230712_214004","finished","-","janousy","","2023-07-12T19:40:18.000Z","646","","Label Flipping","salt","80","0","50","true","No Attack","true","salt","80","0","0","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","50","true","CIFAR10","true","simplemobilenet","192.168.50.5:46703","0.013388259526261586","0.06382978723404255","0.7098899483680725","0.6839169263839722","0.869711697101593","0.7105364203453064","0.7098899483680725","0.7285829782485962","0.7242861986160278","0.7299512624740601","0.7285829782485962","0.848809540271759","0.7649495601654053","0.39072853326797485","0.7883332967758179","0.848809540271759","0.8471993803977966","0.8470598459243774","0.8470836877822876","0.8471993803977966","0.6955952048301697","0.6707901358604431","0.8775952458381653","0.6869682669639587","0.6955952048301697","0.7179630994796753","0.7143415808677673","0.7207416296005249","0.7179630994796753"
"participant_5","10","NVIDIA GeForce RTX 3080","2","","","","37330374a92a","2023-07-12T19:51:04.000Z","2023-07-14T18:14:17.000Z","","fxjxg71e","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S50_R0_salt_20230712_214004","finished","-","janousy","","2023-07-12T19:40:17.000Z","647","","Label Flipping","salt","80","0","50","true","Label Flipping","true","salt","80","0","0.5","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","50","true","CIFAR10","true","simplemobilenet","192.168.50.7:46705","0","0.49038461538461536","0.7299258708953857","0.6759178638458252","3.4250402450561523","0.6729314923286438","0.7299258708953857","0.7428126335144043","0.711815357208252","0.6903246641159058","0.7428126335144043","0.5288889408111572","0.5442063808441162","0.6553076505661011","0.6000000238418579","0.5288889408111572","0.7471281886100769","0.7486720085144043","0.7506293654441833","0.7471281886100769","0.6737880706787109","0.6396863460540771","0.6718576550483704","0.6619256734848022","0.6737880706787109","0.6814626455307007","0.6735384464263916","0.6728343963623047","0.6814626455307007"
"participant_6","10","NVIDIA GeForce RTX 3080","2","","","","a7a8541f67e0","2023-07-12T19:50:58.000Z","2023-07-14T18:14:17.000Z","","edyucp8b","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S50_R0_salt_20230712_214004","finished","-","janousy","","2023-07-12T19:40:17.000Z","641","","Label Flipping","salt","80","0","50","true","Label Flipping","true","salt","80","0","0.5","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","50","true","CIFAR10","true","simplemobilenet","192.168.50.8:46706","0","0.5","0.7130491733551025","0.6642425656318665","3.1351547241210938","0.6701523661613464","0.7130491733551025","0.7382316589355469","0.7030652761459351","0.6813192963600159","0.7382316589355469","0.7133333086967468","0.7067821025848389","0.4302114248275757","0.7300000190734863","0.7133333086967468","0.7377240657806396","0.7382943630218506","0.7392569780349731","0.7377240657806396","0.6543038487434387","0.6387980580329895","0.7198777794837952","0.6693275570869446","0.6543038487434387","0.6700845956802368","0.6698020696640015","0.6811528205871582","0.6700845956802368"
"participant_1","10","NVIDIA GeForce RTX 3080","2","","","","e9be4577a524","2023-07-12T19:51:06.000Z","2023-07-14T18:14:17.000Z","","cq5l43mr","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S50_R0_salt_20230712_214004","finished","-","janousy","","2023-07-12T19:40:17.000Z","649","","Label Flipping","salt","80","0","50","true","Label Flipping","true","salt","80","0","0.5","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","50","true","CIFAR10","true","simplemobilenet","192.168.50.3:46701","0","0.5106382978723404","0.7165144085884094","0.671710193157196","3.146355390548706","0.6694099307060242","0.7165144085884094","0.7522612810134888","0.7179545164108276","0.6943551898002625","0.7522612810134888","0.6800000071525574","0.6510317921638489","0.6219040155410767","0.6708333492279053","0.6800000071525574","0.7415276765823364","0.7436779141426086","0.7465977668762207","0.7415276765823364","0.6573650240898132","0.6277283430099487","0.7609337568283081","0.6483598351478577","0.6573650240898132","0.6617868542671204","0.6602521538734436","0.670538604259491","0.6617868542671204"
"participant_2","10","NVIDIA GeForce RTX 3080","2","","","","72156f202e7c","2023-07-12T19:51:02.000Z","2023-07-14T18:14:17.000Z","","bnk03z6p","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S50_R0_salt_20230712_214004","finished","-","janousy","","2023-07-12T19:40:17.000Z","645","","Label Flipping","salt","80","0","50","true","Label Flipping","true","salt","80","0","0.5","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","50","true","CIFAR10","true","simplemobilenet","192.168.50.4:46702","0","0.53125","0.6984484791755676","0.6499997973442078","3.272562265396118","0.6543633341789246","0.6984484791755676","0.7204411029815674","0.6866815090179443","0.6708047389984131","0.7204411029815674","0.7166666984558105","0.684949517250061","0.6677231788635254","0.6766666769981384","0.7166666984558105","0.7359819412231445","0.7376903295516968","0.7398156523704529","0.7359819412231445","0.652164101600647","0.6303367614746094","0.7530075311660767","0.6555793881416321","0.652164101600647","0.677115797996521","0.6741887331008911","0.6816153526306152","0.677115797996521"
"participant_0","10","NVIDIA GeForce RTX 3080","2","","","","fcb12a1fa4f5","2023-07-12T19:39:41.000Z","2023-07-14T18:14:17.000Z","","qhl66qqs","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S100_R0_salt_20230712_212847","finished","-","janousy","","2023-07-12T19:29:57.000Z","584","","Label Flipping","salt","80","0","100","true","No Attack","true","salt","80","0","0","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","100","true","CIFAR10","true","simplemobilenet","192.168.50.2:46690","0.029258098223615463","0.0891089108910891","0.6986789703369141","0.6698163151741028","0.8196590542793274","0.6956298351287842","0.6986789703369141","0.7231572866439819","0.7202933430671692","0.7243417501449585","0.7231572866439819","0.7555555701255798","0.6971428394317627","0.5669423341751099","0.7000000476837158","0.7555555701255798","0.8388292789459229","0.8383737802505493","0.8380666375160217","0.8388292789459229","0.680039644241333","0.6611313223838806","0.8930327296257019","0.6938254237174988","0.680039644241333","0.7016749382019043","0.6988927125930786","0.7096556425094604","0.7016749382019043"
"participant_1","10","NVIDIA GeForce RTX 3080","2","","","","5eed76c274b8","2023-07-12T19:39:42.000Z","2023-07-14T18:14:17.000Z","","oiaj4wfs","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S100_R0_salt_20230712_212847","finished","-","janousy","","2023-07-12T19:29:02.000Z","640","","Label Flipping","salt","80","0","100","true","Label Flipping","true","salt","80","0","1","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","100","true","CIFAR10","true","simplemobilenet","192.168.50.3:46691","0","0.46808510638297873","0.69298255443573","0.6436352729797363","3.133460998535156","0.6416128277778625","0.69298255443573","0.7253501415252686","0.691049337387085","0.6709456443786621","0.7253501415252686","0.6483333706855774","0.6394771337509155","0.7395496964454651","0.6766666769981384","0.6483333706855774","0.7212789058685303","0.7240961194038391","0.7277871370315552","0.7212789058685303","0.6204146146774292","0.5902237296104431","0.7714328169822693","0.6071058511734009","0.6204146146774292","0.6436378955841064","0.6409870386123657","0.6546164751052856","0.6436378955841064"
"participant_7","10","NVIDIA GeForce RTX 3080","2","","","","5f8f60c541c0","2023-07-12T19:39:47.000Z","2023-07-14T18:14:17.000Z","","zb40if4q","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S100_R0_salt_20230712_212847","finished","-","janousy","","2023-07-12T19:29:01.000Z","646","","Label Flipping","salt","80","0","100","true","Label Flipping","true","salt","80","0","1","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","100","true","CIFAR10","true","simplemobilenet","192.168.50.9:46697","0","0.4466019417475728","0.7120429873466492","0.65061354637146","3.285353899002075","0.652208149433136","0.7120429873466492","0.7240222692489624","0.6847461462020874","0.6612386107444763","0.7240222692489624","0.6166666746139526","0.6125757694244385","0.6694945096969604","0.6366666555404663","0.6166666746139526","0.7194942235946655","0.7206225395202637","0.7221807241439819","0.7194942235946655","0.6693888902664185","0.6317309141159058","0.6960567235946655","0.6508703827857971","0.6693888902664185","0.6783246397972107","0.6722004413604736","0.6736443042755127","0.6783246397972107"
"participant_8","10","NVIDIA GeForce RTX 3080","2","","","","703f5928b4cd","2023-07-12T19:39:40.000Z","2023-07-14T18:14:17.000Z","","offnvd7w","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S100_R0_salt_20230712_212847","finished","-","janousy","","2023-07-12T19:29:01.000Z","639","","Label Flipping","salt","80","0","100","true","Label Flipping","true","salt","80","0","1","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","100","true","CIFAR10","true","simplemobilenet","192.168.50.10:46698","0","0.43636363636363634","0.6891897916793823","0.6300772428512573","3.552860736846924","0.6369712352752686","0.6891897916793823","0.7028770446777344","0.6688268184661865","0.6511651277542114","0.7028770446777344","0.7627778053283691","0.6968254446983337","0.6164934039115906","0.7194444537162781","0.7627778053283691","0.7279829978942871","0.729440450668335","0.731465756893158","0.7279829978942871","0.6716892123222351","0.6571588516235352","0.6098710894584656","0.6906365752220154","0.6716892123222351","0.6997531652450562","0.7038368582725525","0.7130058407783508","0.6997531652450562"
"participant_2","10","NVIDIA GeForce RTX 3080","2","","","","ae21da4fe521","2023-07-12T19:39:46.000Z","2023-07-14T18:14:17.000Z","","hmwkl4p3","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S100_R0_salt_20230712_212847","finished","-","janousy","","2023-07-12T19:29:01.000Z","645","","Label Flipping","salt","80","0","100","true","Label Flipping","true","salt","80","0","1","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","100","true","CIFAR10","true","simplemobilenet","192.168.50.4:46692","0","0.4166666666666667","0.7041690945625305","0.6461860537528992","3.1676385402679443","0.6540586948394775","0.7041690945625305","0.7132176160812378","0.6780350208282471","0.6666874289512634","0.7132176160812378","0.7100000381469727","0.6433550119400024","0.9810729026794434","0.6516666412353516","0.7100000381469727","0.7310292720794678","0.7323673963546753","0.734032392501831","0.7310292720794678","0.6430159211158752","0.6186100840568542","0.7416276335716248","0.6328967809677124","0.6430159211158752","0.6796420812606812","0.6750644445419312","0.6755775213241577","0.6796420812606812"
"participant_3","10","NVIDIA GeForce RTX 3080","2","","","","2ddb4a478f48","2023-07-12T19:39:42.000Z","2023-07-14T18:14:17.000Z","","f5f8eq00","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S100_R0_salt_20230712_212847","finished","-","janousy","","2023-07-12T19:29:01.000Z","641","","Label Flipping","salt","80","0","100","true","Label Flipping","true","salt","80","0","1","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","100","true","CIFAR10","true","simplemobilenet","192.168.50.5:46693","0","0.4574468085106383","0.6943088173866272","0.6495972275733948","3.0506415367126465","0.6539498567581177","0.6943088173866272","0.722693681716919","0.6902953386306763","0.6730400323867798","0.722693681716919","0.7714285850524902","0.7673376798629761","0.546796441078186","0.8147618770599365","0.7714285850524902","0.7337223291397095","0.7367917895317078","0.7406768798828125","0.7337223291397095","0.6689921021461487","0.6461029648780823","0.7548192143440247","0.6819528341293335","0.6689921021461487","0.6749182343482971","0.6820608377456665","0.6968662738800049","0.6749182343482971"
"participant_9","10","NVIDIA GeForce RTX 3080","2","","","","57d533b415d5","2023-07-12T19:39:45.000Z","2023-07-14T18:14:17.000Z","","6yguw54w","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S100_R0_salt_20230712_212847","finished","-","janousy","","2023-07-12T19:29:01.000Z","644","","Label Flipping","salt","80","0","100","true","Label Flipping","true","salt","80","0","1","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","100","true","CIFAR10","true","simplemobilenet","192.168.50.11:46699","0","0.4047619047619048","0.7014643549919128","0.6514992713928223","2.7902610301971436","0.6564528346061707","0.7014643549919128","0.7210838198661804","0.6897749900817871","0.677920401096344","0.7210838198661804","0.6615384817123413","0.6261904835700989","0.6090844869613647","0.6333333253860474","0.6615384817123413","0.731791615486145","0.732781171798706","0.7342156767845154","0.731791615486145","0.6302169561386108","0.601896345615387","0.7629590630531311","0.6294776201248169","0.6302169561386108","0.6380940079689026","0.6374343633651733","0.6523910760879517","0.6380940079689026"
"participant_4","10","NVIDIA GeForce RTX 3080","2","","","","f66c872a24bf","2023-07-12T19:39:39.000Z","2023-07-14T18:14:18.000Z","","rnewsu2c","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S100_R0_salt_20230712_212847","finished","-","janousy","","2023-07-12T19:29:00.000Z","639","","Label Flipping","salt","80","0","100","true","No Attack","true","salt","80","0","0","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","100","true","CIFAR10","true","simplemobilenet","192.168.50.6:46694","0.022035676810073453","0.0660377358490566","0.7362456321716309","0.69942307472229","0.784279465675354","0.7251140475273132","0.7362456321716309","0.7462602257728577","0.7422857284545898","0.744615912437439","0.7462602257728577","0.8250000476837158","0.7660173177719116","0.5874509215354919","0.79666668176651","0.8250000476837158","0.8264144659042358","0.8260606527328491","0.8258071541786194","0.8264144659042358","0.7246508002281189","0.6939986944198608","0.8175745010375977","0.7399682402610779","0.7246508002281189","0.7286339998245239","0.7271038889884949","0.7360630035400391","0.7286339998245239"
"participant_5","10","NVIDIA GeForce RTX 3080","2","","","","e278877c57e7","2023-07-12T19:39:35.000Z","2023-07-14T18:14:18.000Z","","l9j96c72","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S100_R0_salt_20230712_212847","finished","-","janousy","","2023-07-12T19:29:00.000Z","635","","Label Flipping","salt","80","0","100","true","Label Flipping","true","salt","80","0","1","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","100","true","CIFAR10","true","simplemobilenet","192.168.50.7:46695","0","0.4519230769230769","0.7240565419197083","0.669673502445221","3.2385683059692383","0.6711750030517578","0.7240565419197083","0.7359535098075867","0.70374596118927","0.6821410655975342","0.7359535098075867","0.67166668176651","0.6732900142669678","0.6407002806663513","0.6866666674613953","0.67166668176651","0.7296109795570374","0.7312568426132202","0.7336587905883789","0.7296109795570374","0.66655033826828","0.6493362784385681","0.6988763213157654","0.6775357127189636","0.66655033826828","0.6927814483642578","0.691182553768158","0.7002643346786499","0.6927814483642578"
"participant_6","10","NVIDIA GeForce RTX 3080","2","","","","32fdf533c727","2023-07-12T19:39:43.000Z","2023-07-14T18:14:18.000Z","","jq0ldnrb","CIFAR10_1_simplemobilenet_Sentinel_fully_LabelFlipping_1_N80-S100_R0_salt_20230712_212847","finished","-","janousy","","2023-07-12T19:29:00.000Z","643","","Label Flipping","salt","80","0","100","true","Label Flipping","true","salt","80","0","1","7","3","true","Sentinel","0.5","5","Label Flipping","salt","80","0","100","true","CIFAR10","true","simplemobilenet","192.168.50.8:46696","0","0.4479166666666667","0.7014517188072205","0.6515235900878906","3.0526821613311768","0.6550333499908447","0.7014517188072205","0.7235304117202759","0.6883188486099243","0.6693787574768066","0.7235304117202759","0.6075396537780762","0.5646429061889648","1.0355050563812256","0.6183333396911621","0.6075396537780762","0.7198234796524048","0.7207927107810974","0.7220978736877441","0.7198234796524048","0.6744073033332825","0.6426665186882019","0.7589467167854309","0.664935290813446","0.6744073033332825","0.6849261522293091","0.6738350987434387","0.6825284957885742","0.6849261522293091"
"participant_0","10","NVIDIA GeForce RTX 3080","2","","","","0a20e4bd091f","2023-07-12T19:28:31.000Z","2023-07-13T07:16:17.000Z","","k9soge31","CIFAR10_1_simplemobilenet_FlTrust_fully_LabelFlipping_1_N10-S30_R0_salt_20230712_211730","finished","-","janousy","","2023-07-12T19:18:40.000Z","591","","Label Flipping","salt","10","0","30","true","No Attack","true","salt","10","0","0","7","3","true","FlTrust","0.5","5","Label Flipping","salt","10","0","30","true","CIFAR10","true","simplemobilenet","192.168.50.2:46680","0.010515247108307046","0.0198019801980198","0.771470844745636","0.7447555065155029","0.6085938811302185","0.7669087052345276","0.771470844745636","0.7930174469947815","0.7902690172195435","0.7981553673744202","0.7930174469947815","0.84333336353302","0.815353512763977","0.4387312829494476","0.8166666626930237","0.84333336353302","0.8257360458374023","0.8255574107170105","0.8256006240844727","0.8257360458374023","0.7574048638343811","0.7342289090156555","0.6876354217529297","0.7553333640098572","0.7574048638343811","0.7945306301116943","0.7877988815307617","0.7853835821151733","0.7945306301116943"
