"Name","Round","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","adversarial_args.attack_env.attack","adversarial_args.attack_env.targeted","adversarial_args.attacks","adversarial_args.is_iid","adversarial_args.noise_type","adversarial_args.poisoned_node_percent","adversarial_args.poisoned_ratio","adversarial_args.poisoned_sample_percent","adversarial_args.targeted","attack_env.attack","attack_env.targeted","data_args.dataset","data_args.is_iid","model_args.model","network_args","adversarial_args.attack_env.noise_type","adversarial_args.attack_env.poisoned_node_percent","adversarial_args.attack_env.poisoned_ratio","adversarial_args.attack_env.poisoned_sample_percent","attack_env.noise_type","attack_env.poisoned_node_percent","attack_env.poisoned_ratio","attack_env.poisoned_sample_percent","aggregator_args.sentinel_loss_threshold","aggregator_args.algorithm","adversarial_args.target_label","adversarial_args.target_changed_label","Test/ASR-backdoor","Test/ASR-targeted","Test/Accuracy","Test/F1Score","Test/Loss","Test/Precision","Test/Recall","TestEpoch/Accuracy","TestEpoch/F1Score","TestEpoch/Precision","TestEpoch/Recall","Train/Accuracy","Train/F1Score","Train/Loss","Train/Precision","Train/Recall","TrainEpoch/Accuracy","TrainEpoch/F1Score","TrainEpoch/Precision","TrainEpoch/Recall","Validation/Accuracy","Validation/F1Score","Validation/Loss","Validation/Precision","Validation/Recall","ValidationEpoch/Accuracy","ValidationEpoch/F1Score","ValidationEpoch/Precision","ValidationEpoch/Recall","epoch","trainer/global_step","val_loss_192.168.50.10:46878","val_loss_192.168.50.10:46888","val_loss_192.168.50.10:46898","val_loss_192.168.50.10:46908","val_loss_192.168.50.10:46918","val_loss_192.168.50.10:46928","val_loss_192.168.50.10:46938","val_loss_192.168.50.10:46948","val_loss_192.168.50.10:46958","val_loss_192.168.50.11:46879","val_loss_192.168.50.11:46889","val_loss_192.168.50.11:46899","val_loss_192.168.50.11:46909","val_loss_192.168.50.11:46919","val_loss_192.168.50.11:46929","val_loss_192.168.50.11:46939","val_loss_192.168.50.11:46949","val_loss_192.168.50.11:46959","val_loss_192.168.50.2:46870","val_loss_192.168.50.2:46880","val_loss_192.168.50.2:46890","val_loss_192.168.50.2:46900","val_loss_192.168.50.2:46910","val_loss_192.168.50.2:46920","val_loss_192.168.50.2:46930","val_loss_192.168.50.2:46940","val_loss_192.168.50.2:46950","val_loss_192.168.50.3:46871","val_loss_192.168.50.3:46881","val_loss_192.168.50.3:46891","val_loss_192.168.50.3:46901","val_loss_192.168.50.3:46911","val_loss_192.168.50.3:46921","val_loss_192.168.50.3:46931","val_loss_192.168.50.3:46941","val_loss_192.168.50.3:46951","val_loss_192.168.50.4:46872","val_loss_192.168.50.4:46882","val_loss_192.168.50.4:46892","val_loss_192.168.50.4:46902","val_loss_192.168.50.4:46912","val_loss_192.168.50.4:46922","val_loss_192.168.50.4:46932","val_loss_192.168.50.4:46942","val_loss_192.168.50.4:46952","val_loss_192.168.50.5:46873","val_loss_192.168.50.5:46883","val_loss_192.168.50.5:46893","val_loss_192.168.50.5:46903","val_loss_192.168.50.5:46913","val_loss_192.168.50.5:46923","val_loss_192.168.50.5:46933","val_loss_192.168.50.5:46943","val_loss_192.168.50.5:46953","val_loss_192.168.50.6:46874","val_loss_192.168.50.6:46884","val_loss_192.168.50.6:46894","val_loss_192.168.50.6:46904","val_loss_192.168.50.6:46914","val_loss_192.168.50.6:46924","val_loss_192.168.50.6:46934","val_loss_192.168.50.6:46944","val_loss_192.168.50.6:46954","val_loss_192.168.50.7:46875","val_loss_192.168.50.7:46885","val_loss_192.168.50.7:46895","val_loss_192.168.50.7:46905","val_loss_192.168.50.7:46915","val_loss_192.168.50.7:46925","val_loss_192.168.50.7:46935","val_loss_192.168.50.7:46945","val_loss_192.168.50.7:46955","val_loss_192.168.50.8:46876","val_loss_192.168.50.8:46886","val_loss_192.168.50.8:46896","val_loss_192.168.50.8:46906","val_loss_192.168.50.8:46916","val_loss_192.168.50.8:46926","val_loss_192.168.50.8:46936","val_loss_192.168.50.8:46946","val_loss_192.168.50.8:46956","val_loss_192.168.50.9:46877","val_loss_192.168.50.9:46887","val_loss_192.168.50.9:46897","val_loss_192.168.50.9:46907","val_loss_192.168.50.9:46917","val_loss_192.168.50.9:46927","val_loss_192.168.50.9:46937","val_loss_192.168.50.9:46947","val_loss_192.168.50.9:46957","Global Trust 192.168.50.10:46668","Global Trust 192.168.50.10:46678","Global Trust 192.168.50.10:46688","Global Trust 192.168.50.11:46669","Global Trust 192.168.50.11:46679","Global Trust 192.168.50.11:46689","Global Trust 192.168.50.2:46660","Global Trust 192.168.50.2:46670","Global Trust 192.168.50.2:46680","Global Trust 192.168.50.3:46661","Global Trust 192.168.50.3:46671","Global Trust 192.168.50.3:46681","Global Trust 192.168.50.4:46662","Global Trust 192.168.50.4:46672","Global Trust 192.168.50.4:46682","Global Trust 192.168.50.5:46663","Global Trust 192.168.50.5:46673","Global Trust 192.168.50.5:46683","Global Trust 192.168.50.6:46664","Global Trust 192.168.50.6:46674","Global Trust 192.168.50.6:46684","Global Trust 192.168.50.7:46665","Global Trust 192.168.50.7:46675","Global Trust 192.168.50.7:46685","Global Trust 192.168.50.8:46666","Global Trust 192.168.50.8:46676","Global Trust 192.168.50.8:46686","Global Trust 192.168.50.9:46667","Global Trust 192.168.50.9:46677","Global Trust 192.168.50.9:46687","Models Evaluated"
"participant_0","10","finished","-","janousy","","2023-06-30T10:42:32.000Z","555","","zj49bpv6","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S30_R0_salt_20230630_104120","","2023-06-30T12:02:40.000Z","2023-06-30T10:51:47.000Z","2c31c9226d7f","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.246560","salt","10","0","30","salt","10","0","30","0.1","FedAvg","3","7","0.016","0","0.8676960468292236","0.8538150191307068","0.33820274472236633","0.869864284992218","0.8676960468292236","0.8924713134765625","0.8931245803833008","0.8942988514900208","0.8924713134765625","0.9500001072883606","0.9466667175292968","0.14243701100349426","0.9666667580604552","0.9500001072883606","0.902577817440033","0.9020097255706788","0.9023532271385192","0.902577817440033","0.8409921526908875","0.8232256174087524","0.3767022788524628","0.8400242328643799","0.8409921526908875","0.877092719078064","0.874893307685852","0.8764792084693909","0.877092719078064","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","10","finished","-","janousy","","2023-06-30T10:41:35.000Z","613","","xxghwq9g","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S30_R0_salt_20230630_104120","","2023-06-30T12:02:40.000Z","2023-06-30T10:51:48.000Z","4554208f3d90","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.646564","salt","10","0","30","salt","10","0","30","0.1","FedAvg","3","7","0.018","0","0.8490745425224304","0.8359607458114624","0.34939005970954895","0.8500000834465027","0.8490745425224304","0.8805258870124817","0.8795895576477051","0.8792564272880554","0.8805258870124817","0.9273809790611268","0.9037362337112428","0.21875108778476715","0.908333420753479","0.9273809790611268","0.9034817814826964","0.9032992720603944","0.903212308883667","0.9034817814826964","0.8038095831871033","0.7853742241859436","0.38434308767318726","0.8018519878387451","0.8038095831871033","0.8641136288642883","0.8604585528373718","0.8650436401367188","0.8641136288642883","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_9","10","finished","-","janousy","","2023-06-30T10:41:35.000Z","612","","vq7xf3lt","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S30_R0_salt_20230630_104120","","2023-06-30T12:02:40.000Z","2023-06-30T10:51:47.000Z","f5fcdfab87f8","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.1146569","salt","10","0","30","salt","10","0","30","0.1","FedAvg","3","7","0.014","0","0.8699461817741394","0.8494879007339478","0.3297204375267029","0.8627957701683044","0.8699461817741394","0.8786985874176025","0.8763102293014526","0.8767701387405396","0.8786985874176025","0.8600000739097595","0.8416666984558105","0.12405825406312944","0.8500000834465027","0.8600000739097595","0.8979182243347168","0.897524356842041","0.8981340527534485","0.8979182243347168","0.859431266784668","0.8457005023956299","0.4037178456783294","0.8638293743133545","0.859431266784668","0.8762067556381226","0.8770673274993896","0.8868840932846069","0.8762067556381226","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","10","finished","-","janousy","","2023-06-30T10:41:35.000Z","612","","q30twn5f","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S30_R0_salt_20230630_104120","","2023-06-30T12:02:40.000Z","2023-06-30T10:51:47.000Z","167f7767dec7","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.546563","salt","10","0","30","salt","10","0","30","0.1","FedAvg","3","7","0.012","0","0.8276613354682922","0.8049729466438293","0.3916492164134979","0.8191934823989868","0.8276613354682922","0.8537941575050354","0.8528160452842712","0.8543540239334106","0.8537941575050354","0.7466667294502258","0.7293651103973389","0.420278400182724","0.7566667199134827","0.7466667294502258","0.9017117023468018","0.9018794894218444","0.902149498462677","0.9017117023468018","0.8586442470550537","0.8455420732498169","0.3117551803588867","0.8607672452926636","0.8586442470550537","0.886063814163208","0.8891842365264893","0.8985825777053833","0.886063814163208","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_8","10","finished","-","janousy","","2023-06-30T10:41:35.000Z","612","","isoiy771","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S30_R0_salt_20230630_104120","","2023-06-30T12:02:40.000Z","2023-06-30T10:51:47.000Z","b622f4176941","","","","","","Label Flipping","true","Label Flipping","true","salt","10","0","0.3","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.1046568","salt","10","0","30","salt","10","0","30","0.1","FedAvg","3","7","0.018","0","0.844171941280365","0.8292124271392822","0.3388005793094635","0.8474488258361816","0.844171941280365","0.8828702569007874","0.8842204809188843","0.8865013122558594","0.8828702569007874","0.7500000596046448","0.7432900667190552","0.20215079188346863","0.7416666746139526","0.7500000596046448","0.8021442294120789","0.802646815776825","0.8037841320037842","0.8021442294120789","0.7023323178291321","0.6819572448730469","0.46226727962493896","0.6886861324310303","0.7023323178291321","0.7534521222114563","0.7501174211502075","0.7518641352653503","0.7534521222114563","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_7","10","finished","-","janousy","","2023-06-30T10:41:35.000Z","608","","emfyy1rn","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S30_R0_salt_20230630_104120","","2023-06-30T12:02:40.000Z","2023-06-30T10:51:43.000Z","2a4978d26f27","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.946567","salt","10","0","30","salt","10","0","30","0.1","FedAvg","3","7","0.014","0","0.877500057220459","0.8633341193199158","0.2993537187576294","0.8763825297355652","0.877500057220459","0.8963032364845276","0.8944461345672607","0.897101640701294","0.8963032364845276","0.9166668057441713","0.8902564644813538","0.2331276535987854","0.9125000834465028","0.9166668057441713","0.9010661244392396","0.9003459811210632","0.9001375436782837","0.9010661244392396","0.822548508644104","0.8050577640533447","0.40536609292030334","0.8300177454948425","0.822548508644104","0.8526315689086914","0.8541607856750488","0.87028568983078","0.8526315689086914","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_6","10","finished","-","janousy","","2023-06-30T10:41:35.000Z","610","","2b7u5ddw","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S30_R0_salt_20230630_104120","","2023-06-30T12:02:40.000Z","2023-06-30T10:51:45.000Z","7f2dc7727c3e","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.846566","salt","10","0","30","salt","10","0","30","0.1","FedAvg","3","7","0.016","0","0.8286445140838623","0.811440110206604","0.3553842306137085","0.8276535868644714","0.8286445140838623","0.8702591061592102","0.8690392374992371","0.8707030415534973","0.8702591061592102","0.9350000619888306","0.9130952954292296","0.3026200532913208","0.9250000715255736","0.9350000619888306","0.90632963180542","0.9062119722366332","0.9064853191375732","0.90632963180542","0.8299625515937805","0.8023531436920166","0.38283419609069824","0.8189087510108948","0.8299625515937805","0.8701293468475342","0.8689455986022949","0.8727258443832397","0.8701293468475342","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_5","10","finished","-","janousy","","2023-06-30T10:41:34.000Z","613","","wjl335ox","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S30_R0_salt_20230630_104120","","2023-06-30T12:02:40.000Z","2023-06-30T10:51:47.000Z","f23689ce158d","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.746565","salt","10","0","30","salt","10","0","30","0.1","FedAvg","3","7","0.018","0","0.8373311161994934","0.8218958377838135","0.432032972574234","0.8375231027603149","0.8373311161994934","0.8625965714454651","0.8620486259460449","0.8644551634788513","0.8625965714454651","0.6638889908790588","0.6626158952713013","0.3814194202423096","0.6690476536750793","0.6638889908790588","0.907021939754486","0.9067245721817015","0.9075403809547424","0.907021939754486","0.8180490136146545","0.7969486713409424","0.3632299304008484","0.8149073719978333","0.8180490136146545","0.8685941100120544","0.8679074645042419","0.878899097442627","0.8685941100120544","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","10","finished","-","janousy","","2023-06-30T10:41:34.000Z","615","","r2e1qjle","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S30_R0_salt_20230630_104120","","2023-06-30T12:02:40.000Z","2023-06-30T10:51:49.000Z","be56ce857594","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.446562","salt","10","0","30","salt","10","0","30","0.1","FedAvg","3","7","0.013","0","0.8468050360679626","0.833107590675354","0.386233389377594","0.848703920841217","0.8468050360679626","0.87873375415802","0.8781613707542419","0.8808853626251221","0.87873375415802","0.8333333730697632","0.8355555534362793","0.20572979748249057","0.846666693687439","0.8333333730697632","0.8930672407150269","0.8926729559898376","0.8925902843475342","0.8930672407150269","0.8204586505889893","0.7995012998580933","0.3650176525115967","0.8221385478973389","0.8204586505889893","0.8571783304214478","0.8560352921485901","0.8617666363716125","0.8571783304214478","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","10","finished","-","janousy","","2023-06-30T10:41:34.000Z","612","","8ydicfjd","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S30_R0_salt_20230630_104120","","2023-06-30T12:02:40.000Z","2023-06-30T10:51:46.000Z","8d8ba6e3fe3a","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.346561","salt","10","0","30","salt","10","0","30","0.1","FedAvg","3","7","0.016","0","0.8534895181655884","0.8439157605171204","0.30547410249710083","0.8579917550086975","0.8534895181655884","0.8873337507247925","0.889437735080719","0.8939791321754456","0.8873337507247925","0.8666667342185974","0.8555555939674377","0.37142854928970337","0.846666693687439","0.8666667342185974","0.910426676273346","0.909751296043396","0.9095172882080078","0.910426676273346","0.8304432034492493","0.7991945743560791","0.42386171221733093","0.817037045955658","0.8304432034492493","0.858980119228363","0.853386640548706","0.8620316982269287","0.858980119228363","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","10","finished","-","janousy","","2023-06-30T10:31:54.000Z","553","","3elh3gx4","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S50_R0_salt_20230630_103042","","2023-06-30T12:02:40.000Z","2023-06-30T10:41:07.000Z","738193e15045","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.246550","salt","10","0","50","salt","10","0","50","0.1","FedAvg","3","7","0.004","0","0.8697620034217834","0.8546987771987915","0.3311716318130493","0.870110034942627","0.8697620034217834","0.8913813233375549","0.8925593495368958","0.8942669630050659","0.8913813233375549","0.8375000953674316","0.8123809695243835","0.2942727208137512","0.8250000476837158","0.8375000953674316","0.9014936685562134","0.9010080099105836","0.9011595845222472","0.9014936685562134","0.8727248907089233","0.8567526340484619","0.30978894233703613","0.8771693706512451","0.8727248907089233","0.8759464621543884","0.8740382194519043","0.8789969086647034","0.8759464621543884","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_9","10","finished","-","janousy","","2023-06-30T10:30:56.000Z","615","","oe2c4lpu","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S50_R0_salt_20230630_103042","","2023-06-30T12:02:41.000Z","2023-06-30T10:41:11.000Z","713a4c7cfab0","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.1146559","salt","10","0","50","salt","10","0","50","0.1","FedAvg","3","7","0.003","0","0.8737711310386658","0.8543779253959656","0.32436394691467285","0.867891788482666","0.8737711310386658","0.8869583606719971","0.8839280605316162","0.8837075233459473","0.8869583606719971","0.7321429252624512","0.716616153717041","0.33799877762794495","0.721666693687439","0.7321429252624512","0.895026445388794","0.8951905965805054","0.8958184719085693","0.895026445388794","0.8397752642631531","0.8324975371360779","0.3279443383216858","0.8520811200141907","0.8397752642631531","0.8696617484092712","0.871735155582428","0.8768912553787231","0.8696617484092712","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_7","10","finished","-","janousy","","2023-06-30T10:30:56.000Z","613","","o7pmfri3","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S50_R0_salt_20230630_103042","","2023-06-30T12:02:41.000Z","2023-06-30T10:41:09.000Z","782d0991aac1","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.946557","salt","10","0","50","salt","10","0","50","0.1","FedAvg","3","7","0.002","0","0.8718357086181641","0.8569295406341553","0.30437514185905457","0.8737059235572815","0.8718357086181641","0.8946046829223633","0.8926916122436523","0.8963600397109985","0.8946046829223633","0.9550000429153442","0.9460317492485046","0.1868366152048111","0.9500001072883606","0.9550000429153442","0.9025211930274964","0.901963710784912","0.9018685221672058","0.9025211930274964","0.8448392152786255","0.8305747509002686","0.3673209846019745","0.844894289970398","0.8448392152786255","0.8838567733764648","0.8811179399490356","0.8794364333152771","0.8838567733764648","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_5","10","finished","-","janousy","","2023-06-30T10:30:56.000Z","615","","o2sbk5hb","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S50_R0_salt_20230630_103042","","2023-06-30T12:02:41.000Z","2023-06-30T10:41:11.000Z","ea582559ce21","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.746555","salt","10","0","50","salt","10","0","50","0.1","FedAvg","3","7","0.005","0","0.8464171886444092","0.8323460817337036","0.423983633518219","0.8498426675796509","0.8464171886444092","0.8696362376213074","0.8697214126586914","0.8729314804077148","0.8696362376213074","0.8380953073501587","0.8166667222976685","0.21938049793243408","0.8166667222976685","0.8380953073501587","0.8987140655517578","0.8983492851257324","0.8992109894752502","0.8987140655517578","0.8460583090782166","0.8354529738426208","0.33985960483551025","0.8532540202140808","0.8460583090782166","0.8713902235031128","0.8733552098274231","0.8808996677398682","0.8713902235031128","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_8","10","finished","-","janousy","","2023-06-30T10:30:56.000Z","611","","lq9b4k8l","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S50_R0_salt_20230630_103042","","2023-06-30T12:02:41.000Z","2023-06-30T10:41:07.000Z","ce200d0e65b7","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.1046558","salt","10","0","50","salt","10","0","50","0.1","FedAvg","3","7","0.001","0","0.8268024325370789","0.8119506239891052","0.345676451921463","0.8314300179481506","0.8268024325370789","0.8719441294670105","0.8738887310028076","0.8779685497283936","0.8719441294670105","0.8750001192092896","0.8664286136627197","0.34737318754196167","0.8850000500679016","0.8750001192092896","0.9024754762649536","0.9024227261543274","0.9027867317199708","0.9024754762649536","0.821336030960083","0.802796483039856","0.37528836727142334","0.8188095688819885","0.821336030960083","0.8629122972488403","0.8597782254219055","0.8618340492248535","0.8629122972488403","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","10","finished","-","janousy","","2023-06-30T10:30:56.000Z","609","","akbqdz6a","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S50_R0_salt_20230630_103042","","2023-06-30T12:02:40.000Z","2023-06-30T10:41:05.000Z","4ba493dec053","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.546553","salt","10","0","50","salt","10","0","50","0.1","FedAvg","3","7","0.003","0","0.8334447741508484","0.8127585053443909","0.3897101283073426","0.8258295655250549","0.8334447741508484","0.858177900314331","0.8566702008247375","0.857342004776001","0.858177900314331","0.9100000262260436","0.8887662887573242","0.2717142105102539","0.9150000810623168","0.9100000262260436","0.9019761085510254","0.901860535144806","0.9021309018135072","0.9019761085510254","0.8151719570159912","0.804574191570282","0.36494022607803345","0.822175920009613","0.8151719570159912","0.8614466190338135","0.8613325357437134","0.8637429475784302","0.8614466190338135","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","10","finished","-","janousy","","2023-06-30T10:30:56.000Z","613","","12ordw0s","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S50_R0_salt_20230630_103042","","2023-06-30T12:02:40.000Z","2023-06-30T10:41:09.000Z","78f8f2a1d06f","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.646554","salt","10","0","50","salt","10","0","50","0.1","FedAvg","3","7","0.004","0","0.8446966409683228","0.8296769857406616","0.34388267993927","0.8495237827301025","0.8446966409683228","0.875796377658844","0.8752674460411072","0.875725269317627","0.875796377658844","0.7303571701049805","0.7371149063110352","0.35443416237831116","0.7492064237594604","0.7303571701049805","0.904082179069519","0.903885006904602","0.903828501701355","0.904082179069519","0.8670106530189514","0.8600623607635498","0.3298913240432739","0.8700330853462219","0.8670106530189514","0.8817110657691956","0.8816344141960144","0.8845720887184143","0.8817110657691956","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","10","finished","-","janousy","","2023-06-30T10:30:55.000Z","614","","lkuo2z2m","FASHIONMNIST_1_MLP_FedAvg_fully_LabelFlipping_1_N10-S50_R0_salt_20230630_103042","","2023-06-30T12:02:41.000Z","2023-06-30T10:41:09.000Z","e9ecc14ab217","","","","","","Label Flipping","true","No Attack","true","salt","10","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.446552","salt","10","0","50","salt","10","0","50","0.1","FedAvg","3","7","0.004","0","0.846179187297821","0.8325080871582031","0.3803331851959229","0.8446224927902222","0.846179187297821","0.8747513890266418","0.8739921450614929","0.8758652210235596","0.8747513890266418","0.9666667580604552","0.9466667175292968","0.20713073015213013","0.9500001072883606","0.9666667580604552","0.8952645659446716","0.8948692083358765","0.8948697447776794","0.8952645659446716","0.8506460189819336","0.8375621438026428","0.3360547125339508","0.8487896919250488","0.8506460189819336","0.8784465789794922","0.8776460886001587","0.8797898292541504","0.8784465789794922","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
