"Name","State","Notes","User","Tags","Created","Runtime","Sweep","adversarial_args.attack_env","adversarial_args.attacks","adversarial_args.is_iid","adversarial_args.noise_type","adversarial_args.poisoned_node_percent","adversarial_args.poisoned_ratio","adversarial_args.poisoned_sample_percent","adversarial_args.target_changed_label","adversarial_args.target_label","adversarial_args.targeted","aggregator_args.algorithm","data_args.dataset","data_args.is_iid","model_args.model","network_args","Round","Test/ASR-backdoor","Test/ASR-targeted","Test/Accuracy","Test/F1Score","Test/Loss","Test/Precision","Test/Recall","TestEpoch/Accuracy","TestEpoch/F1Score","TestEpoch/Precision","TestEpoch/Recall","Train/Accuracy","Train/F1Score","Train/Loss","Train/Precision","Train/Recall","TrainEpoch/Accuracy","TrainEpoch/F1Score","TrainEpoch/Precision","TrainEpoch/Recall","Validation/Accuracy","Validation/F1Score","Validation/Loss","Validation/Precision","Validation/Recall","ValidationEpoch/Accuracy","ValidationEpoch/F1Score","ValidationEpoch/Precision","ValidationEpoch/Recall","cos_192.168.50.10:46538","cos_192.168.50.10:46558","cos_192.168.50.11:46539","cos_192.168.50.11:46559","cos_192.168.50.2:46530","cos_192.168.50.2:46550","cos_192.168.50.3:46531","cos_192.168.50.3:46551","cos_192.168.50.4:46532","cos_192.168.50.4:46552","cos_192.168.50.5:46533","cos_192.168.50.5:46553","cos_192.168.50.6:46534","cos_192.168.50.6:46554","cos_192.168.50.7:46535","cos_192.168.50.7:46555","cos_192.168.50.8:46536","cos_192.168.50.8:46556","cos_192.168.50.9:46537","cos_192.168.50.9:46557","epoch","trainer/global_step","val_loss_192.168.50.10:46538","val_loss_192.168.50.11:46539","val_loss_192.168.50.2:46530","val_loss_192.168.50.3:46531","val_loss_192.168.50.4:46532","val_loss_192.168.50.5:46533","val_loss_192.168.50.6:46534","val_loss_192.168.50.7:46535","val_loss_192.168.50.8:46536","val_loss_192.168.50.9:46537","cos_192.168.50.10:46518","cos_192.168.50.10:46598","cos_192.168.50.10:46608","cos_192.168.50.11:46519","cos_192.168.50.11:46599","cos_192.168.50.11:46609","cos_192.168.50.2:46510","cos_192.168.50.2:46590","cos_192.168.50.2:46600","cos_192.168.50.3:46511","cos_192.168.50.3:46591","cos_192.168.50.3:46601","cos_192.168.50.4:46512","cos_192.168.50.4:46592","cos_192.168.50.4:46602","cos_192.168.50.5:46513","cos_192.168.50.5:46593","cos_192.168.50.5:46603","cos_192.168.50.6:46514","cos_192.168.50.6:46594","cos_192.168.50.6:46604","cos_192.168.50.7:46515","cos_192.168.50.7:46595","cos_192.168.50.7:46605","cos_192.168.50.8:46516","cos_192.168.50.8:46596","cos_192.168.50.8:46606","cos_192.168.50.9:46517","cos_192.168.50.9:46597","cos_192.168.50.9:46607","val_loss_192.168.50.10:46518","val_loss_192.168.50.10:46558","val_loss_192.168.50.11:46519","val_loss_192.168.50.11:46559","val_loss_192.168.50.2:46510","val_loss_192.168.50.2:46550","val_loss_192.168.50.3:46511","val_loss_192.168.50.3:46551","val_loss_192.168.50.4:46512","val_loss_192.168.50.4:46552","val_loss_192.168.50.5:46513","val_loss_192.168.50.5:46553","val_loss_192.168.50.6:46514","val_loss_192.168.50.6:46554","val_loss_192.168.50.7:46515","val_loss_192.168.50.7:46555","val_loss_192.168.50.8:46516","val_loss_192.168.50.8:46556","val_loss_192.168.50.9:46517","val_loss_192.168.50.9:46557"
"participant_6","finished","-","janousy","","2023-06-11T22:50:52.000Z","1399","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Sentinel","MNIST","true","MLP","192.168.50.846536","10","1","0","0.09999997168779372","0.01927083358168602","7250.52001953125","0.01078628934919834","0.09999997168779372","0.10000000149011612","0.01947224698960781","0.010786290280520916","0.10000000149011612","0.10000000149011612","0.0117647061124444","340.13720703125","0.0062500000931322575","0.10000000149011612","0.15414339303970337","0.15190179646015167","0.15257060527801514","0.15414339303970337","0.09555557370185852","0.016858983784914017","174.9544677734375","0.013905689120292664","0.09555557370185852","0.1018867939710617","0.01911301352083683","0.1083478257060051","0.1018867939710617","0.9620931148529052","","0.06602790206670761","","0.9567708373069764","","0.9324922561645508","","0.9558390974998474","","0.921384334564209","","0.963217794895172","","0","","","","0.9525175094604492","","0","0","45979.6015625","1.014922269503586","85923.890625","71587.2734375","69941.7939453125","36637.7978515625","54993.431640625","0.22134901845126365","","117617.873046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","finished","-","janousy","","2023-06-11T22:50:52.000Z","1397","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Sentinel","MNIST","true","MLP","192.168.50.546533","10","0","0","0.09999997168779372","0.017637111246585846","3990.390380859375","0.009879031218588352","0.09999997168779372","0.10000000149011612","0.017981652170419693","0.009879032149910929","0.10000000149011612","0.7300000786781311","0.6606637835502625","13.264890670776367","0.648809552192688","0.7300000786781311","0.5723237991333008","0.5731295347213745","0.5750293135643005","0.5723237991333008","0.6568055748939514","0.6043388843536377","8.52016544342041","0.673093855381012","0.6568055748939514","0.6772633790969849","0.6611492037773132","0.7640475034713745","0.6772633790969849","0.926020324230194","","0.15303955972194672","","0.9246497750282288","","0.9185280799865724","","0.9435553550720216","","","","0.9532458186149596","","0","","0.921384334564209","","0.9283192753791808","","0","0","45532.5810546875","0.24274900183065995","80077.388671875","103304.470703125","63043.7451171875","","57502.3173828125","0.263975499663502","135900.57421875","99265.072265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_8","finished","-","janousy","","2023-06-11T22:50:52.000Z","1399","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Sentinel","MNIST","true","MLP","192.168.50.1046538","10","0","0","0.09999997168779372","0.01695866324007511","5253.8740234375","0.00937500037252903","0.09999997168779372","0.10000000149011612","0.01714285835623741","0.00937500037252903","0.10000000149011612","0.10000000149011612","0.01714285835623741","156.50244140625","0.00937500037252903","0.10000000149011612","0.1416868418455124","0.14071011543273926","0.14187464118003845","0.1416868418455124","0.1287962794303894","0.05385253205895424","304.5538635253906","0.07433493435382843","0.1287962794303894","0.1338135302066803","0.07058566063642502","0.16239917278289795","0.1338135302066803","","","0.0013851175317540765","","0.9607532024383544","","0.9388809204101562","","0.9570778012275696","","0.926020324230194","","0.9547269940376282","","0.0018545215716585517","","0.9620931148529052","","0.955434799194336","","0","0","","0.033053323029889725","77703.6181640625","90047.556640625","69146.9921875","36742.3798828125","59234.5126953125","0.20031686127177295","108511.4140625","106362.94921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","finished","-","janousy","","2023-06-11T22:50:52.000Z","1400","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Sentinel","MNIST","true","MLP","192.168.50.646534","10","0","0","0.09032256156206132","0.018515130504965786","4778.54296875","0.010584678500890732","0.09032256156206132","0.10000000149011612","0.0191431175917387","0.010584677569568155","0.10000000149011612","0.21666666865348816","0.1537930965423584","156.19186401367188","0.24074074625968933","0.21666666865348816","0.15424850583076477","0.1539212167263031","0.1565793603658676","0.15424850583076477","0.12867724895477295","0.05878877639770508","96.81259155273438","0.09817633032798768","0.12867724895477295","0.13429120182991028","0.07598662376403809","0.25920578837394714","0.13429120182991028","0.9547269940376282","","0.06451794505119324","","0.9552373290061952","","0.9380655884742736","","0.9560279250144958","","0.9249961972236632","","","","0.016007134690880775","","0.95044207572937","","0.9541917443275452","","0","0","49936.6328125","0.11375620154171884","89026.740234375","79024.294921875","73593.29296875","45221.8623046875","","0.26304952800273895","118532.07421875","94254.203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","finished","-","janousy","","2023-06-11T22:28:11.000Z","1315","","Model Poisoning","No Attack","true","salt","80","0","0","7","3","false","Krum","MNIST","true","MLP","192.168.50.246520","10","0","0","0.10274960845708848","0.03016449324786663","2.313993453979492","0.018459627404809","0.10274960845708848","0.10889923572540285","0.03256266936659813","0.019255459308624268","0.10889923572540285","0.10000000149011612","0.0117647061124444","533.7265625","0.0062500000931322575","0.10000000149011612","0.09388096630573271","0.0931360200047493","0.0943993404507637","0.09388096630573271","0.08888890594244003","0.014490238390862942","619.1680908203125","0.00815972127020359","0.08888890594244003","0.10000000149011612","0.015088282525539398","0.008159722201526165","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","finished","-","janousy","","2023-06-11T22:27:10.000Z","1376","","Model Poisoning","No Attack","true","salt","80","0","0","7","3","false","Krum","MNIST","true","MLP","192.168.50.346521","10","0","0","0.10949308425188065","0.03407018631696701","2.3180768489837646","0.0211475882679224","0.10949308425188065","0.10803970694541933","0.0347055122256279","0.021029064431786537","0.10803970694541933","0.10000000149011612","0.01714285835623741","580.84375","0.00937500037252903","0.10000000149011612","0.09809795767068864","0.09740985184907912","0.09901202470064165","0.09809795767068864","0.09444446116685867","0.015676919370889664","613.7791748046875","0.0086805559694767","0.09444446116685867","0.10000000149011612","0.015974441543221474","0.008680555038154125","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","finished","-","janousy","","2023-06-11T22:27:10.000Z","1375","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Krum","MNIST","true","MLP","192.168.50.546523","10","0","0","0.09662826359272005","0.03194914013147354","2.320087194442749","0.02005498670041561","0.09662826359272005","0.0993918776512146","0.03293634578585625","0.019926581531763077","0.0993918776512146","0.10000000149011612","0.01714285835623741","752.359375","0.00937500037252903","0.10000000149011612","0.10150172561407088","0.1001707911491394","0.101231150329113","0.10150172561407088","0.10000001639127731","0.021916018798947334","555.103271484375","0.012500000186264517","0.10000001639127731","0.10000000149011612","0.02222222276031971","0.012500000186264517","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","finished","-","janousy","","2023-06-11T22:27:10.000Z","1376","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Krum","MNIST","true","MLP","192.168.50.446522","10","0","0","0.0880107507109642","0.027419008314609528","2.3298163414001465","0.01684490591287613","0.0880107507109642","0.08936169743537903","0.02853107452392578","0.017138030380010605","0.08936169743537903","0.10000000149011612","0.01714285835623741","573.59375","0.00937500037252903","0.10000000149011612","0.09896943718194962","0.0981215387582779","0.09950709342956544","0.09896943718194962","0.10000001639127731","0.018958337604999546","999.7344970703124","0.01076388917863369","0.10000001639127731","0.10000000149011612","0.019435737282037735","0.01076388917863369","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_8","finished","-","janousy","","2023-06-11T22:27:10.000Z","1372","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Krum","MNIST","true","MLP","192.168.50.1046528","10","0","0","0.08951612561941147","0.02991338074207306","2.337273597717285","0.01841962523758411","0.08951612561941147","0.09384069591760635","0.03074698336422443","0.01843302696943283","0.09384069591760635","0.10000000149011612","0.031578946858644485","425.638671875","0.01875000074505806","0.10000000149011612","0.10057255625724792","0.09918056428432465","0.09933766722679138","0.10057255625724792","0.10000001639127731","0.01626109890639782","517.9691772460938","0.00902777723968029","0.10000001639127731","0.10000000149011612","0.01656050980091095","0.00902777723968029","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_7","finished","-","janousy","","2023-06-11T22:27:10.000Z","1372","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Krum","MNIST","true","MLP","192.168.50.946527","10","0","0","0.08967742323875427","0.02999095618724823","2.3330764770507812","0.01870393566787243","0.08967742323875427","0.0890137106180191","0.030503131449222565","0.01859043352305889","0.0890137106180191","0.10000000149011612","0.006060606334358454","479.41015625","0.0031250000465661287","0.10000000149011612","0.10054492205381392","0.0990605130791664","0.1004997044801712","0.10054492205381392","0.10000001639127731","0.016026020050048828","926.3978881835938","0.008854168467223644","0.10000001639127731","0.10000000149011612","0.016267942264676094","0.008854166604578495","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_6","finished","-","janousy","","2023-06-11T22:27:10.000Z","1374","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Krum","MNIST","true","MLP","192.168.50.846526","10","0","0","0.10123655945062636","0.03482600674033165","2.3342928886413574","0.022061709314584732","0.10123655945062636","0.10419027507305144","0.03510501980781555","0.021165046840906143","0.10419027507305144","0.10000000149011612","0.006060606334358454","624.3232421875","0.0031250000465661287","0.10000000149011612","0.09477555006742476","0.09416784346103668","0.09581026434898376","0.09477555006742476","0.08888890594244003","0.015857182443141937","715.9497680664062","0.008854166604578495","0.08888890594244003","0.10000000149011612","0.016267942264676094","0.008854166604578495","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","finished","-","janousy","","2023-06-11T22:27:10.000Z","1375","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Krum","MNIST","true","MLP","192.168.50.646524","10","0","0","0.09619047492742538","0.034358393400907516","2.3169310092926025","0.022075649350881577","0.09619047492742538","0.1101515144109726","0.03638279810547829","0.02197946235537529","0.1101515144109726","0.10000000149011612","0.031578946858644485","417.064453125","0.01875000074505806","0.10000000149011612","0.10389982163906096","0.10228918492794035","0.10326950252056122","0.10389982163906096","0.10000001639127731","0.01916666142642498","310.7186279296875","0.010763888247311115","0.10000001639127731","0.10000000149011612","0.019435737282037735","0.01076388917863369","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_5","finished","-","janousy","","2023-06-11T22:27:09.000Z","1377","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Krum","MNIST","true","MLP","192.168.50.746525","10","0","0","0.10542242228984831","0.03487929329276085","2.3249306678771973","0.021948913112282753","0.10542242228984831","0.10543405264616013","0.03550536930561066","0.0214473120868206","0.10543405264616013","0.10000000149011612","0.01714285835623741","697.126953125","0.00937500037252903","0.10000000149011612","0.09466687589883804","0.0932857096195221","0.09364540874958038","0.09466687589883804","0.10000001639127731","0.019300229847431183","529.826171875","0.01093750074505806","0.10000001639127731","0.10000000149011612","0.019718309864401817","0.010937499813735483","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_9","finished","-","janousy","","2023-06-11T22:27:09.000Z","1375","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","Krum","MNIST","true","MLP","192.168.50.1146529","10","0","0","0.0995161160826683","0.031495559960603714","2.334909439086914","0.019483422860503197","0.0995161160826683","0.10144301503896712","0.032701581716537476","0.01960151270031929","0.10144301503896712","0.10000000149011612","0.0117647061124444","677.7958984375","0.0062500000931322575","0.10000000149011612","0.10250118374824524","0.10109033435583116","0.1023893728852272","0.10250118374824524","0.09444446116685867","0.016007721424102783","874.4937133789062","0.008854166604578495","0.09444446116685867","0.10000000149011612","0.016267942264676094","0.008854166604578495","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","finished","-","janousy","","2023-06-11T22:04:57.000Z","1291","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.246510","10","0","0","0.09354836493730544","0.015911228954792023","176.60256958007812","0.008870967663824558","0.09354836493730544","0.10000000149011612","0.016296295449137688","0.008870967663824558","0.10000000149011612","0.10000000149011612","0.02222222276031971","328.73046875","0.012500000186264517","0.10000000149011612","0.10177947580814362","0.1000078022480011","0.10082974284887314","0.10177947580814362","0.10000001639127731","0.015699582174420357","374.9158020019531","0.008680555038154125","0.10000001639127731","0.10000000149011612","0.015974441543221474","0.008680555038154125","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","finished","-","janousy","","2023-06-11T22:04:00.000Z","1351","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.346511","10","0","0","0.09999997168779372","0.01856846734881401","180.06048583984375","0.010383063927292824","0.09999997168779372","0.10000000149011612","0.018812786787748337","0.010383063927292824","0.10000000149011612","0.10000000149011612","0.01714285835623741","498.7626953125","0.00937500037252903","0.10000000149011612","0.09527947008609772","0.0942155197262764","0.09558053314685822","0.09527947008609772","0.09444446116685867","0.015463843941688538","353.83837890625","0.00850694440305233","0.09444446116685867","0.10000000149011612","0.01568000018596649","0.00850694440305233","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","finished","-","janousy","","2023-06-11T22:04:00.000Z","1349","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.446512","10","0","0","0.0967741683125496","0.017008451744914055","191.0516662597656","0.00947580672800541","0.0967741683125496","0.10000000149011612","0.017311234027147293","0.00947580672800541","0.10000000149011612","0","0","635.6416015625","0","0","0.1015668362379074","0.10069553554058076","0.10157034546136856","0.1015668362379074","0.09444446116685867","0.016043774783611298","505.22027587890625","0.008854168467223644","0.09444446116685867","0.10000000149011612","0.016267942264676094","0.008854166604578495","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_5","finished","-","janousy","","2023-06-11T22:04:00.000Z","1349","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.746515","10","0","0","0.09999997168779372","0.017626844346523285","219.09747314453125","0.009778224863111973","0.09999997168779372","0.10000000149011612","0.017814507707953453","0.009778225794434547","0.10000000149011612","0.10000000149011612","0.01714285835623741","393.0869140625","0.00937500037252903","0.10000000149011612","0.09696520864963531","0.09642481803894044","0.09787390381097794","0.09696520864963531","0.10000001639127731","0.017070792615413666","607.6741333007812","0.009548611007630823","0.10000001639127731","0.10000000149011612","0.017432646825909615","0.009548611007630823","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","finished","-","janousy","","2023-06-11T22:04:00.000Z","1343","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.646514","10","0","0","0.09032256156206132","0.018515130504965786","200.77015686035156","0.010584678500890732","0.09032256156206132","0.10000000149011612","0.0191431175917387","0.010584677569568155","0.10000000149011612","0.10000000149011612","0.02222222276031971","520.609375","0.012500000186264517","0.10000000149011612","0.10462996363639832","0.10324200242757796","0.10417520254850388","0.10462996363639832","0.10000001639127731","0.018578000366687775","283.6478271484375","0.0104166679084301","0.10000001639127731","0.10000000149011612","0.01886792480945587","0.01041666604578495","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_6","finished","-","janousy","","2023-06-11T22:04:00.000Z","1351","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.846516","10","0","0","0.0967741683125496","0.01717897690832615","226.2123260498047","0.009576613083481789","0.0967741683125496","0.10000000149011612","0.017479300498962402","0.009576613083481789","0.10000000149011612","0.10000000149011612","0.0117647061124444","676.580078125","0.0062500000931322575","0.10000000149011612","0.09580367058515547","0.09541969001293182","0.09726428240537643","0.09580367058515547","0.10000001639127731","0.017973292618989944","735.21923828125","0.01006944477558136","0.10000001639127731","0.10000000149011612","0.018296528607606888","0.01006944477558136","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_7","finished","-","janousy","","2023-06-11T22:03:59.000Z","1352","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.946517","10","0","0","0.0967741683125496","0.018745185807347298","220.3174743652344","0.010483871214091778","0.0967741683125496","0.10000000149011612","0.018978102132678032","0.010483870282769203","0.10000000149011612","0.10000000149011612","0.027027025818824768","314.44921875","0.015625","0.10000000149011612","0.1065964251756668","0.10511524230241776","0.10601332038640976","0.1065964251756668","0.08888890594244003","0.015405435115098952","453.7745361328125","0.008506945334374905","0.08888890594244003","0.10000000149011612","0.01568000018596649","0.00850694440305233","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","finished","-","janousy","","2023-06-11T22:03:59.000Z","1353","","Model Poisoning","No Attack","true","salt","80","0","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.546513","10","0","0","0.09999997168779372","0.017637111246585846","185.36863708496097","0.009879031218588352","0.09999997168779372","0.10000000149011612","0.017981652170419693","0.009879032149910929","0.10000000149011612","0.10000000149011612","0.01714285835623741","499.3359375","0.00937500037252903","0.10000000149011612","0.10460659116506577","0.10271798074245451","0.10345255583524704","0.10460659116506577","0.10000001639127731","0.01607426628470421","487.3434143066406","0.00902777723968029","0.10000001639127731","0.10000000149011612","0.01656050980091095","0.00902777723968029","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_8","finished","-","janousy","","2023-06-11T22:03:59.000Z","1347","","Model Poisoning","No Attack","true","salt","80","0","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.1046518","10","0","0","0.09999997168779372","0.01695866324007511","228.59475708007812","0.00937500037252903","0.09999997168779372","0.10000000149011612","0.01714285835623741","0.00937500037252903","0.10000000149011612","0.10000000149011612","0.01714285835623741","550.861328125","0.00937500037252903","0.10000000149011612","0.09978675842285156","0.09836127609014512","0.09862754493951796","0.09978675842285156","0.10000001639127731","0.014631845988333224","592.4951171875","0.00798611156642437","0.10000001639127731","0.10000000149011612","0.01479099690914154","0.00798611156642437","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_9","finished","-","janousy","","2023-06-11T22:03:59.000Z","1348","","Model Poisoning","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.1146519","10","0","0","0.09999997168779372","0.017056336626410484","202.4956512451172","0.00947580672800541","0.09999997168779372","0.10000000149011612","0.017311234027147293","0.00947580672800541","0.10000000149011612","0.10000000149011612","0.0117647061124444","667.482421875","0.0062500000931322575","0.10000000149011612","0.09746651351451874","0.09669894725084303","0.09835820645093918","0.09746651351451874","0.09444446116685867","0.016190379858016968","595.3306274414062","0.00902777723968029","0.09444446116685867","0.10000000149011612","0.01656050980091095","0.00902777723968029","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
