"Name","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","adversarial_args.attack_env","adversarial_args.attacks","adversarial_args.is_iid","adversarial_args.noise_type","adversarial_args.poisoned_node_percent","adversarial_args.poisoned_ratio","adversarial_args.poisoned_sample_percent","adversarial_args.target_changed_label","adversarial_args.target_label","adversarial_args.targeted","aggregator_args.algorithm","data_args.dataset","data_args.is_iid","model_args.model","network_args","adversarial_args.attack_env.attack","adversarial_args.attack_env.noise_type","adversarial_args.attack_env.poisoned_node_percent","adversarial_args.attack_env.poisoned_ratio","adversarial_args.attack_env.poisoned_sample_percent","adversarial_args.attack_env.targeted:","Round","Test/ASR-backdoor","Test/ASR-targeted","Test/Accuracy","Test/F1Score","Test/Loss","Test/Precision","Test/Recall","TestEpoch/Accuracy","TestEpoch/F1Score","TestEpoch/Precision","TestEpoch/Recall","Train/Accuracy","Train/F1Score","Train/Loss","Train/Precision","Train/Recall","TrainEpoch/Accuracy","TrainEpoch/F1Score","TrainEpoch/Precision","TrainEpoch/Recall","Validation/Accuracy","Validation/F1Score","Validation/Loss","Validation/Precision","Validation/Recall","ValidationEpoch/Accuracy","ValidationEpoch/F1Score","ValidationEpoch/Precision","ValidationEpoch/Recall","cos_192.168.50.10:46538","cos_192.168.50.10:46558","cos_192.168.50.11:46539","cos_192.168.50.11:46559","cos_192.168.50.2:46530","cos_192.168.50.2:46550","cos_192.168.50.3:46531","cos_192.168.50.3:46551","cos_192.168.50.4:46532","cos_192.168.50.4:46552","cos_192.168.50.5:46533","cos_192.168.50.5:46553","cos_192.168.50.6:46534","cos_192.168.50.6:46554","cos_192.168.50.7:46535","cos_192.168.50.7:46555","cos_192.168.50.8:46536","cos_192.168.50.8:46556","cos_192.168.50.9:46537","cos_192.168.50.9:46557","epoch","trainer/global_step","val_loss_192.168.50.10:46538","val_loss_192.168.50.11:46539","val_loss_192.168.50.2:46530","val_loss_192.168.50.3:46531","val_loss_192.168.50.4:46532","val_loss_192.168.50.5:46533","val_loss_192.168.50.6:46534","val_loss_192.168.50.7:46535","val_loss_192.168.50.8:46536","val_loss_192.168.50.9:46537","cos_192.168.50.10:46518","cos_192.168.50.10:46598","cos_192.168.50.10:46608","cos_192.168.50.11:46519","cos_192.168.50.11:46599","cos_192.168.50.11:46609","cos_192.168.50.2:46510","cos_192.168.50.2:46590","cos_192.168.50.2:46600","cos_192.168.50.3:46511","cos_192.168.50.3:46591","cos_192.168.50.3:46601","cos_192.168.50.4:46512","cos_192.168.50.4:46592","cos_192.168.50.4:46602","cos_192.168.50.5:46513","cos_192.168.50.5:46593","cos_192.168.50.5:46603","cos_192.168.50.6:46514","cos_192.168.50.6:46594","cos_192.168.50.6:46604","cos_192.168.50.7:46515","cos_192.168.50.7:46595","cos_192.168.50.7:46605","cos_192.168.50.8:46516","cos_192.168.50.8:46596","cos_192.168.50.8:46606","cos_192.168.50.9:46517","cos_192.168.50.9:46597","cos_192.168.50.9:46607","val_loss_192.168.50.10:46518","val_loss_192.168.50.10:46558","val_loss_192.168.50.11:46519","val_loss_192.168.50.11:46559","val_loss_192.168.50.2:46510","val_loss_192.168.50.2:46550","val_loss_192.168.50.3:46511","val_loss_192.168.50.3:46551","val_loss_192.168.50.4:46512","val_loss_192.168.50.4:46552","val_loss_192.168.50.5:46513","val_loss_192.168.50.5:46553","val_loss_192.168.50.6:46514","val_loss_192.168.50.6:46554","val_loss_192.168.50.7:46515","val_loss_192.168.50.7:46555","val_loss_192.168.50.8:46516","val_loss_192.168.50.8:46556","val_loss_192.168.50.9:46517","val_loss_192.168.50.9:46557","cos_192.168.50.10:46548","cos_192.168.50.10:46568","cos_192.168.50.10:46638","cos_192.168.50.10:46648","cos_192.168.50.10:46658","cos_192.168.50.11:46549","cos_192.168.50.11:46569","cos_192.168.50.11:46639","cos_192.168.50.11:46649","cos_192.168.50.11:46659","cos_192.168.50.2:46540","cos_192.168.50.2:46560","cos_192.168.50.2:46630","cos_192.168.50.2:46640","cos_192.168.50.2:46650","cos_192.168.50.3:46541","cos_192.168.50.3:46561","cos_192.168.50.3:46631","cos_192.168.50.3:46641","cos_192.168.50.3:46651","cos_192.168.50.4:46542","cos_192.168.50.4:46562","cos_192.168.50.4:46632","cos_192.168.50.4:46642","cos_192.168.50.4:46652","cos_192.168.50.5:46543","cos_192.168.50.5:46563","cos_192.168.50.5:46633","cos_192.168.50.5:46643","cos_192.168.50.5:46653","cos_192.168.50.6:46544","cos_192.168.50.6:46564","cos_192.168.50.6:46634","cos_192.168.50.6:46644","cos_192.168.50.6:46654","cos_192.168.50.7:46545","cos_192.168.50.7:46565","cos_192.168.50.7:46635","cos_192.168.50.7:46645","cos_192.168.50.7:46655","cos_192.168.50.8:46546","cos_192.168.50.8:46566","cos_192.168.50.8:46636","cos_192.168.50.8:46646","cos_192.168.50.8:46656","cos_192.168.50.9:46547","cos_192.168.50.9:46567","cos_192.168.50.9:46637","cos_192.168.50.9:46647","cos_192.168.50.9:46657","val_loss_192.168.50.10:46548","val_loss_192.168.50.10:46568","val_loss_192.168.50.11:46549","val_loss_192.168.50.11:46569","val_loss_192.168.50.2:46540","val_loss_192.168.50.2:46560","val_loss_192.168.50.3:46541","val_loss_192.168.50.3:46561","val_loss_192.168.50.4:46542","val_loss_192.168.50.4:46562","val_loss_192.168.50.5:46543","val_loss_192.168.50.5:46563","val_loss_192.168.50.6:46544","val_loss_192.168.50.6:46564","val_loss_192.168.50.7:46545","val_loss_192.168.50.7:46565","val_loss_192.168.50.8:46546","val_loss_192.168.50.8:46566","val_loss_192.168.50.9:46547","val_loss_192.168.50.9:46567"
"participant_2","finished","-","janousy","","2023-06-12T21:53:21.000Z","1321","","y8vk72v6","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_215252","","2023-06-13T07:12:13.000Z","2023-06-12T22:15:22.000Z","025f1ae028d9","","","","","","","No Attack","true","salt","50","0","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.446582","Model Poisoning","salt","50","80","50","false","10","","","0.09999997168779372","0.01926541142165661","198.2757110595703","0.010887094773352146","0.09999997168779372","0.10000000149011612","0.01963636465370655","0.010887096635997295","0.10000000149011612","0.10000000149011612","0.02222222276031971","469.3828125","0.012500000186264517","0.10000000149011612","0.09118000417947768","0.0904608964920044","0.0914580449461937","0.09118000417947768","0.10000001639127731","0.020889762789011","443.7026672363281","0.01197916641831398","0.10000001639127731","0.10000000149011612","0.021395349875092503","0.01197916641831398","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_9","finished","-","janousy","","2023-06-12T21:53:21.000Z","1319","","wgefogj2","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_215252","","2023-06-13T07:12:13.000Z","2023-06-12T22:15:20.000Z","773a05b63858","","","","","","","Model Poisoning","true","salt","50","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.1146589","Model Poisoning","salt","50","80","50","false","10","","","0.09999997168779372","0.01835883967578411","220.36505126953125","0.01018145214766264","0.09999997168779372","0.10000000149011612","0.018481243401765823","0.010181451216340063","0.10000000149011612","0.10000000149011612","0.01714285835623741","374.0341796875","0.00937500037252903","0.10000000149011612","0.10168348997831345","0.10040351003408432","0.1015646904706955","0.10168348997831345","0.09444446116685867","0.016468506306409836","258.48199462890625","0.009201389737427236","0.09444446116685867","0.10000000149011612","0.01685214601457119","0.00920138880610466","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_5","finished","-","janousy","","2023-06-12T21:53:21.000Z","1317","","qe613ijq","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_215252","","2023-06-13T07:12:13.000Z","2023-06-12T22:15:18.000Z","87bb11daab11","","","","","","","Model Poisoning","true","salt","50","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.746585","Model Poisoning","salt","50","80","50","false","10","","","0.09354836493730544","0.017178598791360855","223.4844970703125","0.009576614014804363","0.09354836493730544","0.10000000149011612","0.017479300498962402","0.009576613083481789","0.10000000149011612","0.10000000149011612","0.02222222276031971","220.044921875","0.012500000186264517","0.10000000149011612","0.10287600010633469","0.1016819030046463","0.10318935662508012","0.10287600010633469","0.10000001639127731","0.01742304489016533","295.3243713378906","0.00972222164273262","0.10000001639127731","0.10000000149011612","0.017721518874168396","0.009722222574055197","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","finished","-","janousy","","2023-06-12T21:53:21.000Z","1322","","88tgr2u0","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_215252","","2023-06-13T07:12:13.000Z","2023-06-12T22:15:23.000Z","660818cf252c","","","","","","","Model Poisoning","true","salt","50","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.346581","Model Poisoning","salt","50","80","50","false","10","","","0.09354836493730544","0.017672257497906685","198.18421936035156","0.009979840368032455","0.09354836493730544","0.10000000149011612","0.01814848743379116","0.009979838505387306","0.10000000149011612","0","0","427.771484375","0","0","0.100008986890316","0.09954097867012024","0.10080564022064208","0.100008986890316","0.09444446116685867","0.01690542697906494","296.1194152832031","0.00937500223517418","0.09444446116685867","0.10000000149011612","0.01714285835623741","0.00937500037252903","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","finished","-","janousy","","2023-06-12T21:31:38.000Z","1263","","ck889myz","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_213009","","2023-06-13T07:12:14.000Z","2023-06-12T21:52:41.000Z","6e5d4a9ba777","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.246570","Model Poisoning","salt","80","80","80","false","10","","","0.09999997168779372","0.01918397657573223","194.1823272705078","0.010786290280520916","0.09999997168779372","0.10000000149011612","0.01947224698960781","0.010786290280520916","0.10000000149011612","0.10000000149011612","0.01714285835623741","873.69921875","0.00937500037252903","0.10000000149011612","0.09303803741931917","0.09208285808563232","0.09345221519470216","0.09303803741931917","0.10000001639127731","0.01912640780210495","703.7373046875","0.01093750074505806","0.10000001639127731","0.10000000149011612","0.019718309864401817","0.010937499813735483","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","finished","-","janousy","","2023-06-12T21:30:40.000Z","1326","","216z3tag","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_213009","","2023-06-13T07:12:14.000Z","2023-06-12T21:52:46.000Z","1f97df441d4a","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.546573","Model Poisoning","salt","80","80","80","false","10","","","0.0967741683125496","0.01643679104745388","195.46707153320312","0.009173385798931122","0.0967741683125496","0.10000000149011612","0.016805170103907585","0.009173387661576273","0.10000000149011612","0.10000000149011612","0.01714285835623741","518.005859375","0.00937500037252903","0.10000000149011612","0.09739506244659424","0.09602681547403336","0.09714006632566452","0.09739506244659424","0.10000001639127731","0.018523188307881355","611.3967895507812","0.010416666977107523","0.10000001639127731","0.10000000149011612","0.01886792480945587","0.01041666604578495","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_8","finished","-","janousy","","2023-06-12T21:30:39.000Z","1327","","yu1gu7uu","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_213009","","2023-06-13T07:12:14.000Z","2023-06-12T21:52:46.000Z","872ce0073846","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.1046578","Model Poisoning","salt","80","80","80","false","10","","","0.09999997168779372","0.019005293026566505","228.11294555664065","0.010584676638245584","0.09999997168779372","0.10000000149011612","0.0191431175917387","0.010584677569568155","0.10000000149011612","0.10000000149011612","0.0117647061124444","358.9296875","0.0062500000931322575","0.10000000149011612","0.10054846107959747","0.10031533241271973","0.10195321589708328","0.10054846107959747","0.10000001639127731","0.01814284920692444","327.6492919921875","0.010069443844258784","0.10000001639127731","0.10000000149011612","0.018296528607606888","0.01006944477558136","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","finished","-","janousy","","2023-06-12T21:30:39.000Z","1324","","y4gqgs0n","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_213009","","2023-06-13T07:12:14.000Z","2023-06-12T21:52:43.000Z","f98cbebc497b","","","","","","","No Attack","true","salt","80","0","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.346571","Model Poisoning","salt","80","80","80","false","10","","","0.09354836493730544","0.017672257497906685","190.1597442626953","0.009979840368032455","0.09354836493730544","0.10000000149011612","0.01814848743379116","0.009979838505387306","0.10000000149011612","0.10000000149011612","0.0117647061124444","553.923828125","0.0062500000931322575","0.10000000149011612","0.1002953052520752","0.09925458580255508","0.10003124177455902","0.1002953052520752","0.10000001639127731","0.018281763419508937","630.9178466796875","0.01024305447936058","0.10000001639127731","0.10000000149011612","0.018582677468657497","0.010243055410683157","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","finished","-","janousy","","2023-06-12T21:30:39.000Z","1327","","u6jwmyrz","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_213009","","2023-06-13T07:12:14.000Z","2023-06-12T21:52:46.000Z","9779e1810c78","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.646574","Model Poisoning","salt","80","80","80","false","10","","","0.10322578251361848","0.01982146129012108","203.30880737304688","0.012405697256326675","0.10322578251361848","0.101234570145607","0.019259726628661156","0.10918264836072922","0.101234570145607","0.10000000149011612","0.01714285835623741","460.365234375","0.00937500037252903","0.10000000149011612","0.10318300873041152","0.10238558053970336","0.10408831387758256","0.10318300873041152","0.10000001639127731","0.018970059230923653","661.3901977539062","0.010763888247311115","0.10000001639127731","0.10000000149011612","0.019435737282037735","0.01076388917863369","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_6","finished","-","janousy","","2023-06-12T21:30:39.000Z","1324","","tlopzx9c","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_213009","","2023-06-13T07:12:14.000Z","2023-06-12T21:52:43.000Z","56eeb54a139c","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.846576","Model Poisoning","salt","80","80","80","false","10","","","0.09999997168779372","0.019291315227746964","225.84950256347656","0.01079929620027542","0.09999997168779372","0.10000000149011612","0.01948998123407364","0.010797174647450449","0.10000000149011612","0.10000000149011612","0.01714285835623741","548.427734375","0.00937500037252903","0.10000000149011612","0.10346067696809769","0.10167822986841202","0.10182042419910432","0.10346067696809769","0.10000001639127731","0.017521459609270096","671.910888671875","0.00972222350537777","0.10000001639127731","0.10000000149011612","0.017721518874168396","0.009722222574055197","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_7","finished","-","janousy","","2023-06-12T21:30:39.000Z","1327","","sihehztc","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_213009","","2023-06-13T07:12:14.000Z","2023-06-12T21:52:46.000Z","184eb4724fef","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.946577","Model Poisoning","salt","80","80","80","false","10","","","0.09999997168779372","0.017975475639104843","233.8267822265625","0.009979840368032455","0.09999997168779372","0.10000000149011612","0.01814848743379116","0.009979838505387306","0.10000000149011612","0","0","647.275390625","0","0","0.10162072628736496","0.10059257596731186","0.1014506071805954","0.10162072628736496","0.10000001639127731","0.01967243105173111","572.907958984375","0.011111111380159857","0.10000001639127731","0.10000000149011612","0.019999999552965164","0.011111111380159857","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_9","finished","-","janousy","","2023-06-12T21:30:38.000Z","1326","","l775qtbk","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_213009","","2023-06-13T07:12:15.000Z","2023-06-12T21:52:44.000Z","5a530018c6c5","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.1146579","Model Poisoning","salt","80","80","80","false","10","","","0.09999997168779372","0.01835883967578411","222.55270385742188","0.01018145214766264","0.09999997168779372","0.10000000149011612","0.018481243401765823","0.010181451216340063","0.10000000149011612","0.10000000149011612","0.01714285835623741","614.498046875","0.00937500037252903","0.10000000149011612","0.0987919420003891","0.0975891649723053","0.09911443293094636","0.0987919420003891","0.10000001639127731","0.020681023597717285","397.6516418457031","0.01180555485188961","0.10000001639127731","0.10000000149011612","0.021118011325597763","0.01180555485188961","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_5","finished","-","janousy","","2023-06-12T21:30:38.000Z","1328","","43wsv32x","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_213009","","2023-06-13T07:12:15.000Z","2023-06-12T21:52:46.000Z","68c3ab3ad99b","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.746575","Model Poisoning","salt","80","80","80","false","10","","","0.09354836493730544","0.017178598791360855","214.94000244140625","0.009576614014804363","0.09354836493730544","0.10000000149011612","0.017479300498962402","0.009576613083481789","0.10000000149011612","0.10000000149011612","0.006060606334358454","503.2041015625","0.0031250000465661287","0.10000000149011612","0.09134748578071594","0.09005681425333023","0.09060940891504288","0.09134748578071594","0.10000001639127731","0.019182486459612846","421.4905700683594","0.010763890109956264","0.10000001639127731","0.10000000149011612","0.019435737282037735","0.01076388917863369","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","finished","-","janousy","","2023-06-12T21:30:38.000Z","1327","","3edvxav3","MNIST_1_MLP_FedAvg_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_213009","","2023-06-13T07:12:15.000Z","2023-06-12T21:52:45.000Z","83791ad15c43","","","","","","","No Attack","true","salt","80","0","0","7","3","false","FedAvg","MNIST","true","MLP","192.168.50.446572","Model Poisoning","salt","80","80","80","false","10","","","0.09999997168779372","0.01926541142165661","192.53065490722656","0.010887094773352146","0.09999997168779372","0.10000000149011612","0.01963636465370655","0.010887096635997295","0.10000000149011612","0.10000000149011612","0.02222222276031971","581.1319580078125","0.012500000186264517","0.10000000149011612","0.10360610485076904","0.10249552875757216","0.10343485325574876","0.10360610485076904","0.09444446116685867","0.017841242253780365","763.726806640625","0.01006944291293621","0.09444446116685867","0.10000000149011612","0.018296528607606888","0.01006944477558136","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","finished","-","janousy","","2023-06-12T21:07:25.000Z","1334","","ycxilktd","MNIST_1_MLP_Sentinel_fully_ModelPoisoning_0_N10-S0_R80_salt_20230612_210556","","2023-06-13T07:12:15.000Z","2023-06-12T21:29:39.000Z","c9b994072161","","","","","","","No Attack","true","salt","10","0","0","7","3","false","Sentinel","MNIST","true","MLP","192.168.50.246560","Model Poisoning","salt","10","80","10","false","10","","","0.961851179599762","0.9592470526695251","0.07555226981639862","0.9651345014572144","0.961851179599762","0.9773418307304382","0.9772499799728394","0.9774501323699952","0.9773418307304382","1.0000001192092896","1.0000001192092896","0.00044810210238210857","1.0000001192092896","1.0000001192092896","0.998123049736023","0.9981294870376588","0.9981395602226256","0.998123049736023","0.9417593479156494","0.9387430548667908","0.15046817064285278","0.941666841506958","0.9417593479156494","0.9758644700050354","0.9762716889381408","0.976983606815338","0.9758644700050354","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9839962124824524","","","","","0.9819959998130798","","","","","","","","","","0.9826691746711732","","","","","0.9906674027442932","","","","","0","","","","","0.9828662872314452","","","","","0.9833338260650636","","","","","0.9823253750801086","","","","","0.9825568199157716","","","","","0.10125077771954238","","0.31562596186995506","","","","0.1502049689879641","","0.0201905143330805","","101381.73828125","","0.02151336819679273","","0.05104593501781096","","0.03543384905788116","","0.26677174493670464"
"participant_3","finished","-","janousy","","2023-06-12T21:06:25.000Z","1393","","rs5qvwww","MNIST_1_MLP_Sentinel_fully_ModelPoisoning_0_N10-S0_R80_salt_20230612_210556","","2023-06-13T07:12:15.000Z","2023-06-12T21:29:38.000Z","b4b804ef531f","","","","","","","Model Poisoning","true","salt","10","0.8","0","7","3","false","Sentinel","MNIST","true","MLP","192.168.50.546563","Model Poisoning","salt","10","80","10","false","10","","","0.3016589879989624","0.2006104290485382","35.95476531982422","0.18858735263347623","0.3016589879989624","0.31070905923843384","0.21451248228549957","0.3143507242202759","0.31070905923843384","0.8833333849906921","0.8797980546951294","0.029376333579421043","0.8800000548362732","0.8833333849906921","0.9482138752937316","0.9482043385505676","0.9482005834579468","0.9482138752937316","0.8791006803512573","0.8671034574508667","0.6348578333854675","0.8771031498908997","0.8791006803512573","0.9257364869117736","0.9279927015304564","0.9390197992324828","0.9257364869117736","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0.11524165165610611","","0.1622382584901061","","0.19277785718436743","","0.058475279714912176","","0.04267604588767426","","","","0.17595264780175057","","0.18259007110191303","","0.1158254347956813","","0.2556639135000296"
"participant_9","finished","-","janousy","","2023-06-12T21:06:25.000Z","1391","","7qrxbq7h","MNIST_1_MLP_Sentinel_fully_ModelPoisoning_0_N10-S0_R80_salt_20230612_210556","","2023-06-13T07:12:15.000Z","2023-06-12T21:29:36.000Z","cc842e6064f6","","","","","","","No Attack","true","salt","10","0","0","7","3","false","Sentinel","MNIST","true","MLP","192.168.50.1146569","Model Poisoning","salt","10","80","10","false","10","","","0.9632258415222168","0.9606096148490906","0.12145436555147172","0.967860996723175","0.9632258415222168","0.9762294292449952","0.976521372795105","0.9770368337631226","0.9762294292449952","1.0000001192092896","1.0000001192092896","0.0003770202165469527","1.0000001192092896","1.0000001192092896","0.9974011182785034","0.9974375367164612","0.997480034828186","0.9974011182785034","0.9624471664428712","0.9603254795074464","0.08886078000068665","0.9644445776939392","0.9624471664428712","0.9766866564750672","0.9779847860336304","0.9806640148162842","0.9766866564750672","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9801867604255676","","","","","","","","","","0.9819959998130798","","","","","0.9812260270118712","","","","","0.9818575978279114","","","","","0","","","","","0.9827713966369628","","","","","0.9824907779693604","","","","","0.98273903131485","","","","","0.980954885482788","","","","","0.030322533736580223","","","","0.15750230304547586","","0.0365387921956426","","0.09399674818541826","","102766.732421875","","0.3206021338701177","","0.01084127024898862","","0.1242895240065991","","0.022175516438437622"
