"Name","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","adversarial_args.attack_env","adversarial_args.attacks","adversarial_args.is_iid","adversarial_args.noise_type","adversarial_args.poisoned_node_percent","adversarial_args.poisoned_ratio","adversarial_args.poisoned_sample_percent","adversarial_args.target_changed_label","adversarial_args.target_label","adversarial_args.targeted","aggregator_args.algorithm","data_args.dataset","data_args.is_iid","model_args.model","network_args","adversarial_args.attack_env.attack","adversarial_args.attack_env.noise_type","adversarial_args.attack_env.poisoned_node_percent","adversarial_args.attack_env.poisoned_ratio","adversarial_args.attack_env.poisoned_sample_percent","adversarial_args.attack_env.targeted:","Round","Test/ASR-backdoor","Test/ASR-targeted","Test/Accuracy","Test/F1Score","Test/Loss","Test/Precision","Test/Recall","TestEpoch/Accuracy","TestEpoch/F1Score","TestEpoch/Precision","TestEpoch/Recall","Train/Accuracy","Train/F1Score","Train/Loss","Train/Precision","Train/Recall","TrainEpoch/Accuracy","TrainEpoch/F1Score","TrainEpoch/Precision","TrainEpoch/Recall","Validation/Accuracy","Validation/F1Score","Validation/Loss","Validation/Precision","Validation/Recall","ValidationEpoch/Accuracy","ValidationEpoch/F1Score","ValidationEpoch/Precision","ValidationEpoch/Recall","cos_192.168.50.10:46538","cos_192.168.50.10:46558","cos_192.168.50.11:46539","cos_192.168.50.11:46559","cos_192.168.50.2:46530","cos_192.168.50.2:46550","cos_192.168.50.3:46531","cos_192.168.50.3:46551","cos_192.168.50.4:46532","cos_192.168.50.4:46552","cos_192.168.50.5:46533","cos_192.168.50.5:46553","cos_192.168.50.6:46534","cos_192.168.50.6:46554","cos_192.168.50.7:46535","cos_192.168.50.7:46555","cos_192.168.50.8:46536","cos_192.168.50.8:46556","cos_192.168.50.9:46537","cos_192.168.50.9:46557","epoch","trainer/global_step","val_loss_192.168.50.10:46538","val_loss_192.168.50.11:46539","val_loss_192.168.50.2:46530","val_loss_192.168.50.3:46531","val_loss_192.168.50.4:46532","val_loss_192.168.50.5:46533","val_loss_192.168.50.6:46534","val_loss_192.168.50.7:46535","val_loss_192.168.50.8:46536","val_loss_192.168.50.9:46537","cos_192.168.50.10:46518","cos_192.168.50.10:46598","cos_192.168.50.10:46608","cos_192.168.50.11:46519","cos_192.168.50.11:46599","cos_192.168.50.11:46609","cos_192.168.50.2:46510","cos_192.168.50.2:46590","cos_192.168.50.2:46600","cos_192.168.50.3:46511","cos_192.168.50.3:46591","cos_192.168.50.3:46601","cos_192.168.50.4:46512","cos_192.168.50.4:46592","cos_192.168.50.4:46602","cos_192.168.50.5:46513","cos_192.168.50.5:46593","cos_192.168.50.5:46603","cos_192.168.50.6:46514","cos_192.168.50.6:46594","cos_192.168.50.6:46604","cos_192.168.50.7:46515","cos_192.168.50.7:46595","cos_192.168.50.7:46605","cos_192.168.50.8:46516","cos_192.168.50.8:46596","cos_192.168.50.8:46606","cos_192.168.50.9:46517","cos_192.168.50.9:46597","cos_192.168.50.9:46607","val_loss_192.168.50.10:46518","val_loss_192.168.50.10:46558","val_loss_192.168.50.11:46519","val_loss_192.168.50.11:46559","val_loss_192.168.50.2:46510","val_loss_192.168.50.2:46550","val_loss_192.168.50.3:46511","val_loss_192.168.50.3:46551","val_loss_192.168.50.4:46512","val_loss_192.168.50.4:46552","val_loss_192.168.50.5:46513","val_loss_192.168.50.5:46553","val_loss_192.168.50.6:46514","val_loss_192.168.50.6:46554","val_loss_192.168.50.7:46515","val_loss_192.168.50.7:46555","val_loss_192.168.50.8:46516","val_loss_192.168.50.8:46556","val_loss_192.168.50.9:46517","val_loss_192.168.50.9:46557","cos_192.168.50.10:46548","cos_192.168.50.10:46568","cos_192.168.50.10:46638","cos_192.168.50.10:46648","cos_192.168.50.10:46658","cos_192.168.50.11:46549","cos_192.168.50.11:46569","cos_192.168.50.11:46639","cos_192.168.50.11:46649","cos_192.168.50.11:46659","cos_192.168.50.2:46540","cos_192.168.50.2:46560","cos_192.168.50.2:46630","cos_192.168.50.2:46640","cos_192.168.50.2:46650","cos_192.168.50.3:46541","cos_192.168.50.3:46561","cos_192.168.50.3:46631","cos_192.168.50.3:46641","cos_192.168.50.3:46651","cos_192.168.50.4:46542","cos_192.168.50.4:46562","cos_192.168.50.4:46632","cos_192.168.50.4:46642","cos_192.168.50.4:46652","cos_192.168.50.5:46543","cos_192.168.50.5:46563","cos_192.168.50.5:46633","cos_192.168.50.5:46643","cos_192.168.50.5:46653","cos_192.168.50.6:46544","cos_192.168.50.6:46564","cos_192.168.50.6:46634","cos_192.168.50.6:46644","cos_192.168.50.6:46654","cos_192.168.50.7:46545","cos_192.168.50.7:46565","cos_192.168.50.7:46635","cos_192.168.50.7:46645","cos_192.168.50.7:46655","cos_192.168.50.8:46546","cos_192.168.50.8:46566","cos_192.168.50.8:46636","cos_192.168.50.8:46646","cos_192.168.50.8:46656","cos_192.168.50.9:46547","cos_192.168.50.9:46567","cos_192.168.50.9:46637","cos_192.168.50.9:46647","cos_192.168.50.9:46657","val_loss_192.168.50.10:46548","val_loss_192.168.50.10:46568","val_loss_192.168.50.11:46549","val_loss_192.168.50.11:46569","val_loss_192.168.50.2:46540","val_loss_192.168.50.2:46560","val_loss_192.168.50.3:46541","val_loss_192.168.50.3:46561","val_loss_192.168.50.4:46542","val_loss_192.168.50.4:46562","val_loss_192.168.50.5:46543","val_loss_192.168.50.5:46563","val_loss_192.168.50.6:46544","val_loss_192.168.50.6:46564","val_loss_192.168.50.7:46545","val_loss_192.168.50.7:46565","val_loss_192.168.50.8:46546","val_loss_192.168.50.8:46566","val_loss_192.168.50.9:46547","val_loss_192.168.50.9:46567"
"participant_2","finished","-","janousy","","2023-06-12T23:23:16.000Z","1310","","go75cxzt","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N10-S0_R80_salt_20230612_232247","","2023-06-13T07:12:10.000Z","2023-06-12T23:45:06.000Z","b9941a0a5ccd","","","","","","","No Attack","true","salt","10","0","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.446622","Model Poisoning","salt","10","80","10","false","10","","","0.09354836493730544","0.017885271459817886","1057.4827880859375","0.010080644860863686","0.09354836493730544","0.10000000149011612","0.018315019086003304","0.010080644860863686","0.10000000149011612","0.7050000429153442","0.6431313157081604","12.307409286499023","0.643333375453949","0.7050000429153442","0.6906024217605591","0.6906615495681763","0.6910702586174011","0.6906024217605591","0.6832275390625","0.6313008069992065","15.019180297851562","0.6654894351959229","0.6832275390625","0.6944841742515564","0.6737486720085144","0.8049489259719849","0.6944841742515564","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_7","finished","-","janousy","","2023-06-12T23:23:16.000Z","1308","","dwgvz5px","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N10-S0_R80_salt_20230612_232247","","2023-06-13T07:12:10.000Z","2023-06-12T23:45:04.000Z","ac76fd1051f2","","","","","","","No Attack","true","salt","10","0","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.946627","Model Poisoning","salt","10","80","10","false","10","","","0.09999997168779372","0.018087435513734818","1412.9346923828125","0.010080644860863686","0.09999997168779372","0.10000000149011612","0.018315019086003304","0.010080644860863686","0.10000000149011612","0.7850000262260437","0.7768254280090332","5.808551788330078","0.8166667819023132","0.7850000262260437","0.6618272066116333","0.661862313747406","0.6626431941986084","0.6618272066116333","0.6746561527252197","0.618170440196991","12.406743049621582","0.6847518682479858","0.6746561527252197","0.6812607645988464","0.6706670522689819","0.830308198928833","0.6812607645988464","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_5","finished","-","janousy","","2023-06-12T23:23:16.000Z","1312","","4qdocvju","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N10-S0_R80_salt_20230612_232247","","2023-06-13T07:12:11.000Z","2023-06-12T23:45:08.000Z","3d04efddf64d","","","","","","","No Attack","true","salt","10","0","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.746625","Model Poisoning","salt","10","80","10","false","10","","","0.0967741683125496","0.017100950703024864","1374.3656005859375","0.009576614014804363","0.0967741683125496","0.10000000149011612","0.017479300498962402","0.009576613083481789","0.10000000149011612","0.49642857909202576","0.40904760360717773","17.051462173461914","0.4295237958431244","0.49642857909202576","0.6403741836547852","0.6414026021957397","0.6434088945388794","0.6403741836547852","0.5531017780303955","0.4769838154315949","26.617143630981445","0.5078341960906982","0.5531017780303955","0.5961587429046631","0.5354217886924744","0.7027812600135803","0.5961587429046631","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","finished","-","janousy","","2023-06-12T23:02:01.000Z","1231","","tbbr1f85","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_230032","","2023-06-13T07:12:11.000Z","2023-06-12T23:22:32.000Z","f272ff6a422c","","","","","","","No Attack","true","salt","50","0","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.246610","Model Poisoning","salt","50","80","50","false","10","","","0.0967741683125496","0.015906918793916702","128.45188903808594","0.008770160377025604","0.0967741683125496","0.10000000149011612","0.01612604223191738","0.008770161308348179","0.10000000149011612","0.10000000149011612","0.0117647061124444","182.66897583007812","0.0062500000931322575","0.10000000149011612","0.09579484909772872","0.09405215084552764","0.09440559893846512","0.09579484909772872","0.09444446116685867","0.018462330102920532","215.78627014160156","0.010416666977107523","0.09444446116685867","0.10000000149011612","0.01886792480945587","0.01041666604578495","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_7","finished","-","janousy","","2023-06-12T23:01:03.000Z","1289","","e4ikcg8i","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_230032","","2023-06-13T07:12:11.000Z","2023-06-12T23:22:32.000Z","63e87860bc00","","","","","","","No Attack","true","salt","50","0","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.946617","Model Poisoning","salt","50","80","50","false","10","","","0.09999997168779372","0.018062034621834755","159.67169189453125","0.010080643929541113","0.09999997168779372","0.10000000149011612","0.018315019086003304","0.010080644860863686","0.10000000149011612","0.10000000149011612","0.02222222276031971","489.6741943359375","0.012500000186264517","0.10000000149011612","0.10583456605672836","0.10458339750766754","0.10540913045406342","0.10583456605672836","0.10000001639127731","0.020998060703277588","306.5362854003906","0.01197916641831398","0.10000001639127731","0.10000000149011612","0.021395349875092503","0.01197916641831398","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","finished","-","janousy","","2023-06-12T23:01:03.000Z","1286","","4po0irk0","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_230032","","2023-06-13T07:12:11.000Z","2023-06-12T23:22:29.000Z","2dfc8914e006","","","","","","","Model Poisoning","true","salt","50","0.8","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.546613","Model Poisoning","salt","50","80","50","false","10","","","0.09999997168779372","0.018270937725901604","124.4706802368164","0.010383066721260548","0.09999997168779372","0.10000000149011612","0.018812786787748337","0.010383063927292824","0.10000000149011612","0.10000000149011612","0.01714285835623741","507.2880859375","0.00937500037252903","0.10000000149011612","0.10107287764549255","0.10009274631738664","0.10138726234436037","0.10107287764549255","0.10000001639127731","0.022764191031455994","434.9557189941406","0.01302083395421505","0.10000001639127731","0.10000000149011612","0.02304147556424141","0.013020833022892477","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_5","finished","-","janousy","","2023-06-12T23:01:02.000Z","1290","","oka00l92","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_230032","","2023-06-13T07:12:11.000Z","2023-06-12T23:22:32.000Z","1eb1191905c5","","","","","","","No Attack","true","salt","50","0","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.746615","Model Poisoning","salt","50","80","50","false","10","","","0.09999997168779372","0.018002131953835487","147.1301727294922","0.00997983943670988","0.09999997168779372","0.10000000149011612","0.01814848743379116","0.009979838505387306","0.10000000149011612","0.10000000149011612","0.027027025818824768","405.533203125","0.015625","0.10000000149011612","0.09432092308998108","0.0928296446800232","0.09361031651496889","0.09432092308998108","0.09444446116685867","0.017393391579389572","352.0986328125","0.009722222574055197","0.09444446116685867","0.10000000149011612","0.017721518874168396","0.009722222574055197","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_6","finished","-","janousy","","2023-06-12T23:01:02.000Z","1290","","m7zm2stc","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_230032","","2023-06-13T07:12:11.000Z","2023-06-12T23:22:32.000Z","9322013b2463","","","","","","","No Attack","true","salt","50","0","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.846616","Model Poisoning","salt","50","80","50","false","10","","","0.09354836493730544","0.0182027667760849","152.80276489257812","0.01028225664049387","0.09354836493730544","0.10000000149011612","0.018647167831659317","0.010282257571816444","0.10000000149011612","0","0","428.30078125","0","0","0.09731973707675934","0.09609565138816832","0.09702590107917786","0.09731973707675934","0.10000001639127731","0.016647106036543846","468.03033447265625","0.009201389737427236","0.10000001639127731","0.10000000149011612","0.01685214601457119","0.00920138880610466","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_9","finished","-","janousy","","2023-06-12T23:01:02.000Z","1285","","gzmtedo4","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_230032","","2023-06-13T07:12:11.000Z","2023-06-12T23:22:27.000Z","61fddeb64be6","","","","","","","No Attack","true","salt","50","0","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.1146619","Model Poisoning","salt","50","80","50","false","10","","","0.09999997168779372","0.01824917457997799","143.60963439941406","0.010181451216340063","0.09999997168779372","0.10000000149011612","0.018481243401765823","0.010181451216340063","0.10000000149011612","0.10000000149011612","0.031578946858644485","290.029296875","0.01875000074505806","0.10000000149011612","0.09885396808385848","0.09712512046098708","0.097868412733078","0.09885396808385848","0.10000001639127731","0.017506208270788193","283.23272705078125","0.009895832277834415","0.10000001639127731","0.10000000149011612","0.018009480088949203","0.00989583320915699","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_8","finished","-","janousy","","2023-06-12T23:01:02.000Z","1285","","ggzyl5dn","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_230032","","2023-06-13T07:12:11.000Z","2023-06-12T23:22:27.000Z","56baf200d020","","","","","","","Model Poisoning","true","salt","50","0.8","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.1046618","Model Poisoning","salt","50","80","50","false","10","","","0.09999997168779372","0.017799630761146545","158.16954040527344","0.009879032149910929","0.09999997168779372","0.10000000149011612","0.017981652170419693","0.009879032149910929","0.10000000149011612","0.10000000149011612","0.0117647061124444","363.185546875","0.0062500000931322575","0.10000000149011612","0.09613888710737228","0.09564516693353652","0.09775811433792114","0.09613888710737228","0.10000001639127731","0.016629688441753387","282.1399230957031","0.00937500037252903","0.10000001639127731","0.10000000149011612","0.01714285835623741","0.00937500037252903","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","finished","-","janousy","","2023-06-12T23:01:02.000Z","1291","","e5xaerbg","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_230032","","2023-06-13T07:12:11.000Z","2023-06-12T23:22:33.000Z","2f28dca04c4b","","","","","","","Model Poisoning","true","salt","50","0.8","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.646614","Model Poisoning","salt","50","80","50","false","10","","","0.0967741683125496","0.017857493832707405","123.43335723876952","0.00997983943670988","0.0967741683125496","0.10000000149011612","0.01814848743379116","0.009979838505387306","0.10000000149011612","0.10000000149011612","0.006060606334358454","363.1923828125","0.0031250000465661287","0.10000000149011612","0.0949459820985794","0.09348897635936736","0.09459745138883592","0.0949459820985794","0.09444446116685867","0.01887935772538185","488.7131042480469","0.01076388917863369","0.09444446116685867","0.10000000149011612","0.019435737282037735","0.01076388917863369","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","finished","-","janousy","","2023-06-12T23:01:02.000Z","1291","","b3e2lqls","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_230032","","2023-06-13T07:12:11.000Z","2023-06-12T23:22:33.000Z","c5fed9a3b095","","","","","","","Model Poisoning","true","salt","50","0.8","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.346611","Model Poisoning","salt","50","80","50","false","10","","","0.09354836493730544","0.018732896074652672","124.0673370361328","0.010685482993721962","0.09354836493730544","0.10000000149011612","0.019307833164930344","0.010685483925044537","0.10000000149011612","0.10000000149011612","0.027027025818824768","362.16796875","0.015625","0.10000000149011612","0.10129188001155852","0.0999784991145134","0.10080769658088684","0.10129188001155852","0.09444446116685867","0.01868564635515213","318.9455871582031","0.010590276680886744","0.09444446116685867","0.10000000149011612","0.01915227621793747","0.01059027761220932","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","finished","-","janousy","","2023-06-12T23:01:02.000Z","1290","","0pv02zfm","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N50-S0_R80_salt_20230612_230032","","2023-06-13T07:12:12.000Z","2023-06-12T23:22:32.000Z","093378ce13f5","","","","","","","Model Poisoning","true","salt","50","0.8","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.446612","Model Poisoning","salt","50","80","50","false","10","","","0.09354836493730544","0.017885271459817886","130.02879333496094","0.010080644860863686","0.09354836493730544","0.10000000149011612","0.018315019086003304","0.010080644860863686","0.10000000149011612","0","0","385.2498474121094","0","0","0.09570668637752532","0.09460971504449844","0.09519395977258682","0.09570668637752532","0.09444446116685867","0.014495518058538435","377.61663818359375","0.00798611156642437","0.09444446116685867","0.10000000149011612","0.01479099690914154","0.00798611156642437","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","finished","-","janousy","","2023-06-12T22:39:50.000Z","1232","","6o55h9ew","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_223820","","2023-06-13T07:12:12.000Z","2023-06-12T23:00:22.000Z","a9a865f9057c","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.246600","Model Poisoning","salt","80","80","80","false","10","","","0.0967741683125496","0.021980782970786095","295.65594482421875","0.012600807473063467","0.0967741683125496","0.10000000149011612","0.022381378337740895","0.012600806541740894","0.10000000149011612","0.10000000149011612","0.0117647061124444","675.97265625","0.0062500000931322575","0.10000000149011612","0.10339328646659852","0.1021079048514366","0.10345926880836488","0.10339328646659852","0.0833333432674408","0.01560052577406168","579.8966064453125","0.00885416753590107","0.0833333432674408","0.10000000149011612","0.016267942264676094","0.008854166604578495","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_7","finished","-","janousy","","2023-06-12T22:38:50.000Z","1289","","8wx421cd","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_223820","","2023-06-13T07:12:12.000Z","2023-06-12T23:00:19.000Z","c467fda61598","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.946607","Model Poisoning","salt","80","80","80","false","10","","","0.09999997168779372","0.019681476056575775","338.48004150390625","0.011088709346950054","0.09999997168779372","0.10000000149011612","0.0199637021869421","0.011088709346950054","0.10000000149011612","0.10000000149011612","0.01714285835623741","406.76171875","0.00937500037252903","0.10000000149011612","0.10816918313503264","0.1077389046549797","0.10970412939786912","0.10816918313503264","0.10000001639127731","0.021926436573266983","480.3147888183594","0.01250000111758709","0.10000001639127731","0.10000000149011612","0.02222222276031971","0.012500000186264517","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","finished","-","janousy","","2023-06-12T22:38:49.000Z","1294","","qb3cdtw9","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_223820","","2023-06-13T07:12:12.000Z","2023-06-12T23:00:23.000Z","fae1bcd8b7a1","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.546603","Model Poisoning","salt","80","80","80","false","10","","","0.09999997168779372","0.019427452236413956","290.8014221191406","0.011088707484304903","0.09999997168779372","0.10000000149011612","0.0199637021869421","0.011088709346950054","0.10000000149011612","0.10000000149011612","0.0117647061124444","531.896484375","0.0062500000931322575","0.10000000149011612","0.10424182564020155","0.104327954351902","0.10685913264751434","0.10424182564020155","0.10000001639127731","0.019666248932480812","583.9502563476562","0.011111111380159857","0.10000001639127731","0.10000000149011612","0.019999999552965164","0.011111111380159857","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_8","finished","-","janousy","","2023-06-12T22:38:49.000Z","1293","","q1pw0dcw","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_223820","","2023-06-13T07:12:12.000Z","2023-06-12T23:00:22.000Z","3380d7994170","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.1046608","Model Poisoning","salt","80","80","80","false","10","","","0.09999997168779372","0.01973729208111763","359.3664245605469","0.011088709346950054","0.09999997168779372","0.10000000149011612","0.0199637021869421","0.011088709346950054","0.10000000149011612","0.10000000149011612","0.02222222276031971","448.25","0.012500000186264517","0.10000000149011612","0.09534075111150742","0.0946696326136589","0.09577138721942902","0.09534075111150742","0.10000001639127731","0.016138218343257904","667.6795043945312","0.009027778171002865","0.10000001639127731","0.10000000149011612","0.01656050980091095","0.00902777723968029","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_5","finished","-","janousy","","2023-06-12T22:38:49.000Z","1288","","pzc1rnxw","MNIST_1_MLP_TrimmedMean_fully_ModelPoisoning_0_N80-S0_R80_salt_20230612_223820","","2023-06-13T07:12:12.000Z","2023-06-12T23:00:17.000Z","66de3de80f96","","","","","","","Model Poisoning","true","salt","80","0.8","0","7","3","false","TrimmedMean","MNIST","true","MLP","192.168.50.746605","Model Poisoning","salt","80","80","80","false","10","","","0.09999997168779372","0.020475007593631744","304.6219787597656","0.011491934768855572","0.09999997168779372","0.10000000149011612","0.020614828914403915","0.011491935700178146","0.10000000149011612","0.10000000149011612","0.01714285835623741","649.60546875","0.00937500037252903","0.10000000149011612","0.10242710262537004","0.10141249001026154","0.10295546799898148","0.10242710262537004","0.10000001639127731","0.018883129581809044","628.4277954101562","0.01059027947485447","0.10000001639127731","0.10000000149011612","0.01915227621793747","0.01059027761220932","0.10000000149011612","","","","","","","","","","","","","","","","","","","","","0","5030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
