"Name","Round","Test/ASR-backdoor","Test/ASR-targeted","Test/F1Score","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","adversarial_args.attack_env.attack","adversarial_args.attack_env.targeted","adversarial_args.attacks","adversarial_args.is_iid","adversarial_args.noise_type","adversarial_args.poisoned_node_percent","adversarial_args.poisoned_ratio","adversarial_args.poisoned_sample_percent","adversarial_args.targeted","attack_env.attack","attack_env.targeted","data_args.dataset","data_args.is_iid","model_args.model","network_args","adversarial_args.attack_env.noise_type","adversarial_args.attack_env.poisoned_node_percent","adversarial_args.attack_env.poisoned_ratio","adversarial_args.attack_env.poisoned_sample_percent","attack_env.noise_type","attack_env.poisoned_node_percent","attack_env.poisoned_ratio","attack_env.poisoned_sample_percent","aggregator_args.sentinel_loss_threshold","aggregator_args.algorithm","adversarial_args.target_label","adversarial_args.target_changed_label","aggregator_args.sentinelglobal_active_round","Test/Accuracy","Test/Loss","Test/Precision","Test/Recall","TestEpoch/Accuracy","TestEpoch/F1Score","TestEpoch/Precision","TestEpoch/Recall","Train/Accuracy","Train/F1Score","Train/Loss","Train/Precision","Train/Recall","TrainEpoch/Accuracy","TrainEpoch/F1Score","TrainEpoch/Precision","TrainEpoch/Recall","Validation/Accuracy","Validation/F1Score","Validation/Loss","Validation/Precision","Validation/Recall","ValidationEpoch/Accuracy","ValidationEpoch/F1Score","ValidationEpoch/Precision","ValidationEpoch/Recall","epoch","trainer/global_step","val_loss_192.168.50.10:46878","val_loss_192.168.50.10:46888","val_loss_192.168.50.10:46898","val_loss_192.168.50.10:46908","val_loss_192.168.50.10:46918","val_loss_192.168.50.10:46928","val_loss_192.168.50.10:46938","val_loss_192.168.50.10:46948","val_loss_192.168.50.10:46958","val_loss_192.168.50.11:46879","val_loss_192.168.50.11:46889","val_loss_192.168.50.11:46899","val_loss_192.168.50.11:46909","val_loss_192.168.50.11:46919","val_loss_192.168.50.11:46929","val_loss_192.168.50.11:46939","val_loss_192.168.50.11:46949","val_loss_192.168.50.11:46959","val_loss_192.168.50.2:46870","val_loss_192.168.50.2:46880","val_loss_192.168.50.2:46890","val_loss_192.168.50.2:46900","val_loss_192.168.50.2:46910","val_loss_192.168.50.2:46920","val_loss_192.168.50.2:46930","val_loss_192.168.50.2:46940","val_loss_192.168.50.2:46950","val_loss_192.168.50.3:46871","val_loss_192.168.50.3:46881","val_loss_192.168.50.3:46891","val_loss_192.168.50.3:46901","val_loss_192.168.50.3:46911","val_loss_192.168.50.3:46921","val_loss_192.168.50.3:46931","val_loss_192.168.50.3:46941","val_loss_192.168.50.3:46951","val_loss_192.168.50.4:46872","val_loss_192.168.50.4:46882","val_loss_192.168.50.4:46892","val_loss_192.168.50.4:46902","val_loss_192.168.50.4:46912","val_loss_192.168.50.4:46922","val_loss_192.168.50.4:46932","val_loss_192.168.50.4:46942","val_loss_192.168.50.4:46952","val_loss_192.168.50.5:46873","val_loss_192.168.50.5:46883","val_loss_192.168.50.5:46893","val_loss_192.168.50.5:46903","val_loss_192.168.50.5:46913","val_loss_192.168.50.5:46923","val_loss_192.168.50.5:46933","val_loss_192.168.50.5:46943","val_loss_192.168.50.5:46953","val_loss_192.168.50.6:46874","val_loss_192.168.50.6:46884","val_loss_192.168.50.6:46894","val_loss_192.168.50.6:46904","val_loss_192.168.50.6:46914","val_loss_192.168.50.6:46924","val_loss_192.168.50.6:46934","val_loss_192.168.50.6:46944","val_loss_192.168.50.6:46954","val_loss_192.168.50.7:46875","val_loss_192.168.50.7:46885","val_loss_192.168.50.7:46895","val_loss_192.168.50.7:46905","val_loss_192.168.50.7:46915","val_loss_192.168.50.7:46925","val_loss_192.168.50.7:46935","val_loss_192.168.50.7:46945","val_loss_192.168.50.7:46955","val_loss_192.168.50.8:46876","val_loss_192.168.50.8:46886","val_loss_192.168.50.8:46896","val_loss_192.168.50.8:46906","val_loss_192.168.50.8:46916","val_loss_192.168.50.8:46926","val_loss_192.168.50.8:46936","val_loss_192.168.50.8:46946","val_loss_192.168.50.8:46956","val_loss_192.168.50.9:46877","val_loss_192.168.50.9:46887","val_loss_192.168.50.9:46897","val_loss_192.168.50.9:46907","val_loss_192.168.50.9:46917","val_loss_192.168.50.9:46927","val_loss_192.168.50.9:46937","val_loss_192.168.50.9:46947","val_loss_192.168.50.9:46957","Global Trust 192.168.50.10:46668","Global Trust 192.168.50.10:46678","Global Trust 192.168.50.10:46688","Global Trust 192.168.50.11:46669","Global Trust 192.168.50.11:46679","Global Trust 192.168.50.11:46689","Global Trust 192.168.50.2:46660","Global Trust 192.168.50.2:46670","Global Trust 192.168.50.2:46680","Global Trust 192.168.50.3:46661","Global Trust 192.168.50.3:46671","Global Trust 192.168.50.3:46681","Global Trust 192.168.50.4:46662","Global Trust 192.168.50.4:46672","Global Trust 192.168.50.4:46682","Global Trust 192.168.50.5:46663","Global Trust 192.168.50.5:46673","Global Trust 192.168.50.5:46683","Global Trust 192.168.50.6:46664","Global Trust 192.168.50.6:46674","Global Trust 192.168.50.6:46684","Global Trust 192.168.50.7:46665","Global Trust 192.168.50.7:46675","Global Trust 192.168.50.7:46685","Global Trust 192.168.50.8:46666","Global Trust 192.168.50.8:46676","Global Trust 192.168.50.8:46686","Global Trust 192.168.50.9:46667","Global Trust 192.168.50.9:46677","Global Trust 192.168.50.9:46687","Models Evaluated"
"participant_3","10","0","0.8144329896907216","0.7063431143760681","finished","-","janousy","","2023-07-10T14:19:29.000Z","567","","kty8lcol","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S30_R0_salt_20230710_141915","","2023-07-10T20:52:51.000Z","2023-07-10T14:28:56.000Z","33d043f72f1b","","","","","","Label Flipping","true","Label Flipping","true","salt","50","0","0.3","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.5:46563","salt","50","0","30","salt","50","0","30","0.5","Sentinel","3","7","3","0.7460483312606812","3.7600865364074703","0.7114676833152771","0.7460483312606812","0.7769722938537598","0.7497072815895081","0.7360817193984985","0.7769722938537598","0.721428632736206","0.7022222280502319","0.28547996282577515","0.6966666579246521","0.721428632736206","0.8158155679702759","0.8161783218383789","0.816685676574707","0.8158155679702759","0.7679696083068848","0.7520725727081299","0.3723759055137634","0.7636311054229736","0.7679696083068848","0.7831620573997498","0.7827827334403992","0.7835343480110168","0.7831620573997498","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_7","10","0","0.8803418803418803","0.7292661070823669","finished","-","janousy","","2023-07-10T14:19:29.000Z","564","","dqcgzbh2","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S30_R0_salt_20230710_141915","","2023-07-10T20:52:51.000Z","2023-07-10T14:28:53.000Z","1946f8230b05","","","","","","Label Flipping","true","Label Flipping","true","salt","50","0","0.3","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.9:46567","salt","50","0","30","salt","50","0","30","0.5","Sentinel","3","7","3","0.7807604074478149","4.3572845458984375","0.7244358062744141","0.7807604074478149","0.8063389658927917","0.7692793607711792","0.751348078250885","0.8063389658927917","0.79666668176651","0.792530357837677","0.3392007648944855","0.7972222566604614","0.79666668176651","0.8215115666389465","0.8217427730560303","0.8223114013671875","0.8215115666389465","0.7573325037956238","0.7361902594566345","0.4000229835510254","0.7524996399879456","0.7573325037956238","0.78300541639328","0.7740074396133423","0.7815381288528442","0.78300541639328","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","10","0","0.8947368421052632","0.7246372699737549","finished","-","janousy","","2023-07-10T14:19:29.000Z","567","","3uj2z6nx","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S30_R0_salt_20230710_141915","","2023-07-10T20:52:51.000Z","2023-07-10T14:28:56.000Z","eb362ee3bba6","","","","","","Label Flipping","true","Label Flipping","true","salt","50","0","0.3","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.3:46561","salt","50","0","30","salt","50","0","30","0.5","Sentinel","3","7","3","0.7690808773040771","3.6951358318328857","0.7237481474876404","0.7690808773040771","0.798465371131897","0.7709004878997803","0.7609038352966309","0.798465371131897","0.8833334445953369","0.8766234517097473","0.1374414712190628","0.8750000596046448","0.8833334445953369","0.8199241757392883","0.819949209690094","0.8200658559799194","0.8199241757392883","0.761469841003418","0.7502316236495972","0.49293962121009827","0.7690960168838501","0.761469841003418","0.7724946141242981","0.7726826667785645","0.7765378355979919","0.7724946141242981","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_8","10","0.010845986984815618","0","0.8143694400787354","finished","-","janousy","","2023-07-10T14:19:28.000Z","569","","qxmhy3g0","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S30_R0_salt_20230710_141915","","2023-07-10T20:52:51.000Z","2023-07-10T14:28:57.000Z","505d99ae82cd","","","","","","Label Flipping","true","No Attack","true","salt","50","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.10:46568","salt","50","0","30","salt","50","0","30","0.5","Sentinel","3","7","3","0.8273093104362488","0.34722235798835754","0.8351369500160217","0.8273093104362488","0.8674846291542053","0.8690557479858398","0.8728653788566589","0.8674846291542053","0.9416667222976683","0.9371429085731506","0.1893677264451981","0.9500000476837158","0.9416667222976683","0.9079973697662354","0.9077036380767822","0.908141016960144","0.9079973697662354","0.8275397419929504","0.8110177516937256","0.3714812099933624","0.8339417576789856","0.8275397419929504","0.852699875831604","0.8515327572822571","0.8587498068809509","0.852699875831604","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","10","0.01632208922742111","0","0.8444178700447083","finished","-","janousy","","2023-07-10T14:10:20.000Z","504","","t2za4fev","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S50_R0_salt_20230710_140908","","2023-07-10T20:52:51.000Z","2023-07-10T14:18:44.000Z","5dd432f131bd","","","","","","Label Flipping","true","No Attack","true","salt","50","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.2:46550","salt","50","0","50","salt","50","0","50","0.5","Sentinel","3","7","3","0.8573195338249207","0.34969496726989746","0.8593125939369202","0.8573195338249207","0.8854992985725403","0.8856202960014343","0.8865509629249573","0.8854992985725403","0.9000000953674316","0.873650848865509","0.16007910668849945","0.8966667056083679","0.9000000953674316","0.9095941185951232","0.908987522125244","0.909141719341278","0.9095941185951232","0.8544842004776001","0.8422759175300598","0.3349982500076294","0.862870454788208","0.8544842004776001","0.8770791292190552","0.8775042295455933","0.8852943181991577","0.8770791292190552","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_6","10","0","0.8712871287128713","0.7062631845474243","finished","-","janousy","","2023-07-10T14:09:23.000Z","559","","ztzqcq97","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S50_R0_salt_20230710_140908","","2023-07-10T20:52:51.000Z","2023-07-10T14:18:42.000Z","7a688ed65962","","","","","","Label Flipping","true","Label Flipping","true","salt","50","0","0.5","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.8:46556","salt","50","0","50","salt","50","0","50","0.5","Sentinel","3","7","3","0.7564709186553955","3.763106107711792","0.7024872899055481","0.7564709186553955","0.788129448890686","0.7534019947052002","0.7372315526008606","0.788129448890686","0.8500000834465027","0.846666693687439","0.09964420646429062","0.8666667342185974","0.8500000834465027","0.8141752481460571","0.8138488531112671","0.8139441609382629","0.8141752481460571","0.7602116465568542","0.7513675093650818","0.3944433629512787","0.7640255689620972","0.7602116465568542","0.7884644269943237","0.7840090394020081","0.7849682569503784","0.7884644269943237","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","10","0","0.9052631578947368","0.7274646162986755","finished","-","janousy","","2023-07-10T14:09:23.000Z","559","","rezuerts","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S50_R0_salt_20230710_140908","","2023-07-10T20:52:51.000Z","2023-07-10T14:18:42.000Z","8239356225d6","","","","","","Label Flipping","true","Label Flipping","true","salt","50","0","0.5","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.3:46551","salt","50","0","50","salt","50","0","50","0.5","Sentinel","3","7","3","0.7726293802261353","3.7047111988067623","0.7257403135299683","0.7726293802261353","0.8051645755767822","0.7759319543838501","0.7627698183059692","0.8051645755767822","0.6600000262260437","0.6523809432983398","0.22256100177764893","0.6550000309944153","0.6600000262260437","0.8168395161628723","0.816918134689331","0.8171261548995972","0.8168395161628723","0.7726719379425049","0.7558493614196777","0.36907684803009033","0.7704684138298035","0.7726719379425049","0.7803360223770142","0.7794544100761414","0.7865874767303467","0.7803360223770142","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_5","10","0","0.8679245283018868","0.7170510292053223","finished","-","janousy","","2023-07-10T14:09:23.000Z","561","","q7aorw6h","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S50_R0_salt_20230710_140908","","2023-07-10T20:52:51.000Z","2023-07-10T14:18:44.000Z","107567f9c6f6","","","","","","Label Flipping","true","Label Flipping","true","salt","50","0","0.5","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.7:46555","salt","50","0","50","salt","50","0","50","0.5","Sentinel","3","7","3","0.7646775245666504","4.304229259490967","0.7180063128471375","0.7646775245666504","0.7841871976852417","0.7493404150009155","0.735907793045044","0.7841871976852417","0.8166667222976685","0.8188889622688293","0.1902858018875122","0.8300000429153442","0.8166667222976685","0.8153200149536133","0.815739095211029","0.8168841004371643","0.8153200149536133","0.763933002948761","0.7471523284912109","0.34939560294151306","0.761152982711792","0.763933002948761","0.7850477695465088","0.783124566078186","0.783983588218689","0.7850477695465088","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","10","0.029379760609358","0","0.8086185455322266","finished","-","janousy","","2023-07-10T14:09:23.000Z","553","","kg1d3q9b","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S50_R0_salt_20230710_140908","","2023-07-10T20:52:51.000Z","2023-07-10T14:18:36.000Z","b6c5bd802fb2","","","","","","Label Flipping","true","No Attack","true","salt","50","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.5:46553","salt","50","0","50","salt","50","0","50","0.5","Sentinel","3","7","3","0.8314325213432312","0.3956590592861175","0.8257988691329956","0.8314325213432312","0.855844259262085","0.8542540669441223","0.854373574256897","0.855844259262085","0.8523810505867004","0.8621429204940796","0.3697046935558319","0.9166667461395264","0.8523810505867004","0.9046372175216676","0.9046483039855956","0.9048877358436584","0.9046372175216676","0.8532407283782959","0.8370333909988403","0.36112329363822937","0.8586772084236145","0.8532407283782959","0.8580888509750366","0.8552365899085999","0.8547505736351013","0.8580888509750366","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_7","10","0","0.8717948717948718","0.7314146757125854","finished","-","janousy","","2023-07-10T14:09:23.000Z","559","","jumsbjm8","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S50_R0_salt_20230710_140908","","2023-07-10T20:52:51.000Z","2023-07-10T14:18:42.000Z","fbccde23fce7","","","","","","Label Flipping","true","Label Flipping","true","salt","50","0","0.5","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.9:46557","salt","50","0","50","salt","50","0","50","0.5","Sentinel","3","7","3","0.781835675239563","4.32025146484375","0.7270519733428955","0.781835675239563","0.8102523684501648","0.7714714407920837","0.7554919123649597","0.8102523684501648","0.8375000357627869","0.8087698221206665","0.42665332555770874","0.809166669845581","0.8375000357627869","0.8151518702507019","0.8154125809669495","0.8159655332565308","0.8151518702507019","0.7721009850502014","0.7524850368499756","0.3960612118244171","0.7647442817687988","0.7721009850502014","0.7887096405029297","0.7844860553741455","0.7832505702972412","0.7887096405029297","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","10","0.009911894273127754","0","0.8257042169570923","finished","-","janousy","","2023-07-10T14:09:22.000Z","561","","qt6o3bic","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S50_R0_salt_20230710_140908","","2023-07-10T20:52:52.000Z","2023-07-10T14:18:43.000Z","c01f3ab76402","","","","","","Label Flipping","true","No Attack","true","salt","50","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.4:46552","salt","50","0","50","salt","50","0","50","0.5","Sentinel","3","7","3","0.8405185341835022","0.3868028521537781","0.8345737457275391","0.8405185341835022","0.8699950575828552","0.8696863055229187","0.8704980611801147","0.8699950575828552","0.9416667222976683","0.9407142996788024","0.19051042199134827","0.9500001072883606","0.9416667222976683","0.9084104895591736","0.9080029129981996","0.9080119132995604","0.9084104895591736","0.8219247460365295","0.8086260557174683","0.5057486295700073","0.8258333802223206","0.8219247460365295","0.838298499584198","0.8384048342704773","0.8456456661224365","0.838298499584198","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_8","10","0","0.8636363636363636","0.7139459848403931","finished","-","janousy","","2023-07-10T14:09:22.000Z","561","","2wzdmg5s","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S50_R0_salt_20230710_140908","","2023-07-10T20:52:51.000Z","2023-07-10T14:18:43.000Z","e5656c37c101","","","","","","Label Flipping","true","Label Flipping","true","salt","50","0","0.5","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.10:46558","salt","50","0","50","salt","50","0","50","0.5","Sentinel","3","7","3","0.7530926465988159","3.246882438659668","0.7155632376670837","0.7530926465988159","0.7904402613639832","0.7640925645828247","0.7485122680664062","0.7904402613639832","0.8416666984558105","0.8416666984558105","0.20706233382225037","0.8416666984558105","0.8416666984558105","0.8162109851837158","0.8161479234695435","0.8167164325714111","0.8162109851837158","0.7433862090110779","0.7263438701629639","0.38552653789520264","0.7345172762870789","0.7433862090110779","0.7685207724571228","0.7695277333259583","0.7741767168045044","0.7685207724571228","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","10","0.015418502202643172","0","0.8287421464920044","finished","-","janousy","","2023-07-10T14:09:21.000Z","562","","xsecr8xh","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S50_R0_salt_20230710_140908","","2023-07-10T20:52:53.000Z","2023-07-10T14:18:43.000Z","c14eda0a5d02","","","","","","Label Flipping","true","No Attack","true","salt","50","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.6:46554","salt","50","0","50","salt","50","0","50","0.5","Sentinel","3","7","3","0.8455567359924316","0.33624231815338135","0.8415283560752869","0.8455567359924316","0.876677930355072","0.8757719397544861","0.8758490085601807","0.876677930355072","0.9016667604446412","0.8663553595542908","0.41635680198669434","0.8857143521308899","0.9016667604446412","0.9094032049179076","0.9093294143676758","0.9094865322113036","0.9094032049179076","0.896221399307251","0.8710277676582336","0.30127155780792236","0.8828880786895752","0.896221399307251","0.8858394026756287","0.8836366534233093","0.8885544538497925","0.8858394026756287","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_9","10","0.01408450704225352","0","0.8523398637771606","finished","-","janousy","","2023-07-10T14:09:21.000Z","559","","n0t5mfoa","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S50_R0_salt_20230710_140908","","2023-07-10T20:52:52.000Z","2023-07-10T14:18:40.000Z","ff92dfb6e927","","","","","","Label Flipping","true","No Attack","true","salt","50","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.11:46559","salt","50","0","50","salt","50","0","50","0.5","Sentinel","3","7","3","0.8716820478439331","0.3374270796775818","0.8647747039794922","0.8716820478439331","0.8877032995223999","0.8844801187515259","0.8835296034812927","0.8877032995223999","0.9000000953674316","0.8798702359199524","0.2235329747200012","0.9200000762939452","0.9000000953674316","0.8998910188674927","0.8999319076538086","0.9004133343696594","0.8998910188674927","0.8475595712661743","0.8318134546279907","0.33831527829170227","0.8475198745727539","0.8475595712661743","0.8876993656158447","0.8810020685195923","0.8816187977790833","0.8876993656158447","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","10","0.012958963282937363","0","0.8386032581329346","finished","-","janousy","","2023-07-10T14:00:14.000Z","504","","gyg2id4s","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S100_R0_salt_20230710_135902","","2023-07-10T20:52:54.000Z","2023-07-10T14:08:38.000Z","d63134c4ea4e","","","","","","Label Flipping","true","No Attack","true","salt","50","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.2:46540","salt","50","0","100","salt","50","0","100","0.5","Sentinel","3","7","3","0.8517053723335266","0.345917284488678","0.8509563207626343","0.8517053723335266","0.8762996196746826","0.8776424527168274","0.8804414868354797","0.8762996196746826","0.9000000357627869","0.9009091258049012","0.22399932146072388","0.9380953311920166","0.9000000357627869","0.9108957648277284","0.9104243516921996","0.9106985926628112","0.9108957648277284","0.8816667795181274","0.862522542476654","0.2580227553844452","0.8804630041122437","0.8816667795181274","0.9006354212760925","0.8996548056602478","0.899816632270813","0.9006354212760925","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_5","10","0.013157894736842105","0","0.8273892402648926","finished","-","janousy","","2023-07-10T13:59:16.000Z","564","","ze2t0sdm","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S100_R0_salt_20230710_135902","","2023-07-10T20:52:54.000Z","2023-07-10T14:08:40.000Z","03a227ffd029","","","","","","Label Flipping","true","No Attack","true","salt","50","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.7:46545","salt","50","0","100","salt","50","0","100","0.5","Sentinel","3","7","3","0.8429070711135864","0.4684735834598541","0.844673752784729","0.8429070711135864","0.8585805296897888","0.857984185218811","0.8632388114929199","0.8585805296897888","0.5657142996788025","0.5670262575149536","0.5998294949531555","0.5966666340827942","0.5657142996788025","0.9129087328910828","0.9126574993133544","0.913296639919281","0.9129087328910828","0.862997829914093","0.8394178748130798","0.4202688038349152","0.8595238327980042","0.862997829914093","0.8678624033927917","0.8640551567077637","0.866552472114563","0.8678624033927917","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","10","0","0.865979381443299","0.7132118940353394","finished","-","janousy","","2023-07-10T13:59:16.000Z","562","","yw36j7rb","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S100_R0_salt_20230710_135902","","2023-07-10T20:52:54.000Z","2023-07-10T14:08:38.000Z","76b1f31287d4","","","","","","Label Flipping","true","Label Flipping","true","salt","50","0","1","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.5:46543","salt","50","0","100","salt","50","0","100","0.5","Sentinel","3","7","3","0.7557297348976135","3.8386404514312744","0.7178923487663269","0.7557297348976135","0.7782641649246216","0.7509838342666626","0.7383552193641663","0.7782641649246216","0.7805555462837219","0.7224076986312866","0.4514789879322052","0.73333340883255","0.7805555462837219","0.8164733052253723","0.8168576955795288","0.8174527287483215","0.8164733052253723","0.7694905996322632","0.7554400563240051","0.2896574139595032","0.7656437158584595","0.7694905996322632","0.8133934140205383","0.8099068403244019","0.8095065355300903","0.8133934140205383","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_8","10","0.006486486486486486","0","0.8153746724128723","finished","-","janousy","","2023-07-10T13:59:16.000Z","561","","svsdbn3m","FASHIONMNIST_1_MLP_Sentinel_fully_LabelFlipping_1_N50-S100_R0_salt_20230710_135902","","2023-07-10T20:52:54.000Z","2023-07-10T14:08:37.000Z","b6ca5fb7725d","","","","","","Label Flipping","true","No Attack","true","salt","50","0","0","true","Label Flipping","true","FASHIONMNIST","true","MLP","192.168.50.10:46548","salt","50","0","100","salt","50","0","100","0.5","Sentinel","3","7","3","0.8312841057777405","0.36520570516586304","0.8327535390853882","0.8312841057777405","0.8666611909866333","0.8685905337333679","0.8725997805595398","0.8666611909866333","0.8916667103767395","0.8677345514297485","0.3673203289508819","0.8833333849906921","0.8916667103767395","0.9055780172348022","0.9048649072647096","0.9049859046936036","0.9055780172348022","0.8520767688751221","0.8321667313575745","0.38772788643836975","0.8426786065101624","0.8520767688751221","0.8783608675003052","0.8738602995872498","0.8748451471328735","0.8783608675003052","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
