,192.168.50.3:46521,192.168.50.4:46522,192.168.50.5:46523,192.168.50.6:46524,192.168.50.7:46525,192.168.50.8:46526,192.168.50.9:46527,192.168.50.10:46528,192.168.50.11:46529
0,0,0.0,0,0,0,0.0,0,0.0,0.0
1,0,0.2290657805421845,0,0,0,0.16371925245089505,0,0.2922579008500661,0.0
2,0,0.26260479076839915,0,0,0,0.0,0,0.22927139341701763,0.17091733415993868
3,0,0.23330425941113453,0,0,0,0.14242551868641445,0,0.1948743732659871,0.15856185902177683
4,0,0.2175125349742272,0,0,0,0.15339385490045948,0,0.2064546545960154,0.176207110852971
5,0,0.22285753786076243,0,0,0,0.14932711947932023,0,0.1977859857211118,0.18258840810376675
6,0,0.2289174588913529,0,0,0,0.1432155326916153,0,0.1966963055531861,0.17803407880945757
7,0,0.2120767263674962,0,0,0,0.14444521134324131,0,0.20987558898214578,0.17184142825300291
8,0,0.19542227496107425,0,0,0,0.15443823686036115,0,0.21128155684190522,0.170630979936041
9,0,0.18324924754529165,0,0,0,0.15769155704835347,0,0.21306542649883192,0.15645172305540658
