,192.168.50.3:46571,192.168.50.4:46572,192.168.50.5:46573,192.168.50.6:46574,192.168.50.7:46575,192.168.50.8:46576,192.168.50.9:46577,192.168.50.10:46578,192.168.50.11:46579
0,0,0.0,0.0,0,0.0,0.0,0,0,0
1,0,1.0,1.0,0,1.0,0.9500850242920655,0,0,0
2,0,1.0,0.9516532667875965,0,0.9106109486596199,0.9504185862202166,0,0,0
3,0,1.0,0.9210684421108103,0,0.8741020206170814,0.9380942311942151,0,0,0
4,0,1.0,0.9311146638433477,0,0.9021428310333925,0.9581610256300817,0,0,0
5,0,0.9825807582535909,0.9663844653896947,0,0.9367642169550656,0.9946949745335285,0,0,0
6,0,0.8870904603373236,0.8797286820486999,0,0.8417721038951217,0.8874284118888894,0,0,0
7,0,0.8042897887594608,0.8154510444752524,0,0.8031587992509328,0.8924944207777641,0,0,0
8,0,0.7598045726567328,0.7562915194648763,0,0.732358039380621,0.8406580179833076,0,0,0
9,0,0.8044888508671851,0.7177674223531387,0,0.6877303767219947,0.8484532656791565,0,0,0
