"Name","adversarial_args.attacks","Test/Accuracy","Test/Loss","Hostname","Group","trainer/global_step","Round","adversarial_args.attack_env","State","Notes","User","Tags","Created","Runtime","Sweep","adversarial_args.noise_type","adversarial_args.poisoned_ratio","adversarial_args.poisoned_sample_persent","adversarial_args.target_changed_label","adversarial_args.target_label","adversarial_args.targeted","aggregator_args.algorithm","data_args.dataset","model_args.model","network_args","127.0.0.1:46505","127.0.0.1:46505 127.0.0.1:46506","127.0.0.1:46505 127.0.0.1:46507","127.0.0.1:46505 127.0.0.1:46508","127.0.0.1:46506","127.0.0.1:46506 127.0.0.1:46507","127.0.0.1:46506 127.0.0.1:46509 127.0.0.1:46505","127.0.0.1:46507","127.0.0.1:46508","127.0.0.1:46509","127.0.0.1:46509 127.0.0.1:46507","127.0.0.1:46509 127.0.0.1:46507 127.0.0.1:46505","Train/Loss","TrainEnd/Loss","Validation/Accuracy","Validation/Loss","epoch","127.0.0.1:46510","127.0.0.1:46511","127.0.0.1:46512","127.0.0.1:46513","127.0.0.1:46514","127.0.0.1:46520","127.0.0.1:46521","127.0.0.1:46522","127.0.0.1:46523","127.0.0.1:46524","127.0.0.1:46524 127.0.0.1:46520","127.0.0.1:46530","127.0.0.1:46531","127.0.0.1:46532","127.0.0.1:46533","127.0.0.1:46534","127.0.0.1:46540","127.0.0.1:46541","127.0.0.1:46542","127.0.0.1:46543","127.0.0.1:46544","127.0.0.1:46550","127.0.0.1:46551","127.0.0.1:46552","127.0.0.1:46553","127.0.0.1:46554","127.0.0.1:46513 127.0.0.1:46511","127.0.0.1:46515","127.0.0.1:46516","127.0.0.1:46517","127.0.0.1:46518","127.0.0.1:46519","127.0.0.1:46525","127.0.0.1:46526","127.0.0.1:46527","127.0.0.1:46528","127.0.0.1:46529","127.0.0.1:46535","127.0.0.1:46536","127.0.0.1:46537","127.0.0.1:46538","127.0.0.1:46539"
"participant_2","No Attack","0.8924999833106995","39.03425216674805","some-mba.fritz.box","MNIST_MLP_Krum_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_105831","0","7","","finished","-","janousy","ModelPoisoning","2023-05-06T08:58:43.000Z","131","","salt","0","0","0","0","true","Krum","MNIST","MLP","127.0.0.146517","","","","","","","","","","","","","55.26448440551758","60.6231575012207","0.8916666507720947","43.14620590209961","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","Model Poisoning","0.08950000256299973","42202.57421875","some-mba.fritz.box","MNIST_MLP_Krum_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_105524","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:55:41.000Z","197","","salt","0.2","0.6","0","0","true","Krum","MNIST","MLP","127.0.0.146510","","","","","","","","","","","","","46.951171875","109.25332641601562","0.8691666722297668","61.9262580871582","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","Model Poisoning","0.08749999850988388","51698.71875","some-mba.fritz.box","MNIST_MLP_Krum_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_105524","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:55:38.000Z","201","","salt","0.2","0.6","0","0","true","Krum","MNIST","MLP","127.0.0.146513","","","","","","","","","","","","","60.775390625","129.96473693847656","0.79666668176651","88.88333129882812","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","Model Poisoning","0.08449999988079071","51636.08984375","some-mba.fritz.box","MNIST_MLP_Krum_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_105524","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:55:38.000Z","199","","salt","0.2","0.6","0","0","true","Krum","MNIST","MLP","127.0.0.146514","","","","","","","","","","","","","42.81640625","99.58030700683594","0.8458333611488342","90.32562255859376","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","No Attack","0.08799999952316284","45955.4921875","some-mba.fritz.box","MNIST_MLP_Krum_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_105524","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:55:37.000Z","201","","salt","0","0","0","0","true","Krum","MNIST","MLP","127.0.0.146512","","","","","","","","","","","","","24.565021514892575","100.36736297607422","0.7649999856948853","127.03916931152344","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","Model Poisoning","0.096500001847744","42573.0078125","some-mba.fritz.box","MNIST_MLP_Krum_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_105524","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:55:36.000Z","202","","salt","0.2","0.6","0","0","true","Krum","MNIST","MLP","127.0.0.146511","","","","","","","","","","","","","192.99609375","115.281494140625","0.7191666960716248","201.9784240722656","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","Model Poisoning","0.1169999986886978","33096.8671875","some-mba.fritz.box","MNIST_MLP_Krum_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_105218","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:52:32.000Z","191","","salt","0.2","0.6","0","0","true","Krum","MNIST","MLP","127.0.0.146505","","","","","","","","","","","","","46.5546875","125.54000091552734","0.6691666841506958","126.1238250732422","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","No Attack","0.1094999983906746","40515.0078125","some-mba.fritz.box","MNIST_MLP_Krum_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_105218","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:52:30.000Z","192","","salt","0","0","0","0","true","Krum","MNIST","MLP","127.0.0.146508","","","","","","","","","","","","","68.06640625","156.99937438964844","0.8183333277702332","67.37785339355469","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","No Attack","0.11800000071525574","35888.94921875","some-mba.fritz.box","MNIST_MLP_Krum_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_105218","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:52:30.000Z","193","","salt","0","0","0","0","true","Krum","MNIST","MLP","127.0.0.146507","","","","","","","","","","","","","58.58051300048828","121.7582778930664","0.7941666841506958","68.2216796875","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","Model Poisoning","0.11500000208616255","39640.9375","some-mba.fritz.box","MNIST_MLP_Krum_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_105218","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:52:30.000Z","192","","salt","0.2","0.6","0","0","true","Krum","MNIST","MLP","127.0.0.146509","","","","","","","","","","","","","43.46484375","141.29200744628906","0.746666669845581","109.51424407958984","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","Model Poisoning","0.1080000028014183","34067.0234375","some-mba.fritz.box","MNIST_MLP_Krum_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_105218","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:52:30.000Z","193","","salt","0.2","0.6","0","0","true","Krum","MNIST","MLP","127.0.0.146506","","","","","","","","","","","","","58.6640625","116.64633178710938","0.5883333086967468","174.6108856201172","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","Model Poisoning","0.10249999910593031","4673.00537109375","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_103711","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:37:38.000Z","237","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146550","","","","","","","","","","","","","46.202518463134766","43.92405319213867","0.8258333206176758","28.597339630126953","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","Model Poisoning","0.10199999809265135","8636.3212890625","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_103711","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:37:37.000Z","242","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146553","","","","","","","","","","","","","59.72674560546875","42.79546356201172","0.784166693687439","45.50247573852539","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","No Attack","0.10750000178813934","8474.8427734375","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_103711","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:37:37.000Z","238","","salt","0","0","0","0","true","FedAvg","MNIST","MLP","127.0.0.146554","","","","","","","","","","","","","21.3271484375","34.882633209228516","0.8525000214576721","24.997127532958984","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","Model Poisoning","0.0989999994635582","5076.3642578125","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_103711","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:37:37.000Z","238","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146552","","","","","","","","","","","","","16.05081558227539","36.94699478149414","0.8333333134651184","23.547239303588867","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","Model Poisoning","0.10300000011920928","4760.40576171875","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_103711","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:37:35.000Z","242","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146551","","","","","","","","","","","","","29.162052154541016","42.04297637939453","0.8774999976158142","21.515804290771484","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","Model Poisoning","0.19099999964237213","2078.1123046875","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_103404","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:34:23.000Z","231","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146545","","","","","","","","","","","","","27.73681640625","23.366111755371097","0.8424999713897705","24.979806900024418","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","Model Poisoning","0.10450000315904616","3944.5556640625","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_103404","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:34:20.000Z","232","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146548","","","","","","","","","","","","","35.543460845947266","30.040679931640625","0.7733333110809326","30.98117446899414","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","No Attack","0.17599999904632568","2554.06787109375","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_103404","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:34:20.000Z","233","","salt","0","0","0","0","true","FedAvg","MNIST","MLP","127.0.0.146549","","","","","","","","","","","","","18.61672592163086","24.786808013916016","0.8450000286102295","23.58216857910156","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","Model Poisoning","0.10499999672174454","4253.6923828125","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_103404","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:34:19.000Z","233","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146547","","","","","","","","","","","","","13.534913063049316","25.527921676635746","0.8566666841506958","18.89951515197754","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","No Attack","0.18700000643730164","2126.1376953125","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_103404","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:34:19.000Z","233","","salt","0","0","0","0","true","FedAvg","MNIST","MLP","127.0.0.146546","","","","","","","","","","","","","30.419235229492188","22.31801414489746","0.8725000023841858","16.751367568969727","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","Model Poisoning","0.08950000256299973","7586.8125","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_103056","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:31:15.000Z","211","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146540","","","","","","","","","","","","","32.394798278808594","47.94194412231445","0.7991666793823242","40.39533996582031","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","No Attack","0.08749999850988388","7107.0634765625","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_103056","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:31:13.000Z","212","","salt","0","0","0","0","true","FedAvg","MNIST","MLP","127.0.0.146543","","","","","","","","","","","","","32.92539978027344","48.70357131958008","0.6641666889190674","72.71173095703125","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","Model Poisoning","0.096500001847744","7595.6240234375","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_103056","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:31:12.000Z","213","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146541","","","","","","","","","","","","","37.7021484375","48.47903060913086","0.7925000190734863","45.65436172485352","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","Model Poisoning","0.08799999952316284","6297.30615234375","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_103056","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:31:12.000Z","213","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146542","","","","","","","","","","","","","122.77853393554688","44.25810623168945","0.6966666579246521","77.17188262939453","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","Model Poisoning","0.08449999988079071","7088.31103515625","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_103056","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:31:12.000Z","213","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146544","","","","","","","","","","","","","37.69423294067383","46.27206802368164","0.8025000095367432","39.29692077636719","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","Model Poisoning","0.09600000083446504","3441.7431640625","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_102749","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:28:10.000Z","211","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146535","","","","","","","","","","","","","14.84130859375","25.927379608154297","0.8558333516120911","22.34558486938477","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","No Attack","0.09350000321865082","4193.080078125","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_102749","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:28:09.000Z","213","","salt","0","0","0","0","true","FedAvg","MNIST","MLP","127.0.0.146539","","","","","","","","","","","","","0.67626953125","23.39741325378418","0.8633333444595337","17.950777053833008","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","Model Poisoning","0.1014999970793724","5215.4833984375","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_102749","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:28:09.000Z","212","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146537","","","","","","","","","","","","","33.949668884277344","24.74222755432129","0.8424999713897705","21.55266571044922","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","No Attack","0.10000000149011612","4214.8564453125","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_102749","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:28:09.000Z","211","","salt","0","0","0","0","true","FedAvg","MNIST","MLP","127.0.0.146538","","","","","","","","","","","","","10.19888687133789","23.903972625732425","0.8208333253860474","29.700944900512695","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","Model Poisoning","0.09600000083446504","3524.6259765625","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_102749","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:28:07.000Z","213","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146536","","","","","","","","","","","","","49.23359680175781","31.070425033569336","0.8308333158493042","21.360084533691406","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","No Attack","0.10849999636411668","3349.34619140625","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_102442","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:25:06.000Z","218","","salt","0","0","0","0","true","FedAvg","MNIST","MLP","127.0.0.146530","","","","","","","","","","","","","31.7734375","45.670711517333984","0.8441666960716248","27.32775115966797","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","Model Poisoning","0.09449999779462814","5366.9384765625","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_102442","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:25:03.000Z","221","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146533","","","","","","","","","","","","","12.743188858032228","47.10405349731445","0.7749999761581421","54.64617156982422","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","Model Poisoning","0.09700000286102296","5221.921875","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_102442","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:25:03.000Z","221","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146534","","","","","","","","","","","","","32.023441314697266","35.474876403808594","0.637499988079071","114.247802734375","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","Model Poisoning","0.09049999713897704","4789.23828125","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_102442","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:25:03.000Z","220","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146532","","","","","","","","","","","","","59.806793212890625","37.06684112548828","0.8174999952316284","29.27526092529297","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","Model Poisoning","0.10050000250339508","4533.48876953125","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_102442","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:24:59.000Z","223","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146531","","","","","","","","","","","","","54.5068359375","38.42926406860352","0.824999988079071","30.222278594970703","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","Model Poisoning","0.29100000858306885","1701.2314453125","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_102134","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:21:59.000Z","232","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146525","","","","","","","","","","","","","50.6669921875","22.40738868713379","0.8233333230018616","27.817310333251953","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","No Attack","0.28949999809265137","1787.4521484375","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_102134","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:21:56.000Z","237","","salt","0","0","0","0","true","FedAvg","MNIST","MLP","127.0.0.146527","","","","","","","","","","","","","38.14501953125","24.857566833496097","0.7958333492279053","38.16019058227539","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","Model Poisoning","0.27399998903274536","2056.41748046875","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_102134","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:21:56.000Z","237","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146528","","","","","","","","","","","","","18.93463134765625","23.961381912231445","0.7091666460037231","68.39728546142578","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","No Attack","0.28049999475479126","1993.4263916015625","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_102134","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:21:56.000Z","234","","salt","0","0","0","0","true","FedAvg","MNIST","MLP","127.0.0.146529","","","","","","","","","","","","","28.28677749633789","23.32620620727539","0.6983333230018616","51.545753479003906","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","Model Poisoning","0.09600000083446504","3527.5458984375","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_102134","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:21:53.000Z","238","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146526","","","","","","","","","","","","","31.1722412109375","28.090858459472656","0.8708333373069763","19.97646713256836","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","Model Poisoning","0.08749999850988388","5583.41845703125","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_101826","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:18:52.000Z","260","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146520","","","","","","","","","","","","","14.991762161254885","40.52696990966797","0.8233333230018616","41.9633903503418","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_2","No Attack","0.0989999994635582","5977.67041015625","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_101826","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:18:50.000Z","261","","salt","0","0","0","0","true","FedAvg","MNIST","MLP","127.0.0.146522","","","","","","","","","","","","","52.31989288330078","46.02533721923828","0.7699999809265137","42.01689529418945","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","Model Poisoning","0.10249999910593031","5743.27392578125","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_101826","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:18:50.000Z","261","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146523","","","","","","","","","","","","","65.25059509277344","37.468719482421875","0.7508333325386047","51.82660675048828","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","Model Poisoning","0.10350000113248824","6378.01123046875","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_101826","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:18:50.000Z","262","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146524","","","","","","","","","","","","","19.771484375","43.60265350341797","0.8274999856948853","40.14885711669922","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_1","Model Poisoning","0.09749999642372131","5609.84765625","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N80-S60_R20_gaussian_20230506_101826","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:18:45.000Z","266","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146521","","","","","","","","","","","","","16.571035385131836","37.272979736328125","0.8083333373069763","36.594696044921875","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_0","Model Poisoning","0.09700000286102296","5956.8154296875","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_101517","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:15:41.000Z","292","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146515","","","","","","","","","","","","","85.9140625","33.15689468383789","0.815833330154419","31.84120178222656","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_4","No Attack","0.09549999982118608","5562.255859375","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_101517","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:15:36.000Z","296","","salt","0","0","0","0","true","FedAvg","MNIST","MLP","127.0.0.146519","","","","","","","","","","","","","26.12109375","33.693660736083984","0.8966666460037231","17.707496643066406","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"participant_3","Model Poisoning","0.09849999845027924","7397.44677734375","some-mba.fritz.box","MNIST_MLP_FedAvg_fully_ModelPoisoning_False_N60-S60_R20_gaussian_20230506_101517","0","10","","finished","-","janousy","ModelPoisoning","2023-05-06T08:15:35.000Z","296","","salt","0.2","0.6","0","0","true","FedAvg","MNIST","MLP","127.0.0.146518","","","","","","","","","","","","","20.18798828125","39.00471496582031","0.5950000286102295","79.4910888671875","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
