,CPU (%),Memory (MB),Traffic (MB)
SentinelGlobal,0.020240093514267754,10.06844992019988,0.0
Sentinel,0.03553909006178749,8.738798854343006,0.0
FlTrust,0.021202652943006425,8.685039129877309,0.0
TrimmedMean,0.023645549713711654,7.746746457098806,0.0
FedAvg,0.017276660386128607,8.444395718817868,0.0
Krum,0.026675907184330428,7.366802447961509,0.0
