,CPU (%),Memory (MB),Traffic (MB)
FlTrust,0.024904476840889134,8.298868697609105,0.0
TrimmedMean,0.022295240033766574,7.670280073096392,0.0
FedAvg,0.01741566059829128,8.140737743940962,0.0
Krum,0.01956916862080294,7.691412107137605,0.0
SentinelGlobal,0.019010948702198445,9.436692657244466,0.0
Sentinel,0.022247566864456492,9.573381889765582,0.0
