,CPU (%),Memory (MB),Traffic (MB)
FedAvg,37.31095052083334,985.335,45.124862234375
FlTrust,38.91553385416666,1007.046875,44.946068939374996
Krum,36.906588541666665,982.2331250000001,45.203661714375
Sentinel,40.207096354166666,1002.1574999999999,45.72125177
SentinelGlobal,36.774921875,997.9175,44.98830154875
TrimmedMean,38.11026041666667,987.9556249999999,44.43843675
