,CPU (%),Memory (MB),Traffic (MB)
FedAvg,38.505885416666665,986.98875,44.672512095624995
FlTrust,39.17520833333333,989.935625,45.023053238124994
Krum,38.67938802083333,980.754375,44.61974035812499
Sentinel,37.732747395833336,1002.8412500000001,44.913529278125004
SentinelGlobal,38.704075520833335,1005.35375,44.505689225000005
TrimmedMean,37.4794921875,980.686875,45.526450381875
