,CPU (%),Memory (MB),Traffic (MB)
SentinelGlobal,0.025085905751792904,9.023560952618702,0.0
Sentinel,0.02609372883152933,9.150003352330328,0.0
FlTrust,0.04625938245776296,9.10867288996626,0.0
TrimmedMean,0.024050846848505808,8.042528790682589,0.0
FedAvg,0.019049678068462916,8.072340412363252,0.0
Krum,0.02417126765478553,8.211395954137457,0.0
