,CPU (%),Memory (MB),Traffic (MB)
SentinelGlobal,0.033463092351116566,10.1677075513096,0.0
Sentinel,0.02586515137142392,9.755575416020543,0.0
FlTrust,0.04026539954841914,9.206533156849328,0.0
TrimmedMean,0.044496661450969664,7.477124501256595,0.0
FedAvg,0.04306702693142198,7.669225212149614,0.0
Krum,0.022258228267746864,7.414357646917651,0.0
