,CPU (%),Memory (MB),Traffic (MB)
FlTrust,0.02131303541245452,8.921352598541324,0.0
TrimmedMean,0.018311187704260965,7.9860256003423205,0.0
FedAvg,0.02584565414521222,8.290342027775452,0.0
SentinelGlobal,0.020920795857132295,9.88671241299349,0.0
Sentinel,0.020593185148674503,9.221880828530859,0.0
Krum,0.020192674361727014,7.497086413234144,0.0
