,CPU (%),Memory (MB),Traffic (MB)
FedAvg,39.79311197916667,986.126875,45.623855121875
FlTrust,37.785546875,1002.0668750000001,45.358867901875
Krum,37.652356770833336,986.88625,44.249023254375
Sentinel,38.563684895833326,1002.140625,45.492888488125
SentinelGlobal,39.4703515625,998.83375,44.49748135749999
TrimmedMean,38.01838541666667,985.00125,45.597865319375
