,CPU (%),Memory (MB),Traffic (MB)
FedAvg,37.25087239583333,988.638125,45.723895356250004
FlTrust,36.64350260416666,996.3475,46.58572761749999
Krum,39.675937499999996,985.0393750000001,46.0273462075
Sentinel,39.133463541666664,1002.69625,45.63745775
SentinelGlobal,40.16388020833333,1011.923125,46.28517768625
TrimmedMean,37.215273437499995,983.8731250000001,45.757849800624996
