,CPU (%),Memory (MB),Traffic (MB)
FedAvg,36.890325520833336,989.7375,45.67049875875001
FlTrust,37.661145833333336,999.6125000000001,45.539567041875
Krum,38.4302734375,979.6125000000001,45.876312676249995
Sentinel,39.274036458333335,1002.1112499999999,45.64149049562501
SentinelGlobal,38.4498828125,1012.891875,46.65029110375001
TrimmedMean,38.99337239583334,986.350625,46.071756374375
