,CPU (%),Memory (MB),Traffic (MB)
FedAvg,36.99552696078431,987.8276470588235,47.04958844352941
FlTrust,37.80449754901961,1010.7741176470588,46.641111148823526
Krum,37.65415364583333,977.516875,44.1631277375
Sentinel,39.027421875,1016.1617647058823,47.233602865882354
SentinelGlobal,38.521236979166666,1014.50375,45.961545453125
TrimmedMean,39.36447916666666,978.4537499999999,44.031839591875
