,CPU (%),Memory (MB),Traffic (MB)
FlTrust,0.027289037428606003,8.848977936509579,0.0
TrimmedMean,0.0270962821943398,8.112810724901262,0.0
FedAvg,0.024524725021682254,8.219817328905362,0.0
SentinelGlobal,0.020703767842482963,10.163696298168608,0.0
Sentinel,0.022084487115118717,9.485438169406041,0.0
Krum,0.019028530183319493,7.93325389668848,0.0
