,CPU (%),Memory (MB),Traffic (MB)
FedAvg,39.25376302083333,989.6993749999999,44.92843003
FlTrust,39.53138020833333,996.4575,45.055659284375
Krum,36.59588541666667,976.65625,44.821495783124995
Sentinel,40.12291666666667,993.8149999999998,46.077072925625
SentinelGlobal,38.29643229166667,1010.151875,45.4884024225
TrimmedMean,39.2669140625,981.828125,45.744039463125006
