,CPU (%),Memory (MB),Traffic (MB)
FlTrust,0.016348612591351196,8.657319370995054,0.0
TrimmedMean,0.02236520422935666,7.349199628686899,0.0
FedAvg,0.024259713481159153,7.680288507764535,0.0
SentinelGlobal,0.026540816904815707,10.020026623800291,0.0
Sentinel,0.0235049112856964,9.097839810209873,0.0
Krum,0.016230932614240034,7.878753391241537,0.0
