"0","1","2","3","4","5","6","7","8","9"
"42","0","0","165","0","0","0","0","0","0"
"0","0","0","230","0","0","0","0","0","0"
"0","0","11","187","0","0","0","0","0","0"
"0","0","0","207","0","0","0","0","0","0"
"0","0","0","180","14","0","0","0","0","0"
"0","0","0","151","0","18","0","0","0","0"
"0","0","0","157","0","0","45","0","0","0"
"0","0","0","200","0","0","0","15","0","0"
"0","0","0","187","0","0","0","0","0","0"
"0","0","0","191","0","0","0","0","0","0"
