"Name","Test/ASR-backdoor","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","adversarial_args.attack_env.attack","adversarial_args.attack_env.noise_type","adversarial_args.attack_env.poisoned_node_percent","adversarial_args.attack_env.poisoned_ratio","adversarial_args.attack_env.poisoned_sample_percent","adversarial_args.attack_env.targeted","adversarial_args.attacks","adversarial_args.is_iid","adversarial_args.noise_type","adversarial_args.poisoned_node_percent","adversarial_args.poisoned_ratio","adversarial_args.poisoned_sample_percent","adversarial_args.target_changed_label","adversarial_args.target_label","adversarial_args.targeted","aggregator_args.algorithm","aggregator_args.sentinel_loss_threshold","aggregator_args.sentinelglobal_active_round","attack_env.attack","attack_env.noise_type","attack_env.poisoned_node_percent","attack_env.poisoned_ratio","attack_env.poisoned_sample_percent","attack_env.targeted","data_args.dataset","data_args.is_iid","model_args.model","network_args","avg_loss_192.168.50.10:46518","avg_loss_192.168.50.10:46528","avg_loss_192.168.50.10:46538","avg_loss_192.168.50.10:46548","avg_loss_192.168.50.10:46558","avg_loss_192.168.50.10:46568","avg_loss_192.168.50.10:46578","avg_loss_192.168.50.10:46588","avg_loss_192.168.50.10:46598","avg_loss_192.168.50.10:46608","avg_loss_192.168.50.10:46618","avg_loss_192.168.50.10:46628","avg_loss_192.168.50.10:46638","avg_loss_192.168.50.10:46648","avg_loss_192.168.50.10:46658","avg_loss_192.168.50.10:46668","avg_loss_192.168.50.10:46678","avg_loss_192.168.50.10:46688","avg_loss_192.168.50.10:46878","avg_loss_192.168.50.10:46888","avg_loss_192.168.50.10:46898","avg_loss_192.168.50.10:46908","avg_loss_192.168.50.10:46918","avg_loss_192.168.50.10:46928","avg_loss_192.168.50.10:46938","avg_loss_192.168.50.10:46948","avg_loss_192.168.50.10:46958","avg_loss_192.168.50.10:46968","avg_loss_192.168.50.10:46978","avg_loss_192.168.50.10:46988","avg_loss_192.168.50.10:46998","avg_loss_192.168.50.10:47008","avg_loss_192.168.50.10:47018","avg_loss_192.168.50.10:47028","avg_loss_192.168.50.10:47038","avg_loss_192.168.50.10:47048","avg_loss_192.168.50.11:46519","avg_loss_192.168.50.11:46529","avg_loss_192.168.50.11:46539","avg_loss_192.168.50.11:46549","avg_loss_192.168.50.11:46559","avg_loss_192.168.50.11:46569","avg_loss_192.168.50.11:46579","avg_loss_192.168.50.11:46589","avg_loss_192.168.50.11:46599","avg_loss_192.168.50.11:46609","avg_loss_192.168.50.11:46619","avg_loss_192.168.50.11:46629","avg_loss_192.168.50.11:46639","avg_loss_192.168.50.11:46649","avg_loss_192.168.50.11:46659","avg_loss_192.168.50.11:46669","avg_loss_192.168.50.11:46679","avg_loss_192.168.50.11:46689","avg_loss_192.168.50.11:46879","avg_loss_192.168.50.11:46889","avg_loss_192.168.50.11:46899","avg_loss_192.168.50.11:46909","avg_loss_192.168.50.11:46919","avg_loss_192.168.50.11:46929","avg_loss_192.168.50.11:46939","avg_loss_192.168.50.11:46949","avg_loss_192.168.50.11:46959","avg_loss_192.168.50.11:46969","avg_loss_192.168.50.11:46979","avg_loss_192.168.50.11:46989","avg_loss_192.168.50.11:46999","avg_loss_192.168.50.11:47009","avg_loss_192.168.50.11:47019","avg_loss_192.168.50.11:47029","avg_loss_192.168.50.11:47039","avg_loss_192.168.50.11:47049","avg_loss_192.168.50.2:46510","avg_loss_192.168.50.2:46520","avg_loss_192.168.50.2:46530","avg_loss_192.168.50.2:46540","avg_loss_192.168.50.2:46550","avg_loss_192.168.50.2:46560","avg_loss_192.168.50.2:46570","avg_loss_192.168.50.2:46580","avg_loss_192.168.50.2:46590","avg_loss_192.168.50.2:46600","avg_loss_192.168.50.2:46610","avg_loss_192.168.50.2:46620","avg_loss_192.168.50.2:46630","avg_loss_192.168.50.2:46640","avg_loss_192.168.50.2:46650","avg_loss_192.168.50.2:46660","avg_loss_192.168.50.2:46670","avg_loss_192.168.50.2:46680","avg_loss_192.168.50.2:46870","avg_loss_192.168.50.2:46880","avg_loss_192.168.50.2:46890","avg_loss_192.168.50.2:46900","avg_loss_192.168.50.2:46910","avg_loss_192.168.50.2:46920","avg_loss_192.168.50.2:46930","avg_loss_192.168.50.2:46940","avg_loss_192.168.50.2:46950","avg_loss_192.168.50.2:46960","avg_loss_192.168.50.2:46970","avg_loss_192.168.50.2:46980","avg_loss_192.168.50.2:46990","avg_loss_192.168.50.2:47000","Round","Test/ASR-targeted","Test/Accuracy","Test/F1Score","Test/Loss","Test/Precision","Test/Recall","TestEpoch/Accuracy","TestEpoch/F1Score","TestEpoch/Precision","TestEpoch/Recall","trainer/global_step"
"participant_1","0.011098779134295227","finished","-","janousy","","2023-07-07T21:12:00.000Z","556","","5cjnp3p4","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N50-S100_R80_salt_20230707_211142","","2023-07-09T07:28:17.000Z","2023-07-07T21:21:16.000Z","269ae03b93ec","","","","","","Sample Poisoning","salt","50","80","100","true","Sample Poisoning","true","salt","50","0.8","1","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","50","80","100","true","MNIST","true","MLP","192.168.50.3:46991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Infinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12852683827848524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13728707803587897","","10","0.010101010101010102","0.9315438866615297","0.9235510230064392","0.15699584782123566","0.9319356679916382","0.9315438866615297","0.9592816829681396","0.9585735201835632","0.958463191986084","0.9592816829681396","0"
"participant_3","0.0121012101210121","finished","-","janousy","","2023-07-07T21:12:00.000Z","561","","3sdnmko7","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N50-S100_R80_salt_20230707_211142","","2023-07-09T07:28:17.000Z","2023-07-07T21:21:21.000Z","bb1012004b07","","","","","","Sample Poisoning","salt","50","80","100","true","No Attack","true","salt","50","0","0","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","50","80","100","true","MNIST","true","MLP","192.168.50.5:46993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Infinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1901070480673661","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16746799363143508","","10","0.01098901098901099","0.9386751651763916","0.9329617619514464","0.14315205812454224","0.9377983212471008","0.9386751651763916","0.9648167490959167","0.9650058746337892","0.9657368063926696","0.9648167490959167","0"
"participant_4","0.008791208791208791","finished","-","janousy","","2023-07-07T21:12:00.000Z","556","","1dqdgvrm","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N50-S100_R80_salt_20230707_211142","","2023-07-09T07:28:17.000Z","2023-07-07T21:21:16.000Z","4d023efcb916","","","","","","Sample Poisoning","salt","50","80","100","true","No Attack","true","salt","50","0","0","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","50","80","100","true","MNIST","true","MLP","192.168.50.6:46994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Infinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15694099614804144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16116033363097812","","10","0.02197802197802198","0.9100409746170044","0.9053822159767152","0.12547369301319122","0.91150164604187","0.9100409746170044","0.9683017730712892","0.967509388923645","0.9672117829322816","0.9683017730712892","0"
"participant_0","0.008898776418242492","finished","-","janousy","","2023-07-07T21:02:47.000Z","508","","e10nojdu","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S30_R80_salt_20230707_210131","","2023-07-09T07:28:19.000Z","2023-07-07T21:11:15.000Z","7c5f6cefd63d","","","","","","Sample Poisoning","salt","80","80","30","true","No Attack","true","salt","80","0","0","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","30","true","MNIST","true","MLP","192.168.50.2:46980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Infinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Infinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24057379694489556","","","10","0.009345794392523364","0.9382989406585692","0.9312797784805298","0.19624339044094088","0.9388440847396852","0.9382989406585692","0.9548166990280152","0.9544704556465148","0.9546427726745604","0.9548166990280152","0"
"participant_8","0.6435754189944134","finished","-","janousy","","2023-07-07T21:01:50.000Z","563","","v88mrarg","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S30_R80_salt_20230707_210131","","2023-07-09T07:28:19.000Z","2023-07-07T21:11:13.000Z","3267deb6ce2c","","","","","","Sample Poisoning","salt","80","80","30","true","Sample Poisoning","true","salt","80","0.8","0.3","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","30","true","MNIST","true","MLP","192.168.50.10:46988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1607228541810764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1927209820668213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.312387446614448","","","10","0","0.9320432543754578","0.9139414429664612","0.3126114308834076","0.9215515851974488","0.9320432543754578","0.9365854859352112","0.9253146648406982","0.9408369660377502","0.9365854859352112","0"
"participant_6","0.696528555431131","finished","-","janousy","","2023-07-07T21:01:50.000Z","565","","967zk5xk","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S30_R80_salt_20230707_210131","","2023-07-09T07:28:19.000Z","2023-07-07T21:11:15.000Z","2e7b8b149084","","","","","","Sample Poisoning","salt","80","80","30","true","Sample Poisoning","true","salt","80","0.8","0.3","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","30","true","MNIST","true","MLP","192.168.50.8:46986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17362507209516478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1609224701934727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2635284954868621","","","10","0.009345794392523364","0.8930647373199463","0.8718379139900208","0.4678031504154206","0.8808718323707581","0.8930647373199463","0.9221373796463012","0.9061264395713806","0.9281022548675536","0.9221373796463012","0"
"participant_9","0.6859688195991092","finished","-","janousy","","2023-07-07T21:01:50.000Z","565","","810v73kx","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S30_R80_salt_20230707_210131","","2023-07-09T07:28:19.000Z","2023-07-07T21:11:15.000Z","553971a5606d","","","","","","Sample Poisoning","salt","80","80","30","true","Sample Poisoning","true","salt","80","0.8","0.3","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","30","true","MNIST","true","MLP","192.168.50.11:46989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1389942405972397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12830573891260427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19435793645992816","","","10","0.0099009900990099","0.9045698642730712","0.8797633647918701","0.4029216170310974","0.8917012214660645","0.9045698642730712","0.9136102199554444","0.9005542993545532","0.9196950793266296","0.9136102199554444","0"
"participant_5","0.7237569060773481","finished","-","janousy","","2023-07-07T21:01:50.000Z","563","","7r8amuks","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S30_R80_salt_20230707_210131","","2023-07-09T07:28:19.000Z","2023-07-07T21:11:13.000Z","4f886e2011d6","","","","","","Sample Poisoning","salt","80","80","30","true","Sample Poisoning","true","salt","80","0.8","0.3","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","30","true","MNIST","true","MLP","192.168.50.7:46985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22663096041913375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2596284975099843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34880137108426423","","","10","0.021052631578947368","0.9180107712745668","0.8952532410621643","0.35995739698410034","0.9056452512741088","0.9180107712745668","0.924886167049408","0.9114341139793396","0.938533365726471","0.924886167049408","0"
"participant_7","0.7252502780867631","finished","-","janousy","","2023-07-07T21:01:50.000Z","565","","402qrjdi","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S30_R80_salt_20230707_210131","","2023-07-09T07:28:19.000Z","2023-07-07T21:11:15.000Z","9e70891ccfb1","","","","","","Sample Poisoning","salt","80","80","30","true","Sample Poisoning","true","salt","80","0.8","0.3","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","30","true","MNIST","true","MLP","192.168.50.9:46987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15246234803231346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19270575579441357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29182907559908927","","","10","0.020202020202020204","0.9304301142692566","0.9093049168586732","0.2543363571166992","0.9112520813941956","0.9304301142692566","0.9412879943847656","0.931370496749878","0.9496443271636964","0.9412879943847656","0"
"participant_1","0.8933333333333333","finished","-","janousy","","2023-07-07T21:01:50.000Z","563","","0vc44d6o","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S30_R80_salt_20230707_210131","","2023-07-09T07:28:19.000Z","2023-07-07T21:11:13.000Z","26867bda7f77","","","","","","Sample Poisoning","salt","80","80","30","true","Sample Poisoning","true","salt","80","0.8","0.3","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","30","true","MNIST","true","MLP","192.168.50.3:46981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14799485694957185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13851000185975862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2843221648236795","","","10","0.050505050505050504","0.8717896342277527","0.8420612812042236","0.617206871509552","0.8506760001182556","0.8717896342277527","0.8937472701072693","0.8739616870880127","0.9096323251724244","0.8937472701072693","0"
"participant_3","0.015384615384615384","finished","-","janousy","","2023-07-07T21:01:49.000Z","562","","r5x1gq17","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S30_R80_salt_20230707_210131","","2023-07-09T07:28:19.000Z","2023-07-07T21:11:11.000Z","343ffb4b969c","","","","","","Sample Poisoning","salt","80","80","30","true","No Attack","true","salt","80","0","0","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","30","true","MNIST","true","MLP","192.168.50.5:46983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Infinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Infinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3072814425372053","","","10","0.01098901098901099","0.9203649163246156","0.913646399974823","0.2873688042163849","0.9226729273796082","0.9203649163246156","0.944184958934784","0.9445253610610962","0.9461926817893982","0.944184958934784","0"
"participant_2","0.8395061728395061","finished","-","janousy","","2023-07-07T21:01:49.000Z","566","","b649uyyv","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S30_R80_salt_20230707_210131","","2023-07-09T07:28:19.000Z","2023-07-07T21:11:15.000Z","e0a1b6574b61","","","","","","Sample Poisoning","salt","80","80","30","true","Sample Poisoning","true","salt","80","0.8","0.3","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","30","true","MNIST","true","MLP","192.168.50.4:46982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12250576108053791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11059700750542106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18402263651369136","","","10","0.046296296296296294","0.8526154160499573","0.8246683478355408","0.5527243614196777","0.8423693776130676","0.8526154160499573","0.899141788482666","0.880713939666748","0.9074637293815612","0.899141788482666","0"
"participant_4","0.8557268722466961","finished","-","janousy","","2023-07-07T21:01:49.000Z","564","","9m4rmdke","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S30_R80_salt_20230707_210131","","2023-07-09T07:28:19.000Z","2023-07-07T21:11:13.000Z","29898b7d5064","","","","","","Sample Poisoning","salt","80","80","30","true","Sample Poisoning","true","salt","80","0.8","0.3","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","30","true","MNIST","true","MLP","192.168.50.6:46984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13362409367284273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1645677904674085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26767761455163736","","","10","0.03296703296703297","0.8453866243362427","0.8254990577697754","0.5149973034858704","0.8426587581634521","0.8453866243362427","0.9062520265579224","0.8929306864738464","0.9221137762069702","0.9062520265579224","0"
"participant_0","0.006688963210702341","finished","-","janousy","","2023-07-07T20:52:36.000Z","504","","qp7n439d","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S50_R80_salt_20230707_205120","","2023-07-09T07:28:20.000Z","2023-07-07T21:01:00.000Z","e3539911b3e8","","","","","","Sample Poisoning","salt","80","80","50","true","No Attack","true","salt","80","0","0","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","50","true","MNIST","true","MLP","192.168.50.2:46970","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Infinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Infinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28665594868354677","","","","10","0.018691588785046728","0.9449654817581176","0.9413779377937316","0.17656712234020233","0.9504493474960328","0.9449654817581176","0.9595714211463928","0.9596832990646362","0.9602181315422058","0.9595714211463928","0"
"participant_3","0.7995594713656388","finished","-","janousy","","2023-07-07T20:51:39.000Z","563","","xned4qst","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S50_R80_salt_20230707_205120","","2023-07-09T07:28:20.000Z","2023-07-07T21:01:02.000Z","06412e84944d","","","","","","Sample Poisoning","salt","80","80","50","true","Sample Poisoning","true","salt","80","0.8","0.5","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","50","true","MNIST","true","MLP","192.168.50.5:46973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15039662093404332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16885075398662594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19464955042349175","","","","10","0.04395604395604396","0.8877804279327393","0.8618661761283875","0.4264530539512634","0.8660279512405396","0.8877804279327393","0.909724771976471","0.8986579179763794","0.9217756986618042","0.909724771976471","0"
"participant_2","0.007829977628635347","finished","-","janousy","","2023-07-07T20:51:39.000Z","557","","ugv6urbe","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S50_R80_salt_20230707_205120","","2023-07-09T07:28:20.000Z","2023-07-07T21:00:56.000Z","4a34028c3e82","","","","","","Sample Poisoning","salt","80","80","50","true","No Attack","true","salt","80","0","0","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","50","true","MNIST","true","MLP","192.168.50.4:46972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Infinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Infinity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22116539541399105","","","","10","0.00925925925925926","0.9019150137901306","0.893052875995636","0.27074214816093445","0.899239718914032","0.9019150137901306","0.9483612179756165","0.948345422744751","0.949657678604126","0.9483612179756165","0"
"participant_9","0.7316258351893096","finished","-","janousy","","2023-07-07T20:51:39.000Z","561","","kmtwv4pc","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S50_R80_salt_20230707_205120","","2023-07-09T07:28:20.000Z","2023-07-07T21:01:00.000Z","609d16d73772","","","","","","Sample Poisoning","salt","80","80","50","true","Sample Poisoning","true","salt","80","0.8","0.5","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","50","true","MNIST","true","MLP","192.168.50.11:46979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12030250460869864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0783591875655111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18918217899656156","","","","10","0.0099009900990099","0.9063441157341005","0.8802707195281982","0.5900495052337646","0.8869125247001648","0.9063441157341005","0.9146435856819152","0.8994647264480591","0.9212760925292968","0.9146435856819152","0"
"participant_4","0.8898678414096917","finished","-","janousy","","2023-07-07T20:51:39.000Z","563","","9338wgu8","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S50_R80_salt_20230707_205120","","2023-07-09T07:28:20.000Z","2023-07-07T21:01:02.000Z","8101fab362b7","","","","","","Sample Poisoning","salt","80","80","50","true","Sample Poisoning","true","salt","80","0.8","0.5","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","50","true","MNIST","true","MLP","192.168.50.6:46974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1702574554042076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14680879793944768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4072893716301769","","","","10","0.03296703296703297","0.8258295655250549","0.7908567190170288","0.8695410490036011","0.783745527267456","0.8258295655250549","0.8850318789482117","0.853265106678009","0.9120283126831056","0.8850318789482117","0"
"participant_7","0.7497219132369299","finished","-","janousy","","2023-07-07T20:51:38.000Z","565","","p4pff2k5","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S50_R80_salt_20230707_205120","","2023-07-09T07:28:20.000Z","2023-07-07T21:01:03.000Z","5acc7ef61fbd","","","","","","Sample Poisoning","salt","80","80","50","true","Sample Poisoning","true","salt","80","0.8","0.5","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","50","true","MNIST","true","MLP","192.168.50.9:46977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19707228706101887","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1904520032125583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.30386341167531894","","","","10","0.04040404040404041","0.9158602952957152","0.8914860486984253","0.3469489514827728","0.8959295749664307","0.9158602952957152","0.9281958937644958","0.9119564890861512","0.9388474225997924","0.9281958937644958","0"
"participant_1","0.8644444444444445","finished","-","janousy","","2023-07-07T20:51:38.000Z","564","","eseeht6h","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S50_R80_salt_20230707_205120","","2023-07-09T07:28:20.000Z","2023-07-07T21:01:02.000Z","4077037a5a89","","","","","","Sample Poisoning","salt","80","80","50","true","Sample Poisoning","true","salt","80","0.8","0.5","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","50","true","MNIST","true","MLP","192.168.50.3:46971","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15926946533523734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16109907130565262","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2732293736876261","","","","10","0.0707070707070707","0.8721736669540405","0.8494535684585571","0.6657056212425232","0.8718268275260925","0.8721736669540405","0.8954918384552002","0.8793053030967712","0.9091082811355592","0.8954918384552002","0"
"participant_8","0.7597765363128491","finished","-","janousy","","2023-07-07T20:51:38.000Z","564","","9pk8n5kz","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S50_R80_salt_20230707_205120","","2023-07-09T07:28:20.000Z","2023-07-07T21:01:02.000Z","3cb8d4ec7f52","","","","","","Sample Poisoning","salt","80","80","50","true","Sample Poisoning","true","salt","80","0.8","0.5","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","50","true","MNIST","true","MLP","192.168.50.10:46978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09707022474482072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12261220414016862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26148835456890085","","","","10","0","0.9045698642730712","0.8698497414588928","0.6406933069229126","0.8681491613388062","0.9045698642730712","0.90773344039917","0.8802234530448914","0.919800579547882","0.90773344039917","0"
"participant_5","0.7513812154696132","finished","-","janousy","","2023-07-07T20:51:38.000Z","562","","34r27idi","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S50_R80_salt_20230707_205120","","2023-07-09T07:28:20.000Z","2023-07-07T21:01:00.000Z","d878ef711a9b","","","","","","Sample Poisoning","salt","80","80","50","true","Sample Poisoning","true","salt","80","0.8","0.5","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","50","true","MNIST","true","MLP","192.168.50.7:46975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0944288206048077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12103327016404364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.21355592798470752","","","","10","0.021052631578947368","0.9054301381111144","0.8775392770767212","0.484325647354126","0.8837634921073914","0.9054301381111144","0.9143598675727844","0.8955469727516174","0.9301288723945618","0.9143598675727844","0"
"participant_6","0.683090705487122","finished","-","janousy","","2023-07-07T20:51:37.000Z","568","","9ja7rvcp","MNIST_1_MLP_SentinelGlobal_fully_SamplePoisoning_1_N80-S50_R80_salt_20230707_205120","","2023-07-09T07:28:20.000Z","2023-07-07T21:01:05.000Z","470f08d59aa3","","","","","","Sample Poisoning","salt","80","80","50","true","Sample Poisoning","true","salt","80","0.8","0.5","7","3","true","SentinelGlobal","0.3","3","Sample Poisoning","salt","80","80","50","true","MNIST","true","MLP","192.168.50.8:46976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13664653434942012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12804880539188165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18660701149114176","","","","10","0.037383177570093455","0.9004303216934204","0.8786872625350952","0.4784955084323883","0.8849002122879028","0.9004303216934204","0.9290233850479126","0.9145403504371644","0.9323062896728516","0.9290233850479126","0"
"participant_0","0.0022371364653243847","finished","-","janousy","","2023-07-07T20:32:15.000Z","502","","yqgq7bla","MNIST_1_MLP_Sentinel_fully_SamplePoisoning_1_N10-S30_R80_salt_20230707_203059","","2023-07-09T07:28:23.000Z","2023-07-07T20:40:37.000Z","6208edffdcba","","","","","","Sample Poisoning","salt","10","80","30","true","No Attack","true","salt","10","0","0","7","3","true","Sentinel","0.3","3","Sample Poisoning","salt","10","80","30","true","MNIST","true","MLP","192.168.50.2:46950","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14511016280244804","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18179866695863897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.127046761335514","","","","","","10","0.009345794392523364","0.961985409259796","0.9594137072563172","0.07770439982414246","0.9652152061462402","0.961985409259796","0.9781056642532348","0.9777401685714722","0.9775071144104004","0.9781056642532348","0"
