"Name","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","adversarial_args.attack_env.attack","adversarial_args.attack_env.targeted","adversarial_args.attacks","adversarial_args.is_iid","adversarial_args.noise_type","adversarial_args.poisoned_node_percent","adversarial_args.poisoned_ratio","adversarial_args.poisoned_sample_percent","adversarial_args.target_changed_label","adversarial_args.target_label","adversarial_args.targeted","aggregator_args.algorithm","attack_env.attack","attack_env.targeted","data_args.dataset","data_args.is_iid","model_args.model","network_args","aggregator_args.sentinel_loss_threshold","adversarial_args.attack_env.noise_type","adversarial_args.attack_env.poisoned_node_percent","adversarial_args.attack_env.poisoned_ratio","adversarial_args.attack_env.poisoned_sample_percent","aggregator_args.sentinelglobal_active_round","attack_env.noise_type","attack_env.poisoned_node_percent","attack_env.poisoned_ratio","attack_env.poisoned_sample_percent","epoch","Test/ASR-targeted","trainer/global_step","Test/ASR-backdoor","Test/Accuracy","Test/F1Score","Test/Loss","Test/Precision","Test/Recall","TestEpoch/Accuracy","TestEpoch/F1Score","TestEpoch/Precision","TestEpoch/Recall","Round"
"participant_0","finished","-","janousy","","2023-07-10T19:22:31.000Z","501","","03xp60q6","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S30_R0_salt_20230710_192116","","2023-07-10T20:51:14.000Z","2023-07-10T19:30:52.000Z","71496f81aadf","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.2:46860","0.5","salt","10","0","30","3","salt","10","0","30","0","0","0","0.00974025974025974","0.8710677027702332","0.8589888215065002","0.3231615424156189","0.8755324482917786","0.8710677027702332","0.8963491916656494","0.8967299461364746","0.8977976441383362","0.8963491916656494","10"
"participant_4","finished","-","janousy","","2023-07-10T19:21:34.000Z","556","","xx5ofiri","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S30_R0_salt_20230710_192116","","2023-07-10T20:51:14.000Z","2023-07-10T19:30:50.000Z","d3a1bd6e393a","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.6:46864","0.5","salt","10","0","30","3","salt","10","0","30","0","0","0","0.009857612267250822","0.8476536273956299","0.8313628435134888","0.3512069582939148","0.8447310924530029","0.8476536273956299","0.8775374293327332","0.8764840364456177","0.8764982223510742","0.8775374293327332","10"
"participant_3","finished","-","janousy","","2023-07-10T19:21:34.000Z","556","","oiu8fnue","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S30_R0_salt_20230710_192116","","2023-07-10T20:51:14.000Z","2023-07-10T19:30:50.000Z","9dc7befa8636","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.5:46863","0.5","salt","10","0","30","3","salt","10","0","30","0","0","0","0.014023732470334413","0.8326421976089478","0.8130488395690918","0.388935923576355","0.8256259560585022","0.8326421976089478","0.8611996173858643","0.8600923418998718","0.8619871139526367","0.8611996173858643","10"
"participant_7","finished","-","janousy","","2023-07-10T19:21:34.000Z","553","","lfwcz9ra","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S30_R0_salt_20230710_192116","","2023-07-10T20:51:14.000Z","2023-07-10T19:30:47.000Z","4075b8482afe","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.9:46867","0.5","salt","10","0","30","3","salt","10","0","30","0","0","0","0.007751937984496124","0.8772312998771667","0.8629067540168762","0.29872193932533264","0.8755568265914917","0.8772312998771667","0.8981001973152161","0.8962289690971375","0.8980869650840759","0.8981001973152161","10"
"participant_1","finished","-","janousy","","2023-07-10T19:21:34.000Z","555","","diy6rxtw","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S30_R0_salt_20230710_192116","","2023-07-10T20:51:14.000Z","2023-07-10T19:30:49.000Z","7e2670b53927","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.3:46861","0.5","salt","10","0","30","3","salt","10","0","30","0","0","0","0.007616974972796518","0.8474323153495789","0.8340411186218262","0.30476751923561096","0.8473465442657471","0.8474323153495789","0.8766902685165405","0.8787587285041809","0.8834562301635742","0.8766902685165405","10"
"participant_2","finished","-","janousy","","2023-07-10T19:21:34.000Z","557","","cao5hjp7","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S30_R0_salt_20230710_192116","","2023-07-10T20:51:14.000Z","2023-07-10T19:30:51.000Z","44b552014ffc","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.4:46862","0.5","salt","10","0","30","3","salt","10","0","30","0","0","0","0.006557377049180328","0.848072350025177","0.8354822993278503","0.37474656105041504","0.849514901638031","0.848072350025177","0.8814458847045898","0.8813381195068359","0.8838579654693604","0.8814458847045898","10"
"participant_8","finished","-","janousy","","2023-07-10T19:21:34.000Z","557","","2fwgi50x","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S30_R0_salt_20230710_192116","","2023-07-10T20:51:14.000Z","2023-07-10T19:30:51.000Z","2c7dfc635886","","","","","","Label Flipping","false","Label Flipping","true","salt","10","0","0.3","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.10:46868","0.5","salt","10","0","30","3","salt","10","0","30","0","0.022727272727272728","0","0.0010070493454179257","0.638274610042572","0.6201366782188416","1.1585503816604614","0.6656476855278015","0.638274610042572","0.6801966428756714","0.6831339597702026","0.7029346823692322","0.6801966428756714","10"
"participant_9","finished","-","janousy","","2023-07-10T19:21:33.000Z","561","","zr9005wi","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S30_R0_salt_20230710_192116","","2023-07-10T20:51:14.000Z","2023-07-10T19:30:54.000Z","feab10f5a28b","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.11:46869","0.5","salt","10","0","30","3","salt","10","0","30","0","0","0","0.004296455424274973","0.874470055103302","0.8552636504173279","0.33055463433265686","0.8672388792037964","0.874470055103302","0.8860273957252502","0.8832209706306458","0.8838616609573364","0.8860273957252502","10"
"participant_6","finished","-","janousy","","2023-07-10T19:21:33.000Z","561","","novoroj6","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S30_R0_salt_20230710_192116","","2023-07-10T20:51:14.000Z","2023-07-10T19:30:54.000Z","d27a4b6ea95f","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.8:46866","0.5","salt","10","0","30","3","salt","10","0","30","0","0","0","0.006543075245365322","0.8312342166900635","0.8108565211296082","0.3556419610977173","0.8266206383705139","0.8312342166900635","0.8697926998138428","0.8685154318809509","0.8697345852851868","0.8697926998138428","10"
"participant_5","finished","-","janousy","","2023-07-10T19:21:33.000Z","555","","8vh69s4m","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S30_R0_salt_20230710_192116","","2023-07-10T20:51:14.000Z","2023-07-10T19:30:48.000Z","b3745851699f","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.7:46865","0.5","salt","10","0","30","3","salt","10","0","30","0","0","0","0.013143483023001097","0.8450421690940857","0.8293918967247009","0.43173912167549133","0.8427842259407043","0.8450421690940857","0.8673246502876282","0.8673098087310791","0.8688074946403503","0.8673246502876282","10"
"participant_0","finished","-","janousy","","2023-07-10T19:12:22.000Z","494","","qyhep31d","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S50_R0_salt_20230710_191107","","2023-07-10T20:51:15.000Z","2023-07-10T19:20:36.000Z","612e24542048","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.2:46850","0.5","salt","10","0","50","3","salt","10","0","50","0","0","0","0.01511879049676026","0.8708449602127075","0.857491672039032","0.32777437567710876","0.8701536059379578","0.8708449602127075","0.8945050239562988","0.8952118158340454","0.8962389230728149","0.8945050239562988","10"
"participant_6","finished","-","janousy","","2023-07-10T19:11:24.000Z","556","","zzt4668p","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S50_R0_salt_20230710_191107","","2023-07-10T20:51:15.000Z","2023-07-10T19:20:40.000Z","c33a53431174","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.8:46856","0.5","salt","10","0","50","3","salt","10","0","50","0","0","0","0.012021857923497269","0.8367486596107483","0.8169704675674438","0.3518734276294708","0.8284178972244263","0.8367486596107483","0.8790515065193176","0.8774908185005188","0.8778933882713318","0.8790515065193176","10"
"participant_9","finished","-","janousy","","2023-07-10T19:11:24.000Z","558","","q03v1b99","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S50_R0_salt_20230710_191107","","2023-07-10T20:51:15.000Z","2023-07-10T19:20:42.000Z","3afbcb13210d","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.11:46859","0.5","salt","10","0","50","3","salt","10","0","50","0","0","0","0.01288936627282492","0.8738940358161926","0.8559023141860962","0.3242785930633545","0.8686060905456543","0.8738940358161926","0.8883055448532104","0.8858545422554016","0.885905385017395","0.8883055448532104","10"
"participant_7","finished","-","janousy","","2023-07-10T19:11:24.000Z","556","","p3028sz7","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S50_R0_salt_20230710_191107","","2023-07-10T20:51:15.000Z","2023-07-10T19:20:40.000Z","97f4b197c078","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.9:46857","0.5","salt","10","0","50","3","salt","10","0","50","0","0","0","0.0077348066298342545","0.8728534579277039","0.8549658060073853","0.3120887577533722","0.8679608702659607","0.8728534579277039","0.8960849642753601","0.8942519426345825","0.896766722202301","0.8960849642753601","10"
"participant_8","finished","-","janousy","","2023-07-10T19:11:24.000Z","556","","dwixx1bn","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S50_R0_salt_20230710_191107","","2023-07-10T20:51:15.000Z","2023-07-10T19:20:40.000Z","ec14e776a188","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.10:46858","0.5","salt","10","0","50","3","salt","10","0","50","0","0","0","0.007551240560949299","0.8361265659332275","0.8230738043785095","0.34911519289016724","0.8441462516784668","0.8361265659332275","0.8727908730506897","0.8733714818954468","0.8750112652778625","0.8727908730506897","10"
"participant_5","finished","-","janousy","","2023-07-10T19:11:24.000Z","558","","742mkwmp","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S50_R0_salt_20230710_191107","","2023-07-10T20:51:15.000Z","2023-07-10T19:20:42.000Z","a630a2c81f19","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.7:46855","0.5","salt","10","0","50","3","salt","10","0","50","0","0","0","0.0175054704595186","0.850503146648407","0.8370038866996765","0.4285834729671478","0.8511047959327698","0.850503146648407","0.8694655299186707","0.8691757321357727","0.8717128038406372","0.8694655299186707","10"
"participant_4","finished","-","janousy","","2023-07-10T19:11:24.000Z","558","","5c72tolo","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S50_R0_salt_20230710_191107","","2023-07-10T20:51:15.000Z","2023-07-10T19:20:42.000Z","75436c330e92","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.6:46854","0.5","salt","10","0","50","3","salt","10","0","50","0","0","0","0.010976948408342482","0.84609454870224","0.8334714770317078","0.3462863266468048","0.8490246534347534","0.84609454870224","0.8786336779594421","0.8780096769332886","0.8784589767456055","0.8786336779594421","10"
"participant_2","finished","-","janousy","","2023-07-10T19:11:24.000Z","557","","5am4via6","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S50_R0_salt_20230710_191107","","2023-07-10T20:51:15.000Z","2023-07-10T19:20:41.000Z","bd3ab854c9ad","","","","","","Label Flipping","false","Label Flipping","true","salt","10","0","0.5","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.4:46852","0.5","salt","10","0","50","3","salt","10","0","50","0","0.018518518518518517","0","0.06236786469344609","0.5641167759895325","0.5344257354736328","1.524214267730713","0.5771274566650391","0.5641167759895325","0.5832352638244629","0.5775878429412842","0.5968384146690369","0.5832352638244629","10"
"participant_3","finished","-","janousy","","2023-07-10T19:11:23.000Z","559","","yh5xcwg7","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S50_R0_salt_20230710_191107","","2023-07-10T20:51:16.000Z","2023-07-10T19:20:42.000Z","6721afabb9c5","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.5:46853","0.5","salt","10","0","50","3","salt","10","0","50","0","0","0","0.0193756727664155","0.8371774554252625","0.8172240853309631","0.3918067514896393","0.8350729942321777","0.8371774554252625","0.8534253835678101","0.8505574464797974","0.850378155708313","0.8534253835678101","10"
"participant_1","finished","-","janousy","","2023-07-10T19:11:23.000Z","561","","8z86vrbu","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S50_R0_salt_20230710_191107","","2023-07-10T20:51:15.000Z","2023-07-10T19:20:44.000Z","31658a3714ee","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.3:46851","0.5","salt","10","0","50","3","salt","10","0","50","0","0","0","0.010893246187363837","0.8548874855041504","0.8430734872817993","0.29241329431533813","0.8540745973587036","0.8548874855041504","0.887873113155365","0.8891006112098694","0.8927121758460999","0.887873113155365","10"
"participant_0","finished","-","janousy","","2023-07-10T19:02:12.000Z","506","","xy01q2f2","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S100_R0_salt_20230710_190057","","2023-07-10T20:51:18.000Z","2023-07-10T19:10:38.000Z","0035337452a5","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.2:46840","0.5","salt","10","0","100","3","salt","10","0","100","0","0","0","0.01735357917570499","0.8695085048675537","0.8558493852615356","0.3330304026603699","0.8706247210502625","0.8695085048675537","0.8948494791984558","0.8954506516456604","0.8970057368278503","0.8948494791984558","10"
"participant_7","finished","-","janousy","","2023-07-10T19:01:15.000Z","565","","nfvh3plk","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S100_R0_salt_20230710_190057","","2023-07-10T20:51:18.000Z","2023-07-10T19:10:40.000Z","d9a5d4826ffd","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.9:46847","0.5","salt","10","0","100","3","salt","10","0","100","0","0","0","0.008859357696566999","0.8731029629707336","0.8583755493164062","0.2893316149711609","0.8716703653335571","0.8731029629707336","0.893821120262146","0.8922050595283508","0.8928343653678894","0.893821120262146","10"
"participant_9","finished","-","janousy","","2023-07-10T19:01:15.000Z","563","","i9onh8re","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S100_R0_salt_20230710_190057","","2023-07-10T20:51:18.000Z","2023-07-10T19:10:38.000Z","d4cb1150e0c8","","","","","","Label Flipping","false","Label Flipping","true","salt","10","0","1","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.11:46849","0.5","salt","10","0","100","3","salt","10","0","100","0","0.011904761904761904","0","0.04804804804804805","0.011505377478897572","0.00949013326317072","7.889208316802979","0.010165130719542503","0.011505377478897572","0.011413266882300375","0.010513273067772388","0.010956373997032642","0.011413266882300375","10"
"participant_8","finished","-","janousy","","2023-07-10T19:01:15.000Z","563","","4y0tncj4","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S100_R0_salt_20230710_190057","","2023-07-10T20:51:18.000Z","2023-07-10T19:10:38.000Z","64bdb49b45c4","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.10:46848","0.5","salt","10","0","100","3","salt","10","0","100","0","0","0","0.006493506493506494","0.8390873670578003","0.8211414217948914","0.3432718515396118","0.8398348689079285","0.8390873670578003","0.8786563277244568","0.8792993426322937","0.8811966180801392","0.8786563277244568","10"
"participant_1","finished","-","janousy","","2023-07-10T19:01:15.000Z","563","","1gwaxrgc","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S100_R0_salt_20230710_190057","","2023-07-10T20:51:18.000Z","2023-07-10T19:10:38.000Z","dee442fb07ba","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.3:46841","0.5","salt","10","0","100","3","salt","10","0","100","0","0","0","0.010964912280701754","0.8497670888900757","0.8352198004722595","0.2881631553173065","0.845756471157074","0.8497670888900757","0.8805374503135681","0.8824400305747986","0.8879145383834839","0.8805374503135681","10"
"participant_2","finished","-","janousy","","2023-07-10T19:01:14.000Z","564","","uu5rwtc3","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S100_R0_salt_20230710_190057","","2023-07-10T20:51:19.000Z","2023-07-10T19:10:38.000Z","aab31ed12405","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.4:46842","0.5","salt","10","0","100","3","salt","10","0","100","0","0","0","0.009879253567508232","0.8437981605529785","0.8299592137336731","0.3751234710216522","0.8411932587623596","0.8437981605529785","0.8722990155220032","0.8716413378715515","0.8730579614639282","0.8722990155220032","10"
"participant_4","finished","-","janousy","","2023-07-10T19:01:14.000Z","564","","plnm7zml","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S100_R0_salt_20230710_190057","","2023-07-10T20:51:19.000Z","2023-07-10T19:10:38.000Z","9e42dcdff6b6","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.6:46844","0.5","salt","10","0","100","3","salt","10","0","100","0","0","0","0.016538037486218304","0.857031524181366","0.8430089354515076","0.3368363082408905","0.8569687604904175","0.857031524181366","0.8853863477706909","0.8841862678527832","0.8842379450798035","0.8853863477706909","10"
"participant_5","finished","-","janousy","","2023-07-10T19:01:14.000Z","565","","nv7ow9fh","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S100_R0_salt_20230710_190057","","2023-07-10T20:51:19.000Z","2023-07-10T19:10:39.000Z","3b41cd48bbbb","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.7:46845","0.5","salt","10","0","100","3","salt","10","0","100","0","0","0","0.022002200220022004","0.8538095951080322","0.8338938355445862","0.4187371134757995","0.8448272943496704","0.8538095951080322","0.8778190016746521","0.8763186931610107","0.8768612742424011","0.8778190016746521","10"
"participant_6","finished","-","janousy","","2023-07-10T19:01:14.000Z","560","","erw5a1i4","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S100_R0_salt_20230710_190057","","2023-07-10T20:51:18.000Z","2023-07-10T19:10:34.000Z","6b79cbbce8de","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.8:46846","0.5","salt","10","0","100","3","salt","10","0","100","0","0","0","0.015300546448087432","0.8379276394844055","0.8200843334197998","0.3502219021320343","0.8318164348602295","0.8379276394844055","0.8790956735610962","0.8784518837928772","0.8793053030967712","0.8790956735610962","10"
"participant_3","finished","-","janousy","","2023-07-10T19:01:14.000Z","564","","4npc86qe","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N10-S100_R0_salt_20230710_190057","","2023-07-10T20:51:18.000Z","2023-07-10T19:10:38.000Z","ea82633764e9","","","","","","Label Flipping","false","No Attack","true","salt","10","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.5:46843","0.5","salt","10","0","100","3","salt","10","0","100","0","0","0","0.02287581699346405","0.8298733830451965","0.8084243535995483","0.3897424340248108","0.8189324140548706","0.8298733830451965","0.8583424687385559","0.8575209379196167","0.8586636185646057","0.8583424687385559","10"
"participant_0","finished","-","janousy","","2023-07-10T18:52:02.000Z","501","","l4ul43mc","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N50-S30_R0_salt_20230710_185048","","2023-07-10T20:51:19.000Z","2023-07-10T19:00:23.000Z","0f970f5da714","","","","","","Label Flipping","false","No Attack","true","salt","50","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.2:46830","0.5","salt","50","0","30","3","salt","50","0","30","0","0","0","0.015217391304347828","0.8536328673362732","0.8418713212013245","0.35544174909591675","0.8674002885818481","0.8536328673362732","0.8779908418655396","0.8792129755020142","0.8891061544418335","0.8779908418655396","10"
"participant_3","finished","-","janousy","","2023-07-10T18:51:06.000Z","557","","womwyoww","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N50-S30_R0_salt_20230710_185048","","2023-07-10T20:51:19.000Z","2023-07-10T19:00:23.000Z","504421919ddb","","","","","","Label Flipping","false","Label Flipping","true","salt","50","0","0.3","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.5:46833","0.5","salt","50","0","30","3","salt","50","0","30","0","0","0","0.00857449088960343","0.8212020397186279","0.7922408580780029","0.8195972442626953","0.8087864518165588","0.8212020397186279","0.8463699817657471","0.8438259363174438","0.844482421875","0.8463699817657471","10"
"participant_7","finished","-","janousy","","2023-07-10T18:51:05.000Z","561","","xfw55vml","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N50-S30_R0_salt_20230710_185048","","2023-07-10T20:51:19.000Z","2023-07-10T19:00:26.000Z","6eeaf457b984","","","","","","Label Flipping","false","Label Flipping","true","salt","50","0","0.3","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.9:46837","0.5","salt","50","0","30","3","salt","50","0","30","0","0","0","0.0054525627044711015","0.8488287925720215","0.8322314620018005","0.7447927594184875","0.8490015864372253","0.8488287925720215","0.880313515663147","0.8780641555786133","0.8803929090499878","0.880313515663147","10"
"participant_5","finished","-","janousy","","2023-07-10T18:51:05.000Z","558","","qtejvgag","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N50-S30_R0_salt_20230710_185048","","2023-07-10T20:51:19.000Z","2023-07-10T19:00:23.000Z","a428a88cb7d8","","","","","","Label Flipping","false","No Attack","true","salt","50","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.7:46835","0.5","salt","50","0","30","3","salt","50","0","30","0","0","0","0.018743109151047408","0.8280951380729675","0.8124333024024963","0.449182003736496","0.8305337429046631","0.8280951380729675","0.8520537614822388","0.8543251156806946","0.8636330962181091","0.8520537614822388","10"
"participant_2","finished","-","janousy","","2023-07-10T18:51:05.000Z","560","","p0rx205o","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N50-S30_R0_salt_20230710_185048","","2023-07-10T20:51:19.000Z","2023-07-10T19:00:25.000Z","8dbed332219f","","","","","","Label Flipping","false","No Attack","true","salt","50","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.4:46832","0.5","salt","50","0","30","3","salt","50","0","30","0","0","0","0.0165016501650165","0.8334754705429077","0.8246668577194214","0.3850257098674774","0.8406553864479065","0.8334754705429077","0.8658716678619385","0.8674184083938599","0.872852087020874","0.8658716678619385","10"
"participant_9","finished","-","janousy","","2023-07-10T18:51:05.000Z","560","","6es7nazv","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N50-S30_R0_salt_20230710_185048","","2023-07-10T20:51:19.000Z","2023-07-10T19:00:25.000Z","acb37067b2b6","","","","","","Label Flipping","false","Label Flipping","true","salt","50","0","0.3","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.11:46839","0.5","salt","50","0","30","3","salt","50","0","30","0","0","0","0.007494646680942184","0.8523886799812317","0.8295873403549194","0.7970975041389465","0.842492401599884","0.8523886799812317","0.8623872995376587","0.8583714962005615","0.857215404510498","0.8623872995376587","10"
"participant_1","finished","-","janousy","","2023-07-10T18:51:05.000Z","558","","4p6bsuki","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N50-S30_R0_salt_20230710_185048","","2023-07-10T20:51:19.000Z","2023-07-10T19:00:23.000Z","7c29a9569bfc","","","","","","Label Flipping","false","Label Flipping","true","salt","50","0","0.3","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.3:46831","0.5","salt","50","0","30","3","salt","50","0","30","0","0","0","0.007583965330444204","0.8373578786849976","0.8173583149909973","0.7668647766113281","0.8268818855285645","0.8373578786849976","0.8631337285041809","0.8633813858032227","0.8646366596221924","0.8631337285041809","10"
"participant_8","finished","-","janousy","","2023-07-10T18:51:05.000Z","555","","3u6sm8w2","FASHIONMNIST_1_MLP_SentinelGlobal_fully_LabelFlipping_0_N50-S30_R0_salt_20230710_185048","","2023-07-10T20:51:19.000Z","2023-07-10T19:00:20.000Z","bf1e0dad8b81","","","","","","Label Flipping","false","No Attack","true","salt","50","0","0","7","3","false","SentinelGlobal","Label Flipping","false","FASHIONMNIST","true","MLP","192.168.50.10:46838","0.5","salt","50","0","30","3","salt","50","0","30","0","0","0","0.008676789587852495","0.8141065239906311","0.7950872182846069","0.3904653489589691","0.8154915571212769","0.8141065239906311","0.8541823625564575","0.857052743434906","0.8684369325637817","0.8541823625564575","10"
