,192.168.50.3:46511,192.168.50.4:46512,192.168.50.5:46513,192.168.50.6:46514,192.168.50.7:46515,192.168.50.8:46516,192.168.50.9:46517,192.168.50.10:46518,192.168.50.11:46519
0,0,0.0,0,0.0,0,0,0.0,0,0.0
1,0,0.9708561268804776,0,1.0,0,0,0.9815381640199056,0,1.0
2,0,0.9789269493065837,0,0.9572180264284956,0,0,1.0,0,1.0
3,0,0.9668234832462712,0,0.9522194779759618,0,0,1.0,0,1.0
4,0,0.9809967582972242,0,0.9526162220819804,0,0,1.0,0,1.0
5,0,0.9404640424336284,0,0.9360643208436503,0,0,1.0,0,0.9780517627862704
6,0,0.9366499585298411,0,0.937264721151901,0,0,1.0,0,0.9799261686393748
7,0,0.953896277697049,0,0.9632199698561326,0,0,1.0,0,0.9988777409872961
8,0,0.9654408589664992,0,0.9836129249930451,0,0,1.0,0,1.0
9,0,0.9743041554208058,0,0.9732163212152662,0,0,1.0,0,1.0
