,192.168.50.3:46521,192.168.50.4:46522,192.168.50.5:46523,192.168.50.6:46524,192.168.50.7:46525,192.168.50.8:46526,192.168.50.9:46527,192.168.50.10:46528,192.168.50.11:46529
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1.0,1.0,0.9256692854686169,0.9747658577283257,0.9223971379443311,0.975532249288347,0.9765180199557711,0.9088446316714808,1
2,0.9930643027221437,1.0,0.875928051824583,0.9825165708117236,0.8799501450398697,0.9127250093345335,0.8717238391578245,0.8893940649009018,1
3,0.9715960458360543,1.0,0.857282461928261,0.9765734344634001,0.8708567682154036,0.8289111440021583,0.8709609384296139,0.942059447995985,1
4,0.983693228425419,1.0,0.8489498639547529,0.9605170654349798,0.8380022739207856,0.8748611089805398,0.8478961727645553,0.8676261309508788,1
5,0.9756321190364275,0.9779792715451158,0.8583654106463662,1.0,0.8356475859437629,0.8375988801467726,0.8339911974446083,0.8342561103006582,1
6,0.971705955741418,0.9857986663719509,0.8644189737708513,1.0,0.8329014169229029,0.7941225259441216,0.8370220194928735,0.854685687420496,1
7,0.9692212867542623,0.9883795534129185,0.8484174220621481,0.975530745025764,0.8364825931143746,0.8021679675219597,0.8235953319013136,0.8564576340758263,1
8,0.9682612154989393,1.0,0.8630905147352168,0.9935015462333975,0.8434451186522665,0.8120093260431279,0.8383640121738711,0.8666527682956313,1
9,0.9636423504273258,0.990703369815808,0.8941540872628015,0.9992759175177757,0.842247682992255,0.8073159952683809,0.8271710813852529,0.8460837139925453,1
