,192.168.50.3:46511,192.168.50.4:46512,192.168.50.5:46513,192.168.50.6:46514,192.168.50.7:46515,192.168.50.8:46516,192.168.50.9:46517,192.168.50.10:46518,192.168.50.11:46519
0,0.4631487727165222,0.8655291199684143,0.8537657260894775,0.4801994264125824,0.4778011441230774,0.8546953797340393,0.47995880246162415,0.4861595928668976,0.8672444820404053
1,0.4757160246372223,0.8531965613365173,0.8402071595191956,0.44432348012924194,0.44718870520591736,0.8421555757522583,0.45602574944496155,0.44178977608680725,0.8543408513069153
2,0.4189525842666626,0.9508939385414124,0.9490062594413757,0.42855095863342285,0.4586105942726135,0.9489860534667969,0.3856674134731293,0.444571852684021,0.9476985931396484
3,0.418232262134552,0.9589094519615173,0.9588127136230469,0.44508278369903564,0.44608044624328613,0.9577231407165527,0.3979485332965851,0.4603692889213562,0.9598159790039062
4,0.4727374315261841,0.9620869755744934,0.9639806151390076,0.4426771104335785,0.47421467304229736,0.9609754085540771,0.3708983361721039,0.42526084184646606,0.9622506499290466
5,0.42778968811035156,0.965954601764679,0.965749979019165,0.4389030337333679,0.4413803219795227,0.9662711024284363,0.4411812424659729,0.4545152187347412,0.9662079811096191
6,0.4227917492389679,0.9693304896354675,0.9673287868499756,0.45318883657455444,0.44080302119255066,0.9657337069511414,0.3785906434059143,0.40586206316947937,0.9672808051109314
7,0.4523555636405945,0.9695742130279541,0.9707492589950562,0.4627682566642761,0.45037636160850525,0.9686211943626404,0.4044460356235504,0.4528789520263672,0.9693644046783447
8,0.4183133542537689,0.9708594083786011,0.970724880695343,0.4201980233192444,0.4202139675617218,0.9716941714286804,0.4210416376590729,0.4051577150821686,0.9719793796539307
9,0.46035337448120117,0.9721240997314453,0.9720005989074707,0.4039938449859619,0.4571171998977661,0.9716100096702576,0.4466876983642578,0.38795679807662964,0.9717139005661011
