,192.168.50.3:46551,192.168.50.4:46552,192.168.50.5:46553,192.168.50.6:46554,192.168.50.7:46555,192.168.50.8:46556,192.168.50.9:46557,192.168.50.10:46558,192.168.50.11:46559
0,1.7972819447517394,1.826807689666748,1.306568694114685,1.3049694180488587,1.3134434819221497,1.8707645177841186,1.8011019349098205,1.3185564637184144,1.8638604521751403
1,1.7806324779987335,1.789745181798935,1.2157453924417494,1.2347791224718094,1.235797366499901,1.7946802377700806,1.7869296491146087,1.1961441665887833,1.7850354194641112
2,1.7332990447680154,1.7529339790344238,1.1298725485801697,1.1940483609835306,1.1803080638249714,1.719115177790324,1.7408039450645447,1.1247700015703836,1.7661772886912028
3,1.7115343809127808,1.6955893278121947,1.0845285043120385,1.1390060648322105,1.1378256052732467,1.6819543451070786,1.7009004414081574,1.078161172568798,1.7192472964525223
4,1.65877445936203,1.6468688702583314,1.0387595355510713,1.0710890275239944,1.094746083021164,1.6488006901741028,1.6708897352218628,1.050669412612915,1.6665771174430846
5,1.614366775751114,1.61796671350797,1.014408853650093,1.0275847420096398,1.0530233388145764,1.6156890233357748,1.6272400140762329,1.0201858937740327,1.6305297891298929
6,1.5682120169912066,1.5875950455665588,0.9861710561173302,0.9907977610826493,1.0112826726266315,1.5994828156062535,1.602071556023189,0.9866487749985287,1.5841929537909372
7,1.5370799079537392,1.5616748660802842,0.9602244306355715,0.9794594466686248,0.9882937330752611,1.5826109394431114,1.57298663854599,0.958230073004961,1.5515701994299889
8,1.516012340121799,1.5473206679026286,0.9340736548105876,0.9589359879493713,0.9676751590437359,1.5711185892422994,1.553622747792138,0.9346324271625942,1.5189189937379624
9,1.4975647723674774,1.5443395817279815,0.907832912504673,0.9402537712454796,0.9442221537232399,1.5496071076393128,1.5285834789276123,0.9174391317367554,1.4978178358078003
